I,T,R,E,A,DE,DA,H,M
141,1,2,9,11,8,3332,5849,0
142,0,0,10,1,2,6028,0,4407
142,0,1,10,0,0,5536,0,0
142,0,1,8,0,3,3395,0,932
142,0,2,7,11,1,2257,4930,279
142,0,2,5,10,0,1216,4942,0
142,1,0,3,0,5,3130,0,10886
142,1,1,3,0,1,4341,0,0
142,1,1,1,0,3,799,143,0
142,1,2,2,3,3,8246,4932,119
142,1,2,5,2,3,3241,5504,0
143,0,0,33,3,8,15290,0,14597
143,0,1,35,3,11,13346,0,0
143,0,1,29,1,7,14185,161,0
143,0,2,15,15,14,3669,7083,686
143,0,2,1,39,5,231,18000,0
143,1,0,19,5,7,12174,655,7195
143,1,1,28,0,11,13613,0,962
143,1,1,22,0,14,11187,188,329
143,1,2,13,14,11,4266,8442,331
143,1,2,22,18,9,5190,9569,1150
144,0,0,32,5,11,15527,0,20916
144,0,1,33,11,8,15019,0,0
144,0,1,41,1,19,16064,1561,998
144,0,2,22,30,15,5721,13484,2227
144,0,2,31,26,12,10284,11636,0
144,1,0,38,7,10,20920,450,13977
144,1,1,43,2,10,17101,0,798
144,1,1,16,3,20,8332,1314,0
144,1,2,9,35,13,2486,16948,2011
144,1,2,30,22,14,10964,11688,691
145,0,0,17,5,1,7208,352,3318
145,0,1,10,1,5,4514,0,0
145,0,1,18,1,2,9527,0,136
145,0,2,12,12,2,2181,4875,785
145,0,2,1,19,1,120,8137,0
145,1,0,6,0,6,6621,0,4627
145,1,1,5,0,5,4702,529,568
145,1,1,2,0,6,3242,346,0
145,1,2,2,3,7,2594,3809,225
145,1,2,7,5,6,3590,5566,0
146,0,0,12,0,9,7956,0,28268
146,0,1,22,0,3,10715,0,173
146,0,1,21,3,7,15343,941,754
146,0,2,0,22,3,200,16227,540
146,0,2,12,15,1,3553,15858,0
146,1,0,19,1,4,14742,0,19714
146,1,1,15,2,10,10133,0,78
146,1,1,14,7,7,12591,396,0
146,1,2,13,14,3,5329,10543,242
146,1,2,5,14,7,3837,10344,250
147,0,0,24,11,5,17018,1563,9248
147,0,1,20,1,3,13503,0,434
147,0,1,23,0,7,15858,210,202
147,0,2,14,18,4,7470,14200,1271
147,0,2,2,29,3,370,14180,0
147,1,0,13,3,8,15999,3923,4328
147,1,1,14,3,12,11747,0,117
147,1,1,9,3,7,10972,750,13
147,1,2,7,12,4,3562,14985,263
147,1,2,6,14,7,4421,13786,0
148,0,0,44,3,5,19928,0,8270
148,0,1,18,0,2,9620,0,60
148,0,1,22,10,9,5475,455,100
148,0,2,12,26,5,2041,9390,353
148,0,2,22,31,2,4701,13744,0
148,1,0,11,1,11,11326,171,6618
148,1,1,12,1,11,10128,1040,619
148,1,1,11,1,11,6901,0,105
148,1,2,14,12,9,4787,11937,536
148,1,2,9,12,11,3769,6430,453
149,0,0,10,2,3,4258,0,9962
149,0,1,17,0,0,4996,0,0
149,0,1,25,0,1,8305,0,1368
149,0,2,12,16,2,2628,7099,0
149,0,2,10,17,4,1976,4567,267
149,1,0,7,1,5,5758,0,4332
149,1,1,7,0,7,4487,0,0
149,1,1,6,1,8,4041,0,138
149,1,2,2,8,5,1028,5456,0
149,1,2,4,6,5,3232,5045,0
150,0,0,33,6,9,17339,1592,5547
150,0,1,32,0,2,8958,0,0
150,0,1,16,1,10,9005,0,538
150,0,2,15,25,9,4560,9022,784
150,0,2,12,26,9,2664,11067,33
150,1,0,25,4,12,10418,774,9581
150,1,1,20,2,5,10612,801,0
150,1,1,25,0,10,13980,0,380
150,1,2,15,18,13,4789,8260,207
150,1,2,7,25,9,2726,10800,0
151,0,0,17,7,17,11220,379,7534
151,0,1,22,4,10,11597,0,0
151,0,1,16,4,12,9536,0,1445
151,0,2,10,9,11,3866,5899,570
151,0,2,12,9,13,6098,8777,274
151,1,0,31,3,8,14393,280,18110
151,1,1,11,2,7,3579,0,0
151,1,1,28,5,8,9931,0,195
151,1,2,30,17,5,5269,5045,1354
151,1,2,22,30,6,5163,15086,0
152,0,0,28,14,6,14400,1884,6869
152,0,1,32,0,6,11132,0,0
152,0,1,22,2,10,12543,0,124
152,0,2,20,13,8,8434,9213,0
152,0,2,22,20,7,12417,8420,0
152,1,0,21,5,8,12790,6236,5028
152,1,1,23,1,10,12977,378,2663
152,1,1,15,3,12,12892,888,1103
152,1,2,4,18,11,3754,12958,0
152,1,2,2,16,5,1243,15495,0
153,0,0,23,4,6,14577,0,5152
153,0,1,27,3,8,11679,41,912
153,0,1,23,0,9,8219,0,0
153,0,2,18,26,4,6210,7589,271
153,0,2,22,21,5,6664,12724,0
153,1,0,16,3,9,11352,3321,6941
153,1,1,15,0,11,11027,0,109
153,1,1,22,2,8,9564,0,0
153,1,2,10,13,8,2453,12283,613
153,1,2,8,14,7,3299,10307,249
154,0,0,20,7,4,7711,217,2872
154,0,1,18,0,0,5531,0,0
154,0,1,17,0,3,6074,0,554
154,0,2,13,14,0,3980,3782,60
154,0,2,17,13,2,3377,5373,0
154,1,0,4,2,7,4925,0,4866
154,1,1,6,1,9,5852,21,75
154,1,1,4,0,7,4978,612,109
154,1,2,4,6,8,1488,4240,697
154,1,2,0,6,6,160,6148,0
155,0,0,15,2,1,8981,0,2116
155,0,1,15,0,3,4944,0,0
155,0,1,16,5,8,5179,129,17
155,0,2,9,12,3,1888,5080,1440
155,0,2,5,12,4,2161,7247,243
155,1,0,7,0,5,7733,406,3878
155,1,1,9,2,2,5639,0,0
155,1,1,9,1,7,4532,0,377
155,1,2,4,8,5,2399,3157,0
155,1,2,0,6,6,722,6307,0
156,0,0,6,2,0,1855,0,900
156,0,1,13,0,0,2917,0,0
156,0,1,8,1,0,1889,0,0
156,0,2,15,4,1,3842,0,0
156,0,2,2,6,0,341,3075,35
156,1,0,0,0,5,1204,0,1192
156,1,1,1,0,5,1969,0,34
156,1,1,0,0,5,1168,0,0
156,1,2,0,0,3,350,1338,0
156,1,2,1,1,5,410,979,413
157,0,0,5,1,0,6048,0,2399
157,0,1,2,0,1,3474,0,0
157,0,1,6,0,2,3124,0,1232
157,0,2,7,5,1,3903,3477,0
157,0,2,3,0,2,2119,3237,136
157,1,0,1,0,4,3291,0,6846
157,1,1,4,1,3,2412,0,0
157,1,1,2,0,2,5026,0,196
157,1,2,0,3,1,786,5669,320
157,1,2,0,1,1,724,5839,680
158,0,0,9,2,7,6976,0,7273
158,0,1,13,1,3,9609,0,129
158,0,1,12,0,3,5109,0,0
158,0,2,9,10,2,4396,5909,732
158,0,2,8,7,2,4530,6851,0
158,1,0,11,2,1,8021,2883,1676
158,1,1,8,0,6,7388,567,212
158,1,1,13,1,4,5714,1155,203
158,1,2,4,8,6,1326,6926,0
158,1,2,6,12,4,1751,8886,209
159,0,0,23,4,1,7963,420,3519
159,0,1,17,0,3,5672,0,1058
159,0,1,21,0,2,3779,0,0
159,0,2,21,10,0,7779,5372,0
159,0,2,19,22,1,5468,8431,89
159,1,0,1,1,12,3977,284,2679
159,1,1,5,1,7,6573,0,90
159,1,1,1,0,9,4929,0,161
159,1,2,3,2,4,3794,6179,860
159,1,2,3,2,6,3200,6674,874
160,0,0,29,7,4,10112,347,4982
160,0,1,27,0,5,7913,340,401
160,0,1,27,0,3,7058,0,0
160,0,2,23,25,3,5582,6828,17
160,0,2,17,25,4,6666,8327,313
160,1,2,12,6,11,3210,8424,0
160,,,,,,,,
160,,,,,,,,
160,,,,,,,,
160,,,,,,,,
161,0,0,21,6,15,23529,0,15583
161,0,1,17,0,11,12100,0,0
161,0,1,15,3,14,14737,0,69
161,0,2,6,13,14,6162,15545,1964
161,0,2,7,9,16,7135,12836,417
161,1,0,48,5,6,19353,0,23527
161,1,1,38,4,10,18778,0,232
161,1,1,51,0,4,19291,0,1302
161,1,2,15,32,6,3333,17644,3171
161,1,2,2,40,5,240,23918,0
162,0,0,21,3,5,10201,0,12355
162,0,1,31,0,3,6650,0,0
162,0,1,33,0,2,10353,0,1374
162,0,2,15,17,4,4032,9245,394
162,0,2,16,24,6,6326,8278,115
162,1,0,10,3,11,7828,30,7222
162,1,1,15,4,13,8693,1273,335
162,1,1,9,0,8,8612,268,826
162,1,2,10,7,5,5340,11506,0
162,1,2,3,1,8,2298,4329,10
163,0,0,15,2,7,13266,6181,1209
163,0,1,16,0,5,7683,0,0
163,0,1,17,4,9,8645,0,0
163,0,2,12,13,10,7279,8266,379
163,0,2,17,13,9,4065,11805,0
163,1,0,22,9,10,17404,2275,6069
163,1,1,16,0,7,9259,1343,0
163,1,1,23,3,4,11007,0,0
163,1,2,15,19,5,5128,9028,812
163,1,2,8,19,6,2130,8109,0
164,0,0,21,7,0,8155,921,1578
164,0,1,30,9,2,8927,0,0
164,0,1,20,0,2,4049,0,0
164,0,2,23,12,6,8051,5796,0
164,0,2,20,11,3,7439,4222,80
164,1,0,6,2,11,4929,2279,6498
164,1,1,2,1,11,4361,146,0
164,1,1,10,1,11,4956,75,0
164,1,2,2,3,10,1865,7023,2628
164,1,2,3,6,9,1592,6257,18
165,0,0,43,8,6,13597,0,11364
165,0,1,35,0,3,9858,0,0
165,0,1,36,0,3,11552,1304,0
165,0,2,8,19,7,2656,5475,135
165,0,2,17,30,7,4093,10164,95
165,1,0,7,2,9,7280,0,10959
165,1,1,12,2,13,8609,0,1206
165,1,1,11,0,11,9235,1148,229
165,1,2,9,8,8,2954,8218,1352
165,1,2,14,4,14,5791,8599,0
166,0,0,12,2,1,9326,0,3555
166,0,1,11,0,1,3646,0,0
166,0,1,13,0,1,6686,100,150
166,0,2,10,10,1,2743,4835,0
166,0,2,3,11,3,919,5450,237
166,1,0,2,0,6,5847,632,3435
166,1,1,5,0,4,4694,0,70
166,1,1,5,1,4,3627,623,0
166,1,2,0,2,4,12,6645,1073
166,1,2,0,2,5,1628,4223,359
167,0,0,22,10,6,10787,1504,3640
167,0,1,25,0,4,11559,0,0
167,0,1,21,6,9,9731,0,0
167,0,2,17,17,4,6690,11697,794
167,0,2,12,26,9,4257,11958,0
167,1,0,22,10,7,10585,0,14817
167,1,1,22,2,9,14496,0,0
167,1,1,17,0,7,11883,556,987
167,1,2,10,19,8,4608,10340,0
167,1,2,6,17,10,1154,11204,1193
168,0,0,15,5,4,8245,0,14740
168,0,1,15,2,2,6411,0,0
168,0,1,16,2,8,6466,1411,0
168,0,2,21,5,5,10182,4790,0
168,0,2,17,19,5,6382,8539,0
168,1,0,16,3,8,9632,105,10770
168,1,1,14,0,5,8549,258,805
168,1,1,15,5,9,6867,0,0
168,1,2,5,13,7,836,8912,615
168,1,2,7,12,7,2771,8712,1338
169,0,0,21,7,4,7880,0,3465
169,0,1,19,2,2,5365,0,0
169,0,1,14,4,4,6961,0,183
169,0,2,5,25,1,1629,7405,0
169,0,2,23,3,2,9181,3383,0
169,1,0,7,4,8,5449,368,5887
169,1,1,6,0,9,3350,0,76
169,1,1,11,0,7,7679,0,0
169,1,2,5,2,6,2289,8604,557
169,1,2,1,10,7,472,6627,0
170,0,0,20,3,7,11242,0,6758
170,0,1,22,0,9,10927,312,1193
170,0,1,26,0,2,9158,0,0
170,0,2,11,18,6,2021,9541,797
170,0,2,29,7,2,12965,7057,331
170,1,0,14,1,12,9657,5389,5496
170,1,2,8,13,6,3618,11207,0
170,,,,,,,,
170,,,,,,,,
170,,,,,,,,
171,0,0,34,12,12,17893,699,10583
171,0,1,27,0,10,11367,0,0
171,0,1,29,9,11,12445,2314,4068
171,0,2,18,26,8,8137,12470,82
171,0,2,30,20,6,9880,11987,714
171,1,0,22,3,11,11641,2135,8349
171,1,1,16,5,12,11262,0,293
171,1,1,27,4,14,18208,0,446
171,1,2,22,22,8,8315,16862,0
171,1,2,21,13,9,9509,10570,551
172,0,0,16,4,1,6087,0,8185
172,0,1,15,0,2,3526,0,0
172,0,1,12,0,2,2608,489,0
172,0,2,9,12,3,2820,4166,0
172,0,2,0,8,2,0,4749,27
172,1,1,3,0,5,4921,0,340
172,1,1,1,0,6,2838,0,0
172,1,2,3,3,5,3127,2754,0
172,1,2,3,3,3,1845,3129,0
172,,,,,,,,
173,0,0,36,5,7,11531,181,7252
173,0,1,34,0,5,9427,0,0
173,0,1,36,5,5,18769,0,641
173,0,2,0,38,2,94,14488,0
173,0,2,15,26,5,2877,9756,287
173,1,0,7,2,12,10391,299,9419
173,1,1,14,0,10,10466,0,1443
173,1,1,10,0,15,9968,1724,0
173,1,2,6,8,11,4419,8382,1337
173,1,2,9,3,8,3464,8729,776
174,0,0,18,8,7,8604,0,9438
174,0,1,18,0,4,6262,0,0
174,0,1,28,5,3,11610,0,0
174,0,2,14,20,5,5718,6073,0
174,0,2,12,13,6,3276,5221,576
174,1,0,12,1,8,5827,0,13637
174,1,1,15,3,7,6846,1984,3451
174,1,1,10,2,7,8277,0,0
174,1,2,8,10,7,3798,7079,0
174,1,2,6,5,8,1205,9497,955
175,0,0,19,12,1,6445,0,6105
175,0,1,10,0,3,2807,0,0
175,0,1,11,3,1,7365,0,0
175,0,2,9,16,2,2095,4968,0
175,0,2,6,15,2,746,5635,0
175,1,0,6,2,4,3391,0,4743
175,1,1,2,0,7,3612,0,0
175,1,1,6,0,4,5458,0,1096
175,1,2,3,4,4,1514,4346,0
175,1,2,1,3,4,973,5278,19
176,0,0,24,10,11,14480,1496,8940
176,0,1,28,0,7,10684,0,0
176,0,1,19,4,11,10919,0,0
176,0,2,21,14,4,7585,13614,0
176,0,2,7,25,10,4183,13696,101
176,1,0,27,9,8,12377,0,17694
176,1,1,22,3,9,12841,267,650
176,1,1,21,3,12,14655,525,56
176,1,2,17,20,12,4309,14196,757
176,1,2,19,3,7,10744,7286,0
177,0,0,15,0,5,7367,0,5502
177,0,1,12,0,3,4733,0,0
177,0,1,6,8,5,3322,263,0
177,0,2,4,10,3,2396,5081,211
177,0,2,15,1,6,7332,2916,0
177,1,0,11,2,5,5058,0,5046
177,1,1,7,2,6,5007,285,0
177,1,1,9,0,4,5378,664,72
177,1,2,15,7,4,3893,6203,318
177,1,2,2,8,5,873,6436,0
178,0,0,18,3,2,6643,0,9531
178,0,1,24,0,1,6204,0,0
178,0,1,19,0,2,5057,0,378
178,0,2,10,21,2,3287,9919,0
178,0,2,16,10,2,3805,5233,691
178,1,0,6,2,7,6191,0,4498
178,1,1,5,1,5,4812,247,0
178,1,1,4,0,7,7925,35,37
178,1,2,1,4,8,1944,4306,183
178,1,2,5,6,6,2210,6311,0
179,0,0,22,7,7,9639,0,14431
179,0,1,30,0,7,8304,0,0
179,0,1,29,5,8,10111,0,424
179,0,2,21,6,2,8255,7717,0
179,0,2,16,20,3,4294,9403,1295
179,1,0,14,6,9,8293,0,6776
179,1,1,13,1,9,10674,486,265
179,1,1,17,0,12,7953,0,116
179,1,2,12,12,11,5527,6481,0
179,1,2,6,12,12,3033,9189,816
180,0,0,31,6,5,14798,0,9361
180,0,1,31,0,8,10143,0,0
180,0,1,35,7,8,16193,0,0
180,0,2,11,35,2,4271,17341,0
180,0,2,15,18,2,4588,15532,1396
180,1,0,11,3,11,17712,0,9063
180,1,1,14,0,9,15865,0,1522
180,1,1,16,1,17,11568,359,0
180,1,2,6,9,12,4145,8959,2676
180,1,2,2,14,11,792,14284,0
181,0,0,25,2,6,10101,0,8897
181,0,1,30,0,4,9180,0,0
181,0,1,25,0,4,11238,0,382
181,0,2,13,20,3,2846,10201,541
181,0,2,16,26,2,5733,9524,0
181,1,0,4,1,12,8342,0,12974
181,1,1,17,1,9,10275,0,1042
181,1,1,9,2,9,9481,0,0
181,1,2,1,8,7,913,10589,650
181,1,2,9,7,9,2927,5277,241
182,0,0,23,16,4,7283,859,6567
182,0,1,27,0,0,6936,0,0
182,0,1,15,3,8,5454,0,864
182,0,2,8,13,3,1627,6941,0
182,0,2,15,12,4,2438,6398,638
182,1,0,10,0,4,6324,0,4893
182,1,1,7,2,9,7251,32,0
182,1,1,7,3,11,6497,0,100
182,1,2,9,5,9,6265,3606,0
182,1,2,0,11,4,168,5152,0
183,0,0,33,17,10,16720,0,10463
183,0,1,29,10,7,17350,0,573
183,0,1,25,0,5,11263,0,0
183,0,2,16,26,12,8434,10158,53
183,0,2,17,22,6,7972,13989,234
183,1,0,24,8,14,18284,0,13143
183,1,1,20,2,11,14655,2268,6180
183,1,1,16,1,12,12053,0,215
183,1,2,13,21,9,4029,15683,1759
183,1,2,8,22,7,1178,18681,1905
184,0,0,24,7,7,12331,0,16362
184,0,1,27,0,5,7075,0,0
184,0,1,25,15,9,6574,480,0
184,0,2,17,17,3,5030,8887,2180
184,0,2,27,14,3,9754,11635,0
184,1,0,14,1,8,6881,0,13144
184,1,1,15,3,7,11044,2128,100
184,1,1,17,0,7,10358,0,529
184,1,2,6,17,8,4618,12854,129
184,1,2,9,9,13,4448,7451,688
185,0,0,37,11,13,16634,0,12350
185,0,1,43,0,13,12654,0,0
185,0,1,34,4,16,13779,950,115
185,0,2,34,33,13,9021,18336,0
185,0,2,20,29,16,7884,9116,1575
185,1,0,40,11,15,13001,499,8674
185,1,1,43,0,13,16086,0,365
185,1,1,37,5,17,14517,267,484
185,1,2,28,20,13,11362,14432,0
185,1,2,19,34,15,7335,11389,548
186,0,0,27,10,4,11269,0,7744
186,0,1,20,0,3,5198,0,0
186,0,1,21,3,4,9755,0,0
186,0,2,18,19,3,4912,10786,0
186,0,2,8,16,5,2546,8933,2122
186,1,0,15,3,7,7456,0,5271
186,1,1,13,1,6,9350,0,10
186,1,1,14,4,6,8258,0,77
186,1,2,3,15,7,432,13439,336
186,1,2,7,8,5,7138,7131,0
187,0,0,43,8,9,23918,24,8829
187,0,1,33,5,8,16739,0,352
187,0,1,35,0,11,14562,49,0
187,0,2,22,30,5,5523,11866,277
187,0,2,14,29,8,3835,12578,1366
187,1,0,16,3,9,10046,0,30946
187,1,1,20,5,15,12078,0,1089
187,1,1,33,3,14,16313,0,2758
187,1,2,19,13,10,7903,16987,0
187,1,2,8,19,11,2667,20951,1798
188,0,0,19,0,8,11883,335,6134
188,0,1,14,2,7,9144,0,654
188,0,1,15,2,13,7942,537,949
188,0,2,10,17,2,3683,7974,213
188,0,2,13,13,4,5989,5654,360
188,1,0,24,4,6,12719,0,14506
188,1,1,11,1,8,6786,644,3383
188,1,1,25,5,8,8714,0,431
188,1,2,8,15,3,2164,14108,0
188,1,2,5,11,6,2347,9283,220
189,0,0,13,5,1,4903,350,2878
189,0,1,18,0,5,9020,947,0
189,0,1,19,2,6,6396,120,540
189,0,2,10,16,3,1538,7243,466
189,0,2,7,11,2,1311,6884,464
189,1,0,8,3,5,4704,203,3185
189,1,1,8,3,5,6794,0,368
189,1,1,6,1,9,4708,0,566
189,1,2,9,6,3,4016,4736,271
189,1,2,6,3,8,3671,4507,0
190,0,0,33,9,4,9127,0,4729
190,0,1,19,0,4,6958,0,0
190,0,1,24,1,6,6886,823,0
190,0,2,18,23,5,2559,8488,962
190,0,2,25,24,3,5611,10607,0
190,1,0,15,4,7,6871,26,4371
190,1,1,13,1,9,8778,0,295
190,1,1,10,3,7,8397,180,0
190,1,2,10,5,9,7615,5514,0
190,1,2,0,9,9,1134,7326,166
191,0,0,30,5,8,11894,382,7715
191,0,1,25,0,3,8275,0,0
191,0,1,21,5,4,11020,0,612
191,0,2,9,21,4,2915,11253,0
191,0,2,12,14,5,5073,6417,893
191,1,0,15,3,9,10706,0,7275
191,1,1,13,1,7,10073,0,0
191,1,1,10,0,11,6414,427,10
191,1,2,8,11,9,2179,9625,606
191,1,2,13,12,5,4105,10045,0
192,0,0,20,8,1,6620,0,2717
192,0,1,16,0,5,4983,0,0
192,0,1,24,1,4,12306,0,67
192,0,2,0,19,1,0,7593,0
192,0,2,14,15,4,6025,7457,0
192,1,0,9,2,6,5090,66,6471
192,1,1,8,0,9,4905,0,35
192,1,1,4,3,8,4381,227,88
192,1,2,8,8,5,4638,8917,0
192,1,2,6,5,3,2574,6111,0
193,0,0,28,3,5,15614,381,8082
193,0,1,24,4,6,9277,0,1721
193,0,1,37,2,7,18517,0,0
193,0,2,8,22,3,3219,12055,178
193,0,2,17,30,5,5683,11863,0
193,1,0,16,5,13,13027,0,14661
193,1,1,15,0,12,12818,0,3580
193,1,1,15,2,11,14392,1175,0
193,1,2,2,12,6,2440,10325,1207
193,1,2,1,12,9,2430,13660,334
194,0,0,36,10,0,13031,0,12571
194,0,1,23,0,3,7562,0,0
194,0,1,20,0,5,10619,0,23
194,0,2,5,28,4,1221,12515,0
194,0,2,6,17,3,2663,9669,634
194,1,0,9,1,5,11889,339,5738
194,1,1,7,0,11,8259,0,329
194,1,1,7,0,11,7986,1104,1056
194,1,2,1,5,8,2338,6902,527
194,1,2,0,5,10,755,6949,0
195,0,0,21,4,5,11634,445,5830
195,0,1,25,0,1,9147,0,0
195,0,1,18,5,5,6846,0,87
195,0,2,1,19,3,1116,7436,0
195,0,2,21,14,3,7940,6176,1007
195,1,0,6,3,9,6454,0,11453
195,1,1,10,0,9,9061,0,0
195,1,1,7,2,4,4300,578,1815
195,1,2,5,5,9,4194,5025,0
195,1,2,10,6,10,3489,9318,0
196,0,0,13,2,1,6362,39,3918
196,0,1,15,1,5,6260,64,808
196,0,1,10,2,8,5750,236,822
196,0,2,11,11,5,4298,6613,1458
196,0,2,9,11,4,3059,8128,0
196,,,,,,,,
196,,,,,,,,
196,,,,,,,,
196,,,,,,,,
196,,,,,,,,
197,0,0,16,3,3,6951,0,3707
197,0,1,6,1,3,3778,0,921
197,0,1,12,1,6,4264,0,0
197,0,2,8,6,1,2465,5033,147
197,0,2,6,9,4,1783,4949,201
197,,,,,,,,
197,,,,,,,,
197,,,,,,,,
197,,,,,,,,
197,,,,,,,,
198,0,0,21,5,8,11371,2979,2390
198,0,1,27,0,5,7547,0,0
198,0,1,19,2,9,12812,254,171
198,0,2,18,11,5,5736,8293,3324
198,0,2,14,23,6,3525,15086,0
198,1,0,19,2,10,16268,0,8827
198,1,1,18,4,8,11296,38,630
198,1,1,18,5,8,10740,943,0
198,1,2,15,19,8,3925,10582,486
198,1,2,2,0,3,1113,2101,362
199,0,0,20,4,2,5284,0,6715
199,0,1,20,0,2,5466,0,0
199,0,1,15,5,3,4100,0,0
199,0,2,7,7,5,2538,2680,109
199,0,2,7,10,3,1436,3870,659
199,1,0,7,1,5,3263,562,1251
199,1,1,6,1,8,3918,267,122
199,1,1,9,1,4,4930,0,0
199,1,2,4,8,6,1910,3512,0
199,1,2,2,4,6,1616,2329,0
200,0,0,21,5,6,10643,0,10408
200,0,1,20,0,5,7457,0,0
200,0,1,23,2,10,10650,0,858
200,0,2,10,19,5,2540,9191,371
200,0,2,11,19,6,2373,8439,578
200,1,0,13,1,11,6622,0,5044
200,1,1,18,1,8,9939,1842,661
200,1,1,13,0,7,6139,24,200
200,1,2,16,14,7,5778,6513,630
200,1,2,9,8,6,6302,5549,46
201,0,0,19,2,5,7737,810,3687
201,0,1,17,1,4,11016,0,264
201,0,1,13,0,7,5408,0,0
201,0,2,17,16,4,7167,7856,0
201,0,2,6,18,4,1916,10358,0
201,1,0,13,5,7,12664,0,5390
201,1,1,15,7,4,6373,197,0
201,1,1,14,0,7,8199,0,271
201,1,2,9,12,3,2214,10016,0
201,1,2,11,12,6,3633,7163,1603
202,0,0,16,8,3,15412,2908,4057
202,0,1,20,0,6,12160,563,0
202,0,1,13,9,1,7935,0,0
202,0,2,16,17,2,5108,5379,561
202,0,2,17,11,1,6543,7688,612
202,1,0,7,1,5,9011,8292,2664
202,1,1,7,0,10,6286,372,1473
202,1,1,2,3,9,6110,0,0
202,1,2,4,4,5,2497,9133,0
202,1,2,1,6,6,1601,11616,1213
203,0,0,20,10,8,13482,64,8317
203,0,1,20,1,6,14374,0,219
203,0,1,18,0,5,11049,0,1514
203,0,2,16,21,0,4873,14126,121
203,0,2,18,23,1,4731,14550,0
203,1,0,10,4,7,12909,0,8004
203,1,1,14,1,8,13347,585,585
203,1,1,13,1,8,13185,0,0
203,1,2,6,13,5,2835,15718,0
203,1,2,5,12,4,2520,15957,1415
204,0,0,29,4,8,16010,0,11247
204,0,1,29,0,6,9479,0,0
204,0,1,24,7,7,9492,1964,4461
204,0,2,15,24,4,3619,14241,859
204,0,2,32,23,5,7784,14161,0
204,1,0,15,2,9,12763,0,14603
204,1,1,18,1,12,13589,0,95
204,1,1,19,1,9,13754,210,106
204,1,2,6,9,10,2297,13104,780
204,1,2,14,15,10,4724,12764,0
205,0,0,30,4,5,17730,931,5679
205,0,1,29,0,4,8323,0,0
205,0,1,22,0,7,11450,0,813
205,0,2,3,20,8,362,11848,35
205,0,2,15,18,8,6460,10307,172
205,1,0,18,11,8,9511,459,8152
205,1,1,22,0,5,15119,0,722
205,1,1,14,0,10,9226,1200,39
205,1,2,15,14,8,5672,7236,1394
205,1,2,7,22,10,1440,12524,0
206,0,0,26,4,14,12656,472,7546
206,0,1,27,0,6,10914,0,0
206,0,1,29,8,14,13938,197,123
206,0,2,12,19,11,4007,7399,613
206,0,2,23,24,7,8452,11440,0
206,1,0,25,5,9,10287,3728,10986
206,1,1,38,1,14,14186,0,0
206,1,1,29,10,10,11523,1673,4418
206,1,2,20,18,12,6476,8036,37
206,1,2,16,33,8,2753,13621,953
207,0,0,24,6,2,8257,0,4471
207,0,1,21,0,3,5511,0,0
207,0,1,23,1,5,7261,0,863
207,0,2,14,18,4,3244,3373,68
207,0,2,26,14,3,4246,8550,0
207,1,0,13,1,7,7974,0,13220
207,1,1,9,0,8,5377,0,1136
207,1,1,10,2,6,6112,0,740
207,1,2,2,9,7,644,5284,121
207,1,2,4,6,9,1812,4799,1174
208,0,0,24,4,3,6414,0,11336
208,0,1,24,0,4,7714,0,1687
208,0,1,17,7,8,8260,0,0
208,0,2,11,26,1,4648,4525,0
208,0,2,15,23,1,3620,7105,473
208,1,0,7,2,7,4266,4065,1235
208,1,1,6,0,11,5715,0,0
208,1,1,11,2,9,5985,0,97
208,1,2,4,3,6,2582,4751,0
208,1,2,6,6,8,2264,4565,178
209,0,0,14,3,4,8598,653,10316
209,0,1,23,4,7,10431,308,37
209,0,1,17,4,8,9082,0,2243
209,0,2,10,17,5,2957,7436,2740
209,0,2,11,15,5,5805,5568,0
209,1,0,14,5,8,8526,0,6151
209,1,1,14,0,6,6363,0,462
209,1,1,16,1,11,8545,0,0
209,1,2,9,10,6,3853,9306,121
209,1,2,7,10,9,2974,8293,281
210,0,0,21,3,10,10603,189,5824
210,0,1,28,1,6,12590,0,290
210,0,1,22,1,8,11102,0,2750
210,0,2,14,28,3,3895,11303,5273
210,0,2,22,23,4,7796,7729,0
210,1,0,20,3,7,13812,0,6998
210,1,1,21,6,9,11363,0,0
210,1,1,16,1,11,8028,0,0
210,1,2,5,14,12,2986,9295,720
210,1,2,12,12,10,4073,10969,476
211,0,0,26,4,8,17417,0,15701
211,0,1,25,1,10,18127,0,947
211,0,1,24,4,15,11383,145,0
211,0,2,17,22,10,4722,14172,1188
211,0,2,12,23,9,4534,11241,6213
211,1,0,29,8,7,11939,164,21838
211,1,1,35,2,8,21356,0,403
211,1,1,30,2,12,9156,30,77
211,1,2,2,34,9,1592,19422,0
211,1,2,16,19,9,4579,14328,1321
212,0,0,23,6,3,9497,0,7098
212,0,1,26,2,0,10700,0,176
212,0,1,21,7,8,10929,243,216
212,0,2,11,22,3,4108,13348,0
212,0,2,28,13,4,6899,9802,0
212,1,0,6,0,7,13780,0,7559
212,1,1,8,1,12,9347,207,0
212,1,1,7,1,9,10063,247,1408
212,1,2,7,0,6,7124,8941,538
212,1,2,9,11,8,4447,12685,90
213,0,0,18,4,1,5778,2690,4714
213,0,1,11,6,8,4352,1631,0
213,0,1,14,0,4,5117,68,0
213,0,2,17,8,2,3963,5022,30
213,0,2,19,13,3,5938,5666,850
213,1,0,5,0,8,6265,274,3711
213,1,1,9,0,8,4155,0,51
