I,T,R,E,A,DE,DA,H,M
71,0,2,13,24,8,4155,14224,374
71,0,2,12,21,14,3506,9732,0
71,1,0,36,4,8,17572,0,22295
71,1,1,15,0,10,5979,0,0
71,1,1,21,5,18,8182,266,4538
71,1,2,16,21,10,7100,12577,49
71,1,2,9,22,8,3121,13275,693
72,0,0,19,3,3,7011,0,14079
72,0,1,18,2,6,6174,0,0
72,0,1,24,1,4,8605,1322,0
72,0,2,14,8,2,5130,6603,0
72,0,2,5,12,3,1168,5812,191
72,1,0,9,2,6,6369,0,13987
72,1,1,8,0,8,4471,549,2450
72,1,1,5,1,8,4623,0,200
72,1,2,7,8,8,3276,6937,0
72,1,2,4,4,6,2087,7929,431
73,0,0,34,5,5,12268,0,17618
73,0,1,28,3,9,9394,1798,0
73,0,1,37,1,13,10885,33,1829
73,0,2,19,17,8,5164,6672,479
73,0,2,2,36,6,143,10917,0
73,1,0,22,5,12,11460,0,13367
73,1,1,29,0,12,9624,60,3066
73,1,1,15,3,14,4521,0,0
73,1,2,12,18,14,3439,8721,0
73,1,2,12,18,11,3691,7823,473
74,0,0,19,3,3,10192,0,7685
74,0,1,18,4,1,6945,59,2567
74,0,1,19,4,3,7525,792,0
74,0,2,16,20,3,3175,13072,0
74,0,2,7,15,2,1579,6500,177
74,1,0,8,1,7,9148,724,7528
74,1,1,9,0,7,6870,1187,0
74,1,1,8,0,7,7261,381,0
74,1,2,4,10,2,1675,9278,825
74,1,2,4,11,3,952,8933,0
75,0,0,15,6,0,4877,0,4785
75,0,1,18,3,0,6135,53,2171
75,0,1,13,1,5,5097,862,0
75,0,2,16,13,1,3569,5661,0
75,0,2,6,16,1,1671,7263,275
75,1,0,4,1,6,5299,0,7459
75,1,1,4,0,7,3028,62,297
75,1,1,3,1,5,5457,0,0
75,1,2,1,4,5,492,7052,28
75,1,2,2,3,6,1743,6018,295
76,0,0,28,6,2,7548,0,10490
76,0,1,23,6,4,5694,0,0
76,0,1,27,0,2,8178,726,0
76,0,2,7,21,1,1355,6997,206
76,0,2,23,10,3,4439,4545,0
76,1,0,6,1,9,4720,505,4838
76,1,1,5,0,15,3363,812,0
76,1,1,5,0,9,5189,0,134
76,1,2,3,2,5,2798,6136,434
76,1,2,2,4,9,1873,4386,0
77,0,0,19,4,3,8640,0,4757
77,0,1,19,8,2,4576,62,1515
77,0,1,25,1,6,9798,0,464
77,0,2,16,12,7,4569,7841,0
77,0,2,4,10,4,2124,8121,671
77,1,0,15,0,7,10048,0,14822
77,1,1,10,0,10,7663,0,221
77,1,1,12,6,10,7833,105,157
77,1,2,4,7,6,3612,7636,818
77,1,2,1,7,8,2040,7577,240
78,0,0,41,10,9,15979,217,6901
78,0,1,39,8,5,10240,94,5703
78,0,1,49,3,9,15516,517,0
78,0,2,24,25,8,6192,12410,599
78,0,2,31,37,10,9927,7101,0
78,1,0,26,3,11,12152,4410,15942
78,1,1,11,6,18,8942,377,2652
78,1,1,19,5,14,9819,733,913
78,1,2,11,16,12,2481,13443,882
78,1,2,15,17,16,5650,15359,0
79,0,0,27,1,3,10657,0,20484
79,0,1,34,3,9,9361,0,0
79,0,1,26,4,11,7738,0,524
79,0,2,34,23,8,10009,10817,0
79,0,2,21,32,4,6105,8560,1330
79,1,0,19,6,12,9375,859,7738
79,1,1,22,3,14,10002,368,1661
79,1,1,18,1,7,6648,0,45
79,1,2,10,16,13,3589,12316,475
79,1,2,11,14,13,3673,9639,1244
80,0,0,14,1,0,7651,0,7822
80,0,1,14,2,4,4957,0,0
80,0,1,17,2,3,6552,355,2559
80,0,2,15,11,3,3850,3477,0
80,0,2,3,18,2,166,5942,635
80,1,0,3,0,7,4001,0,4381
80,1,1,5,0,6,4113,143,0
80,1,1,10,0,4,5260,988,474
80,1,2,1,3,6,540,7532,0
80,1,2,4,6,6,778,5389,378
81,0,0,27,5,4,12845,0,20409
81,0,1,28,2,6,13300,886,352
81,0,1,34,0,8,10491,0,0
81,0,2,7,22,3,4155,10232,0
81,0,2,5,23,3,1144,9497,750
81,1,0,6,1,8,8117,1421,12787
81,1,1,12,1,11,12026,283,1146
81,1,1,12,2,10,8051,717,200
81,1,2,3,8,6,1316,14021,217
81,1,2,5,4,10,2165,10000,517
82,0,0,17,2,0,5542,0,5559
82,0,1,17,0,2,5645,0,0
82,0,1,11,0,3,3148,0,75
82,0,2,10,14,0,2249,5298,222
82,0,2,9,12,0,2693,4857,0
82,1,0,0,0,5,3863,0,2952
82,1,1,3,1,3,2456,517,488
82,1,1,1,0,5,2199,0,0
82,1,2,3,0,6,3338,3806,0
82,1,2,0,1,7,1020,2733,796
83,0,0,20,2,1,7557,0,12267
83,0,1,21,0,1,5761,0,0
83,0,1,16,2,4,4606,0,0
83,0,2,10,17,1,2917,4938,1406
83,0,2,9,12,2,1676,4075,48
83,1,0,2,0,10,3028,74,2107
83,1,1,5,0,6,4188,0,182
83,1,1,7,0,8,4895,245,0
83,1,2,0,8,5,413,5846,910
83,1,2,3,3,5,1948,4515,0
84,0,0,25,6,5,16130,0,20077
84,0,1,27,0,9,11546,369,0
84,0,1,26,0,8,9536,0,1109
84,0,2,8,23,7,2150,7867,88
84,0,2,20,8,9,9874,7552,0
84,1,0,17,2,7,9815,10933,1128
84,1,1,15,0,9,6903,0,328
84,1,1,18,1,10,8334,0,901
84,1,2,9,17,8,2201,13810,371
84,1,2,5,9,11,255,10763,0
85,0,0,21,3,3,8473,0,9271
85,0,1,19,0,5,6210,0,334
85,0,1,22,0,3,5435,0,0
85,0,2,15,14,6,3137,6691,0
85,0,2,12,15,5,3411,6142,0
85,1,0,13,0,6,5800,1767,6329
85,1,1,12,5,5,5106,742,1022
85,1,1,16,0,8,5640,0,574
85,1,2,5,8,8,2211,7099,0
85,1,2,5,8,7,1633,5900,958
86,0,0,16,3,2,7927,0,18481
86,0,1,13,1,6,4962,0,124
86,0,1,17,2,7,8452,518,508
86,0,2,8,15,4,1748,11754,549
86,0,2,9,16,6,3915,10995,0
86,1,0,10,2,8,9228,0,8148
86,1,1,12,3,4,8914,0,0
86,1,1,13,0,4,7316,0,0
86,1,2,7,10,5,3945,8074,0
86,1,2,6,9,7,3368,8009,405
87,0,0,23,7,1,14826,0,18911
87,0,1,26,0,8,12449,2037,232
87,0,1,25,7,8,10952,1628,72
87,0,2,22,26,5,6886,14931,173
87,0,2,12,29,2,2400,11510,0
87,1,0,12,3,9,8697,870,20071
87,1,1,15,3,7,10407,679,0
87,1,1,13,3,10,10229,1396,0
87,1,2,7,8,12,2216,12636,3412
87,1,2,16,13,7,7472,14998,535
88,0,0,20,0,5,11688,0,18575
88,0,1,20,3,8,11858,0,286
88,0,1,28,6,8,9889,0,709
88,0,2,0,25,6,0,10326,0
88,0,2,7,16,7,2051,10141,641
88,1,0,21,7,9,10663,455,9329
88,1,1,20,1,8,7177,0,0
88,1,1,20,0,11,9157,0,1983
88,1,2,12,18,9,2780,7600,672
88,1,2,14,16,7,3650,12469,1208
89,0,0,22,4,3,7831,0,10581
89,0,1,18,3,2,9435,0,0
89,0,1,13,1,4,6043,0,3099
89,0,2,16,14,1,2644,7105,287
89,0,2,7,16,4,1048,5295,74
89,1,0,7,1,5,4542,0,5768
89,1,1,8,1,8,5555,0,270
89,1,1,6,1,8,3873,174,2141
89,1,2,6,4,7,2818,7567,1157
89,1,2,1,5,6,467,7830,478
90,0,0,18,3,6,6492,0,12112
90,0,1,19,7,2,5982,69,1413
90,0,1,21,2,8,8650,659,386
90,0,2,15,5,4,3288,8106,116
90,0,2,22,12,4,4828,6801,407
90,1,0,10,0,7,7555,0,5510
90,1,1,15,1,10,6981,0,610
90,1,1,10,0,10,6269,0,219
90,1,2,5,5,6,2321,6083,620
90,1,2,8,14,5,2247,8544,251
91,0,0,22,9,0,8125,952,3327
91,0,1,17,1,3,5143,0,0
91,0,1,12,0,1,2070,0,0
91,0,2,21,13,4,4425,5867,0
91,0,2,10,14,3,1484,5075,466
91,1,0,5,0,7,4749,262,3622
91,1,1,6,0,7,6244,0,43
91,1,1,5,0,7,4369,0,924
91,1,2,1,5,4,855,6383,337
91,1,2,0,7,6,627,4268,0
92,0,0,31,6,12,17640,0,10026
92,0,1,16,2,19,7724,305,205
92,0,1,25,7,16,10912,222,1421
92,0,2,15,20,6,5516,11431,0
92,0,2,19,29,6,6600,16221,3807
92,1,0,34,14,11,18486,1872,8270
92,1,1,29,3,9,15368,0,213
92,1,1,30,6,12,8374,457,0
92,1,2,20,17,9,6462,11899,247
92,1,2,13,25,6,3593,15220,2112
93,0,0,17,3,5,5243,0,3850
93,0,1,22,10,8,5897,96,0
93,0,1,11,0,8,2828,0,113
93,0,2,11,16,2,1336,5877,2038
93,0,2,22,8,4,4741,2935,0
93,1,0,7,0,9,3772,81,5351
93,1,1,14,5,8,4734,0,0
93,1,1,10,0,11,5035,151,206
93,1,2,6,11,7,619,5174,476
93,1,2,10,0,6,4601,2056,0
94,0,0,34,13,13,19262,1942,7690
94,0,1,31,5,16,10861,524,327
94,0,1,42,14,5,14051,1863,556
94,0,2,24,31,6,6112,15054,5937
94,0,2,19,18,9,5512,13439,2046
94,1,0,31,2,9,13589,0,21724
94,1,1,28,2,12,14946,88,1620
94,1,1,31,12,8,18280,1199,0
94,1,2,16,29,12,3921,17471,1289
94,1,2,17,14,14,7035,16524,1718
95,0,0,21,12,4,11036,0,11151
95,0,1,18,1,10,6417,405,256
95,0,1,14,3,5,11218,0,0
95,0,2,12,16,3,3144,9385,2950
95,0,2,5,13,3,756,15649,265
95,1,0,14,3,5,12622,0,17282
95,1,1,11,1,11,8116,0,1317
95,1,1,13,0,7,9770,654,4
95,1,2,2,8,6,2035,9955,836
95,1,2,6,7,7,2514,10672,243
96,0,0,25,2,8,11265,0,14775
96,0,1,38,0,9,14365,392,1127
96,0,1,16,7,9,7265,452,1942
96,0,2,8,19,7,3462,10518,2966
96,0,2,17,25,5,5057,12252,554
96,1,0,25,8,7,10007,0,9354
96,1,1,21,0,11,13594,1221,46
96,1,1,24,1,12,7286,0,1288
96,1,2,12,17,11,3303,9297,157
96,1,2,15,22,8,3850,13920,0
97,0,0,14,11,2,5218,909,2828
97,0,1,26,0,6,6471,0,0
97,0,1,19,4,5,6651,958,0
97,0,2,7,16,2,1825,4912,1447
97,0,2,12,15,3,1430,5443,0
97,1,0,9,3,6,5799,769,2762
97,1,1,7,0,9,5558,0,320
97,1,1,7,0,7,4247,0,0
97,1,2,6,3,7,1725,3551,412
97,1,2,6,5,6,1330,4636,843
98,0,0,30,9,6,11170,2310,4769
98,0,1,30,4,10,10281,634,365
98,0,1,18,2,7,7937,0,420
98,0,2,21,30,4,4312,10241,3905
98,0,2,10,12,6,3514,8657,1122
98,1,0,16,6,10,10952,930,8330
98,1,1,13,2,10,10419,0,0
98,1,1,13,3,12,7447,0,0
98,1,2,16,12,10,5013,8294,0
98,1,2,7,16,6,2730,10663,619
99,0,0,11,6,1,3620,0,5073
99,0,1,12,1,3,4306,0,0
99,0,1,15,0,2,6276,130,136
99,0,2,4,10,0,666,6131,354
99,0,2,8,15,0,1885,5521,1123
99,1,0,4,2,4,4152,0,4862
99,1,1,4,0,4,3909,0,0
99,1,1,2,0,6,3110,0,254
99,1,2,1,2,4,1589,4280,0
99,1,2,2,0,3,2883,4233,215
100,0,0,27,4,4,10701,0,11075
100,0,1,28,7,4,12239,0,0
100,0,1,36,1,5,12075,1302,1034
100,0,2,13,26,4,3078,7544,4072
100,0,2,13,28,2,5016,11089,337
100,1,0,12,1,8,10320,1947,11405
100,1,1,11,3,15,6508,434,1991
100,1,2,6,12,8,5513,8810,0
100,1,2,6,8,11,1946,12377,1220
100,,,,,,,,
101,0,0,27,7,7,17218,706,10034
101,0,1,26,6,13,13042,242,51
101,0,1,20,2,10,17869,26,106
101,0,2,11,21,5,3997,11819,1327
101,0,2,14,29,6,6437,11167,4986
101,1,0,20,15,7,13271,0,11869
101,1,1,24,0,14,10621,31,780
101,1,1,30,6,12,11874,1664,4211
101,1,2,15,15,5,7223,16743,616
101,1,2,1,19,6,828,16644,952
102,0,0,24,4,5,9840,501,14984
102,0,1,19,4,6,8518,645,0
102,0,1,15,6,9,8573,565,496
102,0,2,13,18,4,3424,8774,3259
102,0,2,10,17,4,2729,10240,575
102,1,0,11,5,6,9805,553,5085
102,1,1,14,0,8,10027,655,240
102,1,1,17,6,9,7887,361,121
102,1,2,11,9,11,4065,6656,0
102,1,2,6,9,7,1897,10684,266
103,0,0,18,5,4,11187,376,7041
103,0,1,19,4,8,12496,484,623
103,0,1,15,3,9,8690,0,0
103,0,2,15,15,2,4180,10533,4861
103,0,2,10,12,4,3135,9788,303
103,1,0,13,4,5,12455,1826,4239
103,1,1,13,3,11,5169,0,0
103,1,1,14,1,5,10771,429,2315
103,1,2,5,16,7,2247,13464,1059
103,1,2,10,13,8,2625,9658,0
104,0,0,23,5,6,7193,27,8617
104,0,1,21,5,8,7838,0,0
104,0,1,18,2,4,6484,663,442
104,0,2,12,13,3,2629,5531,436
104,0,2,17,23,2,2810,6064,3028
104,1,0,20,0,4,5936,0,19074
104,1,1,11,3,7,4887,149,125
104,1,1,3,0,8,3972,884,0
104,1,2,6,10,9,2868,9233,493
104,1,2,11,6,6,3703,5623,0
105,0,0,30,2,14,14538,0,19256
105,0,1,26,3,12,11692,102,621
105,0,1,30,8,10,9218,876,274
105,0,2,27,23,11,7935,14115,0
105,0,2,14,24,8,3050,13037,1311
105,1,0,31,8,11,14359,1718,5122
105,1,1,26,0,14,10501,0,2103
105,1,1,29,1,12,11939,0,0
105,1,2,21,23,11,5793,12258,1448
105,1,2,16,22,11,3850,11440,545
106,0,0,18,6,2,5652,0,2813
106,0,1,19,0,3,4779,0,0
106,0,1,12,1,2,6521,0,322
106,0,2,9,13,1,2381,5585,247
106,0,2,17,23,1,3046,6235,0
106,1,0,5,0,7,5168,0,3414
106,1,1,6,0,4,3930,393,0
106,1,1,6,0,8,4117,0,1783
106,1,2,3,5,6,1502,5361,509
106,1,2,3,1,6,1296,3921,55
107,0,0,26,9,4,9396,1144,5695
107,0,1,26,3,8,10593,0,95
107,0,1,21,5,9,5659,0,0
107,0,2,9,18,6,3602,8591,284
107,0,2,17,19,7,3388,12592,365
107,1,0,15,4,8,10316,1927,4443
107,1,1,24,0,11,9603,0,2011
107,1,1,16,7,8,7621,1233,0
107,1,2,5,13,8,1981,8344,481
107,1,2,6,14,5,2545,7359,1134
108,0,0,15,8,4,7348,1317,1853
108,0,1,19,0,8,9374,0,0
108,0,1,11,1,4,5604,0,0
108,0,2,0,12,4,14,6471,0
108,0,2,4,8,2,3915,6626,1490
108,1,0,13,3,3,7403,0,11467
108,1,1,12,2,7,6465,0,0
108,1,1,9,0,7,7491,124,59
108,1,2,5,8,6,2331,6807,318
108,1,2,6,7,4,2110,6977,0
109,0,0,28,9,4,11434,1817,2097
109,0,1,18,5,6,11312,0,0
109,0,1,21,0,3,14527,1649,0
109,0,2,5,13,5,4712,7876,726
109,0,2,10,16,2,4616,9327,92
109,1,0,16,5,6,9712,0,6700
109,1,1,12,1,9,12147,551,0
109,1,1,13,2,8,10051,0,96
109,1,2,0,12,6,365,8547,0
109,1,2,2,8,7,1305,8240,1197
110,0,0,17,6,1,6832,1193,1855
110,0,1,17,0,2,8238,0,1607
110,0,1,16,11,2,5901,666,3209
110,0,2,14,11,5,4951,4328,659
110,0,2,18,16,1,4444,10090,0
110,1,0,5,1,9,5281,3757,1913
110,1,1,4,1,6,6320,468,317
110,1,1,7,0,5,6088,0,579
110,1,2,2,8,4,2176,6913,0
110,1,2,6,7,2,5164,6436,0
111,0,0,36,9,7,13831,1952,3672
111,0,1,35,1,8,16681,2097,0
111,0,1,31,8,7,13937,0,208
111,0,2,29,18,5,10185,8930,574
111,0,2,8,31,5,1258,13701,0
111,1,0,20,6,11,14399,2180,17996
111,1,1,20,4,13,14663,33,0
111,1,1,15,1,16,10516,0,0
111,1,2,7,17,9,1895,13498,709
111,1,2,8,15,11,4163,11492,0
112,0,0,30,14,4,13424,3995,3825
112,0,1,20,3,10,11681,5,2630
112,0,1,27,4,7,11305,1546,0
112,0,2,27,21,7,6819,10903,194
112,0,2,21,20,4,5290,10920,4255
112,1,0,18,5,17,13448,196,7000
112,1,1,18,7,8,11050,0,0
112,1,1,23,3,8,14746,0,1488
112,1,2,0,24,5,0,16580,0
112,1,2,13,16,5,5779,9196,0
113,0,0,26,12,3,10467,2344,2550
113,0,1,29,6,2,9604,139,984
113,0,1,23,6,5,7777,886,119
113,0,2,25,11,5,6854,8297,0
113,0,2,14,17,7,4919,6923,602
113,1,0,8,4,10,5222,41,7470
113,1,1,13,2,10,9250,0,1007
113,1,1,15,1,8,8205,0,0
113,1,2,5,10,9,3194,6431,1541
113,1,2,12,8,7,6937,10658,0
114,0,0,19,9,0,6540,0,6866
114,0,1,11,5,4,4202,0,0
114,0,1,17,2,4,8221,890,0
114,0,2,10,20,1,2181,6613,53
114,0,2,17,18,3,3783,6948,0
114,1,0,6,0,9,6332,68,3796
114,1,1,6,0,2,6061,0,636
114,1,1,6,0,4,5117,0,159
114,1,2,1,3,7,2105,4798,835
114,1,2,4,4,5,2054,3579,0
115,0,0,22,5,8,11190,450,22192
115,0,1,23,0,4,11419,0,0
115,0,1,30,1,5,16780,0,129
115,0,2,12,25,5,3005,13434,1717
115,0,2,1,26,7,447,13782,0
115,1,0,18,6,8,14783,1531,8538
115,1,1,20,0,10,11595,320,423
115,1,1,12,2,8,9756,0,0
115,1,2,9,11,6,5225,10003,864
115,1,2,14,15,7,4715,9682,73
116,0,0,32,6,6,11804,0,9388
116,0,1,32,3,10,12871,1436,168
116,0,1,26,9,11,13485,1961,1552
116,0,2,29,16,9,9033,7169,0
116,0,2,28,26,4,6719,13328,433
116,1,0,18,3,11,9091,3832,8971
116,1,1,22,3,16,10292,0,1441
116,1,1,20,6,9,12091,293,0
116,1,2,9,11,8,2970,10995,120
116,1,2,21,19,12,10989,11165,0
117,0,0,30,8,7,11364,0,7693
117,0,1,27,2,8,8027,0,85
117,0,1,24,0,5,8745,0,936
117,0,2,16,25,4,3706,10181,765
117,0,2,8,23,3,2377,10723,0
117,1,0,20,5,8,9053,865,8957
117,1,1,19,1,8,11908,0,0
117,1,1,17,4,10,8427,570,0
117,1,2,0,18,9,174,9144,0
117,1,2,14,12,10,5947,5966,342
118,0,0,20,2,1,5257,300,3075
118,0,1,23,2,5,6813,0,127
118,0,1,17,0,7,4794,0,1184
118,0,2,9,12,3,2076,6433,139
118,0,2,13,19,3,4609,4555,0
118,1,0,8,1,7,4111,629,1325
118,1,1,8,2,6,3725,0,0
118,1,1,9,0,9,6221,0,36
118,1,2,10,2,6,4356,4050,0
118,1,2,5,5,7,2007,4253,230
119,0,0,28,7,6,13978,607,6296
119,0,1,29,1,11,12098,0,446
119,0,1,23,1,6,11752,1219,0
119,0,2,10,19,4,6118,9652,669
119,0,2,9,21,6,3607,7847,699
119,1,0,23,5,8,11569,3481,8872
119,1,1,17,0,13,10066,0,0
119,1,1,22,0,12,11653,351,1183
119,1,2,5,14,9,1734,10594,609
119,1,2,4,18,9,1947,11134,0
120,0,0,28,7,8,11312,392,4442
120,0,1,18,2,12,10131,1130,0
120,0,1,25,2,4,9953,0,0
120,0,2,16,17,9,7604,3577,0
120,0,2,17,15,5,5041,6870,937
120,1,0,18,5,9,5102,0,4115
120,1,1,22,0,10,9856,0,0
120,1,1,21,1,10,8803,56,3064
120,1,2,13,24,8,3619,9342,0
120,1,2,15,24,4,3783,7817,486
121,0,0,21,4,7,12780,825,4303
121,0,1,22,2,6,8502,0,0
121,0,1,30,1,7,13246,1396,0
121,0,2,14,21,3,3951,8655,384
121,0,2,12,22,6,4414,5711,133
121,1,0,17,3,8,9623,1083,8271
121,1,1,23,2,9,7611,0,0
121,1,1,12,3,10,8167,46,242
121,1,2,15,20,7,4213,13482,0
121,1,2,7,13,9,2065,9641,1118
122,0,0,26,2,8,14800,5388,4351
122,0,1,24,0,9,11956,0,556
122,0,1,19,3,11,7131,0,826
122,0,2,13,21,5,4697,12149,385
122,0,2,29,21,8,11112,11465,0
122,1,0,19,4,8,11908,505,6656
122,1,1,21,1,8,9786,0,51
122,1,1,20,5,11,13060,0,0
122,1,2,21,17,6,10272,15807,0
122,1,2,14,16,12,4702,11242,1129
123,0,0,23,3,7,12673,0,12600
123,0,1,26,0,9,14435,0,460
123,0,1,25,0,6,11378,888,645
123,0,2,12,17,7,4496,10343,169
123,0,2,19,21,9,6073,9305,359
123,1,0,22,1,11,10242,0,13091
123,1,1,28,1,7,13153,0,727
123,1,1,16,1,12,7394,835,480
123,1,2,16,21,7,5571,14335,0
123,1,2,11,12,7,3068,10370,2425
124,0,0,35,5,4,11173,0,15757
124,0,1,40,5,3,9922,0,0
124,0,1,30,6,11,8310,274,0
124,0,2,26,31,3,8285,6022,0
124,0,2,28,34,2,3966,11128,0
124,1,0,8,4,13,5641,568,6464
124,1,1,14,0,13,7376,403,217
124,1,1,12,0,14,8847,1158,0
124,1,2,7,8,14,4734,4517,0
124,1,2,6,8,8,4009,8756,0
125,0,0,32,14,9,20878,9716,3062
125,0,1,38,3,2,18841,0,0
125,0,1,34,0,11,15526,1044,3353
125,0,2,5,37,6,793,22056,2359
125,0,2,0,36,6,145,20116,0
125,1,0,21,3,7,25548,0,26634
125,1,1,23,3,13,20354,2521,0
125,1,1,17,8,14,11372,431,438
125,1,2,16,21,9,10337,12419,0
125,1,2,18,23,11,6957,15103,0
126,0,0,17,3,3,9267,0,4790
126,0,1,19,1,2,6138,0,0
126,0,1,19,3,3,7690,418,0
126,0,2,13,19,6,2993,7444,1176
126,0,2,19,14,3,3684,10569,0
126,1,0,7,1,8,8698,0,13865
126,1,1,11,0,4,7772,653,179
126,1,1,11,0,8,8235,0,1453
126,1,2,1,11,8,2221,4649,0
126,1,2,5,5,4,2038,9003,799
127,0,0,19,7,4,12403,0,6576
127,0,1,21,2,1,9138,0,0
127,0,1,19,7,4,7063,682,0
127,0,2,15,16,5,4834,5811,0
127,0,2,6,20,6,1796,10425,0
127,1,0,11,3,8,7568,0,8427
127,1,1,11,0,6,9072,0,0
127,1,1,10,0,4,5438,0,0
127,1,2,1,11,6,996,12161,603
127,1,2,9,13,7,3750,6470,0
128,0,0,44,9,5,19051,0,20629
128,0,1,31,2,11,16718,0,0
128,0,1,37,4,14,20752,624,48
128,0,2,29,36,7,7522,22211,0
128,0,2,24,37,6,7774,22444,677
128,1,0,27,2,13,22850,0,16527
128,1,1,16,2,16,20729,0,2168
128,1,1,19,3,15,20254,777,388
128,1,2,8,18,8,3163,22685,1227
128,1,2,3,12,17,5721,15760,820
129,0,0,24,8,2,8951,0,10338
129,0,1,22,2,2,6846,0,0
129,0,1,21,6,3,8291,0,24
129,0,2,12,17,1,3020,8549,259
129,0,2,7,25,2,1759,14044,615
129,1,0,7,2,9,8320,388,4562
129,1,1,7,3,6,8946,830,0
129,1,1,4,0,4,5895,0,0
129,1,2,0,1,7,3316,5405,0
129,1,2,4,6,8,2920,5302,1196
130,0,0,40,10,10,19150,0,16028
130,0,1,37,0,2,12687,0,2095
130,0,1,37,12,11,15208,1651,246
130,0,2,23,33,11,8261,11864,903
130,0,2,2,32,6,347,14499,0
130,1,0,16,7,11,9812,0,11454
130,1,1,27,4,12,16163,3107,0
130,1,1,29,0,10,12244,0,2475
130,1,2,11,20,12,3307,14559,314
130,1,2,20,15,11,8241,11847,0
131,0,0,23,1,12,13958,0,18144
131,0,1,23,0,7,10230,0,2726
131,0,1,23,0,9,9671,644,556
131,0,2,11,23,6,3216,12534,1393
131,0,2,13,19,10,3526,9654,6018
131,1,0,33,8,8,13331,146,7059
131,1,1,21,8,10,9316,0,84
131,1,1,30,0,5,14620,0,3148
131,1,2,26,18,9,9881,7502,281
131,1,2,8,26,9,2552,12569,235
132,0,0,43,23,7,16794,2858,9437
132,0,1,34,0,9,14250,0,2243
132,0,1,44,2,6,23011,917,1096
132,0,2,17,39,10,4591,18354,1428
132,0,2,45,28,6,14604,18455,0
132,1,0,17,7,16,17362,0,17773
132,1,1,30,0,10,23072,0,3530
132,1,1,19,1,13,15628,602,3181
132,1,2,4,23,11,975,22536,755
132,1,2,12,17,13,7289,16222,1657
133,0,0,29,11,6,13638,0,13498
133,0,1,28,0,4,14549,0,224
133,0,1,37,0,3,14422,0,0
133,0,2,33,22,8,13205,12729,0
133,0,2,15,35,5,4037,15688,1016
133,1,0,7,3,13,13279,0,7272
133,1,1,15,0,12,7280,0,1049
133,1,1,20,0,9,15607,1779,449
133,1,2,9,13,10,3342,13374,1139
133,1,2,16,10,7,6592,21276,0
134,0,0,31,13,12,17878,1828,17526
134,0,1,31,3,10,14888,0,865
134,0,1,27,5,16,12055,1815,158
134,0,2,23,18,11,10404,14724,270
134,0,2,30,23,11,13943,21616,0
134,1,0,32,6,11,17654,712,15617
134,1,1,43,12,6,15130,220,0
134,1,1,44,6,11,24353,0,0
134,1,2,18,37,9,5889,17723,243
134,1,2,24,26,10,8749,20264,3243
135,0,0,41,5,6,17455,0,16473
135,0,1,33,0,4,11288,0,1632
135,0,1,27,1,8,10554,666,0
135,0,2,17,37,8,4042,15087,0
135,0,2,22,34,9,6840,10956,583
135,1,0,24,7,9,15478,116,14768
135,1,1,13,0,15,7659,0,1065
135,1,1,13,4,15,9235,0,0
135,1,2,5,24,10,2478,13382,0
135,1,2,28,11,9,9289,10284,0
136,0,0,32,4,6,13400,41,7248
136,0,1,16,1,1,9110,0,1778
136,0,1,32,5,3,12011,890,0
136,0,2,13,23,1,2864,7570,250
136,0,2,18,29,4,6186,9620,0
136,1,0,5,2,10,6921,0,7936
136,1,1,11,0,10,7545,746,35
136,1,1,8,1,8,5463,0,306
136,1,2,8,7,6,3368,9274,1301
136,1,2,13,10,6,5896,13376,0
137,0,0,23,7,7,12701,150,7761
137,0,1,19,0,5,7517,0,70
137,0,1,24,0,9,8087,878,0
137,0,2,8,14,5,1977,9686,253
137,0,2,10,15,5,3909,8652,874
137,1,0,24,8,7,12115,0,10673
137,1,1,12,4,9,4389,0,0
137,1,1,15,5,9,9227,0,0
137,1,2,11,13,10,4567,7114,153
137,1,2,17,18,7,4754,9526,427
138,0,0,21,5,9,9600,838,7217
138,0,1,26,7,3,10639,0,0
138,0,1,25,2,3,15361,396,0
138,0,2,16,18,10,7822,10538,0
138,0,2,29,11,7,10442,7439,2188
138,1,0,18,3,11,11855,4424,4326
138,1,1,15,7,12,9107,525,3114
138,1,1,12,3,11,5357,0,0
138,1,2,23,13,5,9543,13378,0
138,1,2,12,18,7,5799,12189,3007
139,0,0,35,10,11,15677,0,27306
139,0,1,37,7,4,15406,0,0
139,0,1,44,8,8,20522,72,191
139,0,2,17,26,9,5299,12406,402
139,0,2,19,33,6,3514,19602,0
139,1,0,25,9,12,18466,1687,7270
139,1,1,20,1,12,11883,1957,0
139,1,1,14,2,15,11721,0,0
139,1,2,11,13,13,4339,12509,923
139,1,2,16,16,11,7752,13123,678
140,0,0,31,12,12,15499,0,7565
140,0,1,33,3,5,13118,0,0
140,0,1,40,10,12,15093,0,990
140,0,2,23,27,5,6435,12113,0
140,0,2,0,39,9,0,15098,0
140,1,0,22,3,13,9186,0,22172
140,1,1,16,1,16,12009,500,2069
140,1,1,26,0,10,14950,0,0
140,1,2,15,18,9,6656,12248,0
140,1,2,19,17,9,7646,9989,1171
141,0,0,24,5,6,8512,0,3977
141,0,1,20,1,9,6280,363,0
141,0,1,25,2,3,9168,0,0
141,0,2,13,18,4,1639,8730,808
141,0,2,15,17,8,4096,4649,2402
141,1,0,16,4,8,7999,0,7321
141,1,1,12,0,9,8090,0,0
141,1,1,16,2,9,6065,377,516
141,1,2,5,8,9,3409,6013,1023
