INDEX_1,INDEX_2,TEAM,ROLE,E,A,D,DMG,H,MIT
320,9,2,SUPPORT,18,19,9,3767,8856,0
320,10,2,SUPPORT,20,16,9,10046,9189,1016
321,1,1,TANK,14,5,12,16483,3100,9372
321,2,1,DAMAGE,19,4,13,12755,0,0
321,3,1,DAMAGE,20,1,9,11060,0,2573
321,4,1,SUPPORT,14,10,7,4483,11557,2495
321,5,1,SUPPORT,9,14,10,4173,10854,659
321,6,2,TANK,32,12,6,14178,0,9607
321,7,2,DAMAGE,24,0,7,5933,0,0
321,8,2,DAMAGE,28,2,9,13759,0,688
321,9,2,SUPPORT,27,23,7,13034,12264,0
321,10,2,SUPPORT,11,25,8,3029,15420,156
322,1,1,TANK,15,2,5,10062,1193,11270
322,2,1,DAMAGE,11,4,11,7468,143,24
322,3,1,DAMAGE,17,4,9,7536,0,0
322,4,1,SUPPORT,9,6,12,3347,5022,974
322,5,1,SUPPORT,6,10,11,1321,8488,221
322,6,2,TANK,17,2,6,9162,0,13640
322,7,2,DAMAGE,33,2,6,14584,0,1374
322,8,2,DAMAGE,22,3,6,10960,0,0
322,9,2,SUPPORT,3,21,7,2578,9034,0
322,10,2,SUPPORT,13,19,3,3627,7147,180
323,1,1,TANK,15,3,7,9931,300,10091
323,2,1,DAMAGE,19,1,3,9342,0,0
323,3,1,DAMAGE,16,0,11,8666,1268,0
323,4,1,SUPPORT,13,19,6,4828,9819,2474
323,5,1,SUPPORT,15,13,6,4734,11521,0
323,6,2,TANK,21,9,6,9613,0,9460
323,7,2,DAMAGE,18,7,9,10855,176,2902
323,8,2,DAMAGE,19,1,7,11866,1273,0
323,9,2,SUPPORT,15,3,8,4196,8377,640
323,10,2,SUPPORT,10,13,5,3739,7618,0
324,1,1,TANK,22,4,7,16265,850,14560
324,2,1,DAMAGE,26,4,14,17997,0,0
324,3,1,DAMAGE,15,3,19,10770,765,0
324,4,1,SUPPORT,17,14,6,9291,11247,2884
324,5,1,SUPPORT,12,15,10,5695,13037,1326
324,6,2,TANK,31,5,9,16031,196,11596
324,7,2,DAMAGE,23,8,8,14937,337,196
324,8,2,DAMAGE,27,3,11,17039,333,2207
324,9,2,SUPPORT,16,28,6,7541,19754,1055
324,10,2,SUPPORT,14,24,7,6026,15636,1705
325,1,1,TANK,13,3,7,10990,1028,11496
325,2,1,DAMAGE,8,1,14,7617,1000,335
325,3,1,DAMAGE,10,3,8,9384,0,0
325,4,1,SUPPORT,7,9,8,4403,8610,734
325,5,1,SUPPORT,6,4,9,3249,7722,0
325,6,2,TANK,29,7,4,12338,0,6700
325,7,2,DAMAGE,20,2,5,11065,0,0
325,8,2,DAMAGE,14,0,7,7161,0,1260
325,9,2,SUPPORT,19,26,2,6315,10475,4428
325,10,2,SUPPORT,10,20,2,3459,10430,420
326,1,1,TANK,14,4,6,6111,276,3489
326,2,1,DAMAGE,12,0,2,5066,0,0
326,3,1,DAMAGE,12,0,9,8943,319,0
326,4,1,SUPPORT,9,9,6,3307,3694,0
326,5,1,SUPPORT,6,8,6,2756,5597,1104
326,6,2,TANK,17,0,1,5549,414,4133
326,7,2,DAMAGE,11,0,7,6819,0,0
326,8,2,DAMAGE,18,0,5,6856,901,0
326,9,2,SUPPORT,7,13,4,2038,6690,463
326,10,2,SUPPORT,7,12,5,1865,8026,0
327,1,1,TANK,16,4,10,8841,0,22326
327,2,1,DAMAGE,37,6,9,16385,127,0
327,3,1,DAMAGE,31,9,13,18885,0,8
327,4,1,SUPPORT,19,23,6,7710,16053,5226
327,5,1,SUPPORT,19,17,6,8571,15234,575
327,6,2,TANK,19,5,11,18435,766,9402
327,7,2,DAMAGE,27,2,17,16041,0,2158
327,8,2,DAMAGE,25,1,22,14378,395,275
327,9,2,SUPPORT,5,25,5,1692,18693,0
327,10,2,SUPPORT,12,14,9,5849,11223,538
328,1,1,TANK,10,4,12,8121,0,7017
328,2,1,DAMAGE,13,1,4,9097,0,0
328,3,1,DAMAGE,16,5,12,6918,346,187
328,4,1,SUPPORT,9,11,8,3751,6183,870
328,5,1,SUPPORT,11,8,8,3657,11393,0
328,6,2,TANK,35,15,3,13239,0,5821
328,7,2,DAMAGE,23,2,7,6986,0,154
328,8,2,DAMAGE,29,9,4,9428,1751,2726
328,9,2,SUPPORT,11,17,5,2627,10484,727
328,10,2,SUPPORT,21,17,4,4638,6279,556
329,1,1,TANK,13,5,5,10175,2423,5991
329,2,1,DAMAGE,13,1,10,6922,0,24
329,3,1,DAMAGE,8,2,10,4380,0,0
329,4,1,SUPPORT,7,3,2,2601,7814,0
329,5,1,SUPPORT,4,6,8,3585,6630,438
329,6,2,TANK,20,5,5,12222,1611,9455
329,7,2,DAMAGE,23,1,5,10646,0,0
329,8,2,DAMAGE,11,1,7,6527,0,1274
329,9,2,SUPPORT,11,11,2,2315,5969,198
329,10,2,SUPPORT,5,14,4,2718,6546,0
330,1,1,TANK,3,1,9,6984,0,9904
330,2,1,DAMAGE,2,0,5,4460,0,0
330,3,1,DAMAGE,3,0,8,5801,0,0
330,4,1,SUPPORT,2,3,7,1787,7432,1218
330,5,1,SUPPORT,0,3,8,1053,9895,881
330,6,2,TANK,25,9,2,12400,0,8023
330,7,2,DAMAGE,24,0,2,7381,0,1178
330,8,2,DAMAGE,24,7,0,10423,0,0
330,9,2,SUPPORT,11,20,1,2751,9478,507
330,10,2,SUPPORT,11,18,0,3231,5171,0
331,1,1,TANK,6,2,6,4777,0,8468
331,2,1,DAMAGE,8,0,5,6984,1687,0
331,3,1,DAMAGE,4,0,3,2856,0,574
331,4,1,SUPPORT,4,7,6,1943,8963,0
331,5,1,SUPPORT,6,2,5,1246,5988,237
331,6,2,TANK,10,4,2,5390,0,7834
331,7,2,DAMAGE,15,2,1,7398,0,29
331,8,2,DAMAGE,16,0,4,5362,29,294
331,9,2,SUPPORT,9,16,1,2585,6775,76
331,10,2,SUPPORT,18,11,1,6027,5420,0
332,1,1,TANK,13,0,11,10020,0,16678
332,2,1,DAMAGE,12,0,13,7309,309,0
332,3,1,DAMAGE,11,0,14,10571,99,1944
332,4,1,SUPPORT,7,8,12,3631,5663,1631
332,5,1,SUPPORT,8,6,12,3752,8422,535
332,6,2,TANK,40,8,4,14349,0,11425
332,7,2,DAMAGE,22,4,6,9873,331,0
332,8,2,DAMAGE,30,0,7,12102,664,99
332,9,2,SUPPORT,20,15,5,5181,7303,758
332,10,2,SUPPORT,21,16,6,4596,7795,118
333,1,1,TANK,19,4,7,13416,0,12891
333,2,1,DAMAGE,17,5,7,9946,0,66
333,3,1,DAMAGE,15,0,9,9044,0,1528
333,4,1,SUPPORT,15,7,6,6262,9478,0
333,5,1,SUPPORT,1,16,4,327,11754,1473
333,6,2,TANK,14,6,4,10815,0,10085
333,7,2,DAMAGE,18,1,7,11315,358,66
333,8,2,DAMAGE,17,0,9,9601,351,1048
333,9,2,SUPPORT,14,16,4,3213,10639,347
333,10,2,SUPPORT,14,13,5,4496,13115,0
334,1,1,TANK,18,2,7,9103,0,17794
334,2,1,DAMAGE,16,0,1,7270,0,1578
334,3,1,DAMAGE,12,0,6,6404,877,37
334,4,1,SUPPORT,5,15,4,2409,7695,1690
334,5,1,SUPPORT,11,15,4,4406,7059,221
334,6,2,TANK,8,2,5,8587,0,6373
334,7,2,DAMAGE,19,0,2,12238,1673,535
334,8,2,DAMAGE,9,0,8,7016,528,128
334,9,2,SUPPORT,6,9,8,2059,6138,1797
334,10,2,SUPPORT,4,12,4,2166,8733,149
335,1,1,TANK,1,0,9,3062,26,3764
335,2,1,DAMAGE,1,0,6,2443,237,0
335,3,1,DAMAGE,1,0,7,3244,386,0
335,4,1,SUPPORT,2,1,1,1622,4955,1529
335,5,1,SUPPORT,0,0,6,305,4384,0
335,6,2,TANK,23,2,0,10100,0,2854
335,7,2,DAMAGE,16,3,0,5609,164,1173
335,8,2,DAMAGE,17,0,1,5546,205,0
335,9,2,SUPPORT,9,10,1,1590,2739,0
335,10,2,SUPPORT,9,15,0,450,4803,425
336,1,1,TANK,13,5,5,7937,722,3226
336,2,1,DAMAGE,17,0,5,6331,0,0
336,3,1,DAMAGE,5,0,7,7764,32,217
336,4,1,SUPPORT,5,7,5,2677,7060,307
336,5,1,SUPPORT,2,6,8,589,5930,0
336,6,2,TANK,23,4,3,8784,0,9717
336,7,2,DAMAGE,13,4,5,6034,0,0
336,8,2,DAMAGE,17,2,3,6822,435,2285
336,9,2,SUPPORT,5,13,4,2147,8127,323
336,10,2,SUPPORT,17,5,5,5135,6146,0
337,1,1,TANK,0,0,5,1700,0,6504
337,2,1,DAMAGE,1,0,3,1949,0,0
337,3,1,DAMAGE,0,0,1,185,151,2210
337,4,1,SUPPORT,1,0,1,361,1269,0
337,5,1,SUPPORT,1,0,3,1196,3211,563
337,6,2,TANK,9,5,0,3617,384,517
337,7,2,DAMAGE,6,0,1,3210,0,0
337,8,2,DAMAGE,11,0,0,2403,0,0
337,9,2,SUPPORT,2,6,0,353,1016,0
337,10,2,SUPPORT,6,6,0,1161,1772,0
338,1,1,TANK,17,2,10,13557,1887,4935
338,2,1,DAMAGE,17,0,5,8916,0,0
338,3,1,DAMAGE,14,0,8,9119,70,0
338,4,1,SUPPORT,9,11,8,3266,9539,519
338,5,1,SUPPORT,9,15,7,2914,12103,1429
338,6,2,TANK,21,7,6,13971,40,6586
338,7,2,DAMAGE,23,3,10,10994,812,852
338,8,2,DAMAGE,24,6,8,8605,540,0
338,9,2,SUPPORT,16,24,5,4485,8304,415
338,10,2,SUPPORT,12,18,5,4855,9178,3806
339,1,1,TANK,2,1,4,4374,0,4301
339,2,1,DAMAGE,3,0,5,4276,0,0
339,3,1,DAMAGE,4,0,5,1661,798,2620
339,4,1,SUPPORT,2,2,4,1755,2076,1042
339,5,1,SUPPORT,1,0,5,1467,3646,443
339,6,2,TANK,12,1,2,4677,113,1609
339,7,2,DAMAGE,12,2,1,4731,0,0
339,8,2,DAMAGE,9,0,1,3336,0,712
339,9,2,SUPPORT,3,7,1,2055,2911,63
339,10,2,SUPPORT,8,5,1,2942,3772,614
340,1,1,TANK,10,2,12,5689,0,11042
340,2,1,DAMAGE,7,1,3,4842,369,2425
340,3,1,DAMAGE,5,3,6,6541,0,963
340,4,1,SUPPORT,4,6,8,2610,4173,159
340,5,1,SUPPORT,4,6,6,2597,8832,374
340,6,2,TANK,16,6,2,6692,0,13388
340,7,2,DAMAGE,20,2,4,7563,0,0
340,8,2,DAMAGE,19,2,5,9738,165,223
340,9,2,SUPPORT,17,19,2,4458,5745,0
340,10,2,SUPPORT,17,13,2,3742,7916,997
341,1,1,TANK,21,3,6,13434,0,5772
341,2,1,DAMAGE,15,2,5,5564,0,0
341,3,1,DAMAGE,14,0,6,5812,0,660
341,4,1,SUPPORT,8,15,6,1808,8728,682
341,5,1,SUPPORT,11,17,6,1914,8280,0
341,6,2,TANK,19,8,5,9357,0,4323
341,7,2,DAMAGE,14,0,7,7070,0,1674
341,8,2,DAMAGE,11,1,8,9095,792,35
341,9,2,SUPPORT,8,14,6,4200,8576,872
341,10,2,SUPPORT,5,15,4,1612,7319,0
342,1,1,TANK,17,8,6,9158,2239,4251
342,2,1,DAMAGE,11,2,7,7129,0,1
342,3,1,DAMAGE,12,2,10,9354,668,1374
342,4,1,SUPPORT,13,11,3,6177,6507,2916
342,5,1,SUPPORT,8,9,7,3501,5906,593
342,6,2,TANK,16,3,6,11453,1677,11274
342,7,2,DAMAGE,17,2,6,7398,0,0
342,8,2,DAMAGE,19,3,5,5335,0,1184
342,9,2,SUPPORT,11,19,5,3711,9079,39
342,10,2,SUPPORT,10,7,4,5158,7576,1478
343,1,1,TANK,17,5,9,8307,0,8589
343,2,1,DAMAGE,13,0,16,6550,0,0
343,3,1,DAMAGE,12,1,10,5408,0,197
343,4,1,SUPPORT,8,7,11,4741,5277,1479
343,5,1,SUPPORT,10,7,13,4184,6613,0
343,6,2,TANK,38,5,5,12100,0,6352
343,7,2,DAMAGE,23,7,4,6535,0,25
343,8,2,DAMAGE,30,0,7,6849,1515,0
343,9,2,SUPPORT,19,25,5,5075,6483,308
343,10,2,SUPPORT,16,31,4,3184,9317,0
344,1,1,TANK,16,4,6,10029,0,6557
344,2,1,DAMAGE,20,8,5,7341,387,0
344,3,1,DAMAGE,19,6,6,8979,0,0
344,4,1,SUPPORT,7,8,6,4676,7286,690
344,5,1,SUPPORT,14,15,10,4687,4943,1139
344,6,2,TANK,15,2,3,8259,0,18903
344,7,2,DAMAGE,20,0,7,10038,0,2385
344,8,2,DAMAGE,12,2,5,7384,0,1250
344,9,2,SUPPORT,9,11,7,2266,8651,362
344,10,2,SUPPORT,2,23,6,110,14366,0
345,1,1,TANK,3,0,6,5760,0,4838
345,2,1,DAMAGE,9,0,4,6357,0,277
345,3,1,DAMAGE,6,5,3,5265,0,0
345,4,1,SUPPORT,5,8,3,3430,6110,0
345,5,1,SUPPORT,5,3,5,2507,6537,724
345,6,2,TANK,17,5,3,8871,0,5631
345,7,2,DAMAGE,10,1,4,6078,0,574
345,8,2,DAMAGE,14,0,1,5882,0,675
345,9,2,SUPPORT,1,16,2,80,8021,0
345,10,2,SUPPORT,5,15,2,2202,7540,0
346,1,1,TANK,5,0,5,2331,0,1973
346,2,1,DAMAGE,5,0,5,5559,0,0
346,3,1,DAMAGE,7,1,4,4346,0,1984
346,4,1,SUPPORT,4,3,5,2762,3091,38
346,5,1,SUPPORT,1,6,5,1882,3148,210
346,6,2,TANK,15,4,1,4939,0,7028
346,7,2,DAMAGE,8,1,3,4180,0,55
346,8,2,DAMAGE,13,0,3,6673,0,1394
346,9,2,SUPPORT,3,11,1,197,6235,0
346,10,2,SUPPORT,3,9,2,1846,6167,48
347,1,1,TANK,16,3,10,6585,0,13622
347,2,1,DAMAGE,19,0,4,6844,0,822
347,3,1,DAMAGE,17,1,8,9195,202,20
347,4,1,SUPPORT,20,6,12,9559,4996,0
347,5,1,SUPPORT,13,12,7,6362,8499,817
347,6,2,TANK,24,12,4,10308,109,5416
347,7,2,DAMAGE,25,0,6,8117,0,651
347,8,2,DAMAGE,19,0,8,7460,0,535
347,9,2,SUPPORT,19,22,4,5572,14918,0
347,10,2,SUPPORT,12,11,10,4189,6226,284
348,1,1,TANK,25,5,7,11611,0,7151
348,2,1,DAMAGE,19,5,9,13114,0,289
348,3,1,DAMAGE,21,7,7,8695,1868,0
348,4,1,SUPPORT,4,14,9,3545,8492,1211
348,5,1,SUPPORT,16,7,4,5443,7352,0
348,6,2,TANK,23,4,6,12149,0,17361
348,7,2,DAMAGE,21,0,11,14522,0,1354
348,8,2,DAMAGE,23,7,7,15586,224,0
348,9,2,SUPPORT,16,18,8,5266,11698,668
348,10,2,SUPPORT,5,18,8,2813,10414,258
349,1,1,TANK,33,6,14,18508,579,8746
349,2,1,DAMAGE,43,8,20,16326,225,1025
349,3,1,DAMAGE,35,5,23,16372,100,804
349,4,1,SUPPORT,1,39,12,49,20239,0
349,5,1,,,,,,,
349,6,2,TANK,47,10,13,19552,141,9217
349,7,2,DAMAGE,47,6,16,18147,230,3625
349,8,2,DAMAGE,55,10,11,19458,0,315
349,9,2,SUPPORT,19,26,11,6875,8979,833
349,10,2,SUPPORT,10,41,10,1702,18852,1597
350,1,1,TANK,12,3,8,9088,0,9636
350,2,1,DAMAGE,15,0,2,6612,0,0
350,3,1,DAMAGE,11,1,14,9347,1723,0
350,4,1,SUPPORT,9,12,10,4444,11988,264
350,5,1,SUPPORT,8,9,9,3631,12015,671
350,6,2,TANK,30,9,7,11065,0,21270
350,7,2,DAMAGE,22,2,3,16682,0,42
350,8,2,DAMAGE,26,5,5,10773,802,5617
350,9,2,SUPPORT,18,19,5,5102,7642,209
350,10,2,SUPPORT,13,13,4,3504,10578,0
351,1,1,TANK,8,1,9,8229,124,4342
351,2,1,DAMAGE,8,1,10,6426,379,834
351,3,1,DAMAGE,7,1,8,6487,235,103
351,4,1,SUPPORT,4,9,4,2933,6116,0
351,5,1,SUPPORT,6,7,8,4782,4433,131
351,6,2,TANK,18,2,1,6828,4165,654
351,7,2,DAMAGE,26,0,4,8683,1,3882
351,8,2,DAMAGE,16,0,4,7320,0,366
351,9,2,SUPPORT,10,23,3,3455,7778,114
351,10,2,SUPPORT,15,15,4,2963,6248,382
352,1,1,TANK,15,3,8,9853,0,5061
352,2,1,DAMAGE,11,2,12,8099,0,38
352,3,1,DAMAGE,13,0,14,6364,0,0
352,4,1,SUPPORT,3,9,8,2001,10434,242
352,5,1,SUPPORT,10,13,6,4396,7982,536
352,6,2,TANK,23,6,7,9053,0,2749
352,7,2,DAMAGE,27,0,4,10980,0,1214
352,8,2,DAMAGE,24,11,6,8500,0,0
352,9,2,SUPPORT,22,25,5,8484,6286,0
352,10,2,SUPPORT,13,18,3,3800,8959,690
353,1,1,TANK,26,5,12,15030,0,9397
353,2,1,DAMAGE,18,0,9,8630,0,0
353,3,1,DAMAGE,17,0,17,9169,119,580
353,4,1,SUPPORT,0,27,10,300,14135,0
353,5,1,SUPPORT,4,16,10,2353,8049,0
353,6,2,TANK,32,13,5,13794,0,9015
353,7,2,DAMAGE,25,5,7,11243,661,0
353,8,2,DAMAGE,39,0,7,13495,0,2062
353,9,2,SUPPORT,10,25,7,3105,7639,572
353,10,2,SUPPORT,23,25,8,3555,10542,0
354,1,1,TANK,15,4,13,9604,0,16718
354,2,1,DAMAGE,23,0,20,12490,125,2753
354,3,1,DAMAGE,18,6,13,13925,0,966
354,4,1,SUPPORT,26,14,9,7153,11283,0
354,5,1,SUPPORT,10,17,11,4216,15088,60
354,6,2,TANK,41,9,7,17032,0,12974
354,7,2,DAMAGE,29,0,12,10943,0,1061
354,8,2,DAMAGE,43,7,7,19980,0,0
354,9,2,SUPPORT,21,21,5,4529,11559,600
354,10,2,SUPPORT,26,34,9,7020,13074,340
355,1,1,TANK,12,2,11,6410,0,5599
355,2,1,DAMAGE,16,0,7,7714,0,639
355,3,1,DAMAGE,12,2,12,8871,502,817
355,4,1,SUPPORT,11,11,9,3476,7155,101
355,5,1,SUPPORT,18,5,11,6919,5149,0
355,6,2,TANK,35,5,7,8710,0,19247
355,7,2,DAMAGE,27,3,6,10332,45,618
355,8,2,DAMAGE,36,3,6,13218,0,0
355,9,2,SUPPORT,12,20,4,5586,6354,694
355,10,2,SUPPORT,1,25,6,40,10750,0
356,1,1,TANK,9,0,6,8282,0,4494
356,2,1,DAMAGE,7,6,5,5465,0,0
356,3,1,DAMAGE,5,2,8,4658,924,208
356,4,1,SUPPORT,5,3,7,3423,4146,0
356,5,1,SUPPORT,1,5,7,1285,5917,1238
356,6,2,TANK,23,6,3,9385,0,7091
356,7,2,DAMAGE,17,0,3,5184,0,0
356,8,2,DAMAGE,17,2,3,7007,0,587
356,9,2,SUPPORT,11,18,3,2712,6423,717
356,10,2,SUPPORT,8,15,3,2233,7352,0
357,1,1,TANK,4,0,8,4641,0,15951
357,2,1,DAMAGE,6,2,6,6281,0,0
357,3,1,DAMAGE,5,0,8,5079,0,29
357,4,1,SUPPORT,7,3,8,3575,8040,0
357,5,1,SUPPORT,4,2,7,2660,7462,693
357,6,2,TANK,21,5,2,9703,95,7125
357,7,2,DAMAGE,19,1,3,9338,33,509
357,8,2,DAMAGE,19,1,5,7787,131,339
357,9,2,SUPPORT,12,17,2,4059,6014,334
357,10,2,SUPPORT,6,12,2,1701,5494,327
358,1,1,TANK,28,4,7,14094,1920,6020
358,2,1,DAMAGE,23,0,3,9040,0,0
358,3,1,DAMAGE,29,4,7,13679,78,550
358,4,1,SUPPORT,14,27,8,6308,7585,2223
358,5,1,,,,,,,
358,6,2,TANK,22,8,10,10973,1151,5617
358,7,2,DAMAGE,12,0,11,10756,655,605
358,8,2,DAMAGE,20,4,7,10114,290,16
358,9,2,SUPPORT,1,17,9,867,14641,0
358,10,2,SUPPORT,12,15,8,3921,11197,1632
359,1,1,TANK,29,7,5,11797,0,20956
359,2,1,DAMAGE,17,0,10,11038,120,0
359,3,1,DAMAGE,23,8,6,9215,55,0
359,4,1,SUPPORT,7,9,9,4058,7986,676
359,5,1,SUPPORT,19,19,8,7533,8688,0
359,6,2,TANK,21,3,8,12085,0,9107
359,7,2,DAMAGE,17,2,8,9282,0,2046
359,8,2,DAMAGE,18,0,12,9777,0,245
359,9,2,SUPPORT,8,17,11,2882,10701,907
359,10,2,SUPPORT,11,17,7,5462,9468,0
360,1,1,TANK,9,3,8,8079,5327,2554
360,2,1,DAMAGE,7,0,1,4062,0,0
360,3,1,DAMAGE,10,0,7,9625,541,315
360,4,1,SUPPORT,9,5,8,5460,4200,158
360,5,1,SUPPORT,11,11,2,5509,4670,0
360,6,2,TANK,10,1,4,6854,5455,1006
360,7,2,DAMAGE,12,1,4,5713,35,116
360,8,2,DAMAGE,21,3,3,11505,0,833
360,9,2,SUPPORT,6,11,3,2449,8242,688
360,10,2,SUPPORT,7,10,3,3541,8060,0
361,1,1,TANK,3,0,4,4165,0,5996
361,2,1,DAMAGE,6,0,6,3360,0,38
361,3,1,DAMAGE,1,0,6,4072,0,228
361,4,1,SUPPORT,2,2,4,1933,4679,100
361,5,1,SUPPORT,1,2,4,1708,3688,0
361,6,2,TANK,12,5,1,6273,0,3329
361,7,2,DAMAGE,15,0,0,6348,253,1907
361,8,2,DAMAGE,9,2,2,4002,746,645
361,9,2,SUPPORT,3,7,3,433,4625,218
361,10,2,SUPPORT,5,11,2,1087,3601,1552
362,1,1,TANK,9,2,7,7481,0,17243
362,2,1,DAMAGE,14,0,6,7300,0,0
362,3,1,DAMAGE,17,0,11,12181,0,534
362,4,1,SUPPORT,4,14,9,2698,8485,296
362,5,1,SUPPORT,12,6,8,5458,13286,593
362,6,2,TANK,24,4,5,14458,0,24156
362,7,2,DAMAGE,17,2,6,10525,48,2076
362,8,2,DAMAGE,19,6,5,10794,0,0
362,9,2,SUPPORT,7,23,3,3598,12814,0
362,10,2,SUPPORT,13,16,2,7086,9425,715
363,1,1,TANK,9,0,11,11023,2759,10173
363,2,1,DAMAGE,9,1,6,11416,0,818
363,3,1,DAMAGE,9,0,17,6906,71,2423
363,4,1,SUPPORT,7,6,6,5190,6378,845
363,5,1,SUPPORT,4,7,7,3095,6725,0
363,6,2,TANK,31,5,2,11434,220,9326
363,7,2,DAMAGE,22,2,5,8633,0,0
363,8,2,DAMAGE,29,14,3,8582,651,0
363,9,2,SUPPORT,18,16,8,6589,7649,0
363,10,2,SUPPORT,13,23,3,3394,14802,867
364,1,1,TANK,24,13,8,11928,1275,16724
364,2,1,DAMAGE,21,8,9,12543,2003,9897
364,3,1,DAMAGE,23,5,12,13261,0,365
364,4,1,SUPPORT,20,22,6,5458,15367,2232
364,5,1,SUPPORT,19,22,12,5961,10627,1522
364,6,2,TANK,21,6,10,8316,101,10460
364,7,2,DAMAGE,27,1,10,14968,170,3044
364,8,2,DAMAGE,27,4,8,18164,0,123
364,9,2,SUPPORT,13,19,5,5342,12410,1336
364,10,2,SUPPORT,19,29,6,7796,14320,8656
365,1,1,TANK,13,0,11,7151,1193,2932
365,2,1,DAMAGE,20,0,4,6811,0,0
365,3,1,DAMAGE,19,0,9,13323,0,0
365,4,1,SUPPORT,14,10,3,4109,5807,0
365,5,1,SUPPORT,13,15,5,4315,6625,419
365,6,2,TANK,12,1,5,7195,0,9035
365,7,2,DAMAGE,15,1,10,6577,322,516
365,8,2,DAMAGE,21,1,8,9758,1387,24
365,9,2,SUPPORT,15,15,4,4248,9742,0
365,10,2,SUPPORT,14,17,6,3848,8135,0
366,1,1,TANK,17,3,14,14814,0,8516
366,2,1,DAMAGE,21,0,8,10076,0,0
366,3,1,DAMAGE,16,0,15,8575,2843,0
366,4,1,SUPPORT,12,16,11,5467,6790,818
366,5,1,SUPPORT,13,18,15,4640,12930,0
366,6,2,TANK,48,14,8,17684,187,8368
366,7,2,DAMAGE,25,2,9,10045,108,1134
366,8,2,DAMAGE,30,1,7,11320,0,16
366,9,2,SUPPORT,33,33,5,6306,11528,0
366,10,2,SUPPORT,13,30,6,5748,8729,5
367,1,1,TANK,12,2,10,9788,0,10236
367,2,1,DAMAGE,16,1,10,8574,607,683
367,3,1,DAMAGE,21,0,11,10223,0,0
367,4,1,SUPPORT,12,11,7,4835,6811,432
367,5,1,SUPPORT,11,14,8,6207,8222,0
367,6,2,TANK,19,3,5,11505,382,12734
367,7,2,DAMAGE,15,0,11,6170,0,182
367,8,2,DAMAGE,29,1,8,14130,0,497
367,9,2,SUPPORT,13,20,4,2321,13838,0
367,10,2,SUPPORT,13,11,4,3697,9005,606
368,1,1,TANK,11,5,12,8979,68,4764
368,2,1,DAMAGE,17,0,9,6729,0,0
368,3,1,DAMAGE,12,4,11,8133,837,965
368,4,1,SUPPORT,7,14,12,2651,8667,1319
368,5,1,SUPPORT,9,10,12,3462,6101,3413
368,6,2,TANK,25,7,4,8874,205,5058
368,7,2,DAMAGE,34,0,5,9885,88,971
368,8,2,DAMAGE,31,3,5,11181,0,0
368,9,2,SUPPORT,16,20,6,5028,5164,862
368,10,2,SUPPORT,26,14,4,5901,8551,0
369,1,1,TANK,25,4,9,14809,5,22460
369,2,1,DAMAGE,29,0,7,10531,0,0
369,3,1,DAMAGE,23,5,19,10909,0,1176
369,4,1,SUPPORT,9,14,13,4605,9005,1213
369,5,1,SUPPORT,9,19,13,4648,9747,2563
369,6,2,TANK,45,7,6,15725,675,7779
369,7,2,DAMAGE,29,2,13,10631,0,74
369,8,2,DAMAGE,13,1,13,9550,31,306
369,9,2,SUPPORT,16,12,7,7345,6594,0
369,10,2,SUPPORT,29,28,8,6441,12540,0
370,1,1,TANK,14,8,8,9354,0,7573
370,2,1,DAMAGE,18,1,8,9087,0,99
370,3,1,DAMAGE,15,0,8,6495,98,744
370,4,1,SUPPORT,7,14,6,2020,10181,0
370,5,1,SUPPORT,10,9,6,4008,5123,452
370,6,2,TANK,22,4,5,8901,0,9877
370,7,2,DAMAGE,20,0,7,8643,333,1130
370,8,2,DAMAGE,18,9,8,7243,75,0
370,9,2,SUPPORT,12,9,4,3763,7659,578
370,10,2,SUPPORT,13,22,5,2825,7793,516
371,1,1,TANK,20,3,8,12078,790,23487
371,2,1,DAMAGE,18,1,15,10519,477,936
371,3,1,DAMAGE,23,4,11,15275,0,0
371,4,1,SUPPORT,10,14,10,6511,12479,679
371,5,1,SUPPORT,16,17,10,6717,10892,674
371,6,2,TANK,25,5,10,13289,0,19034
371,7,2,DAMAGE,29,1,8,10942,521,3266
371,8,2,DAMAGE,32,0,7,16450,0,0
371,9,2,SUPPORT,13,21,6,3929,20126,1072
371,10,2,SUPPORT,25,25,8,8644,8465,0
372,1,1,TANK,29,7,11,18038,51,15271
372,2,1,DAMAGE,36,0,9,11028,0,0
372,3,1,DAMAGE,26,1,18,10487,1846,1061
372,4,1,SUPPORT,33,31,10,9068,12114,141
372,5,1,SUPPORT,24,13,7,5685,9422,0
372,6,2,TANK,33,4,10,13499,769,19683
372,7,2,DAMAGE,34,0,14,14051,663,315
372,8,2,DAMAGE,23,0,10,13244,0,917
372,9,2,SUPPORT,9,16,8,3920,14214,920
372,10,2,SUPPORT,21,18,11,7407,11871,7264
373,1,1,TANK,14,2,6,8502,6,12247
373,2,1,DAMAGE,18,1,8,9454,53,404
373,3,1,DAMAGE,20,0,6,13378,0,0
373,4,1,SUPPORT,5,12,5,4193,9255,285
373,5,1,SUPPORT,17,10,12,6971,10230,0
373,6,2,TANK,22,11,4,11267,0,13400
373,7,2,DAMAGE,24,0,8,10613,121,2153
373,8,2,DAMAGE,20,8,7,6220,1898,0
373,9,2,SUPPORT,11,23,7,5568,11032,0
373,10,2,SUPPORT,8,17,4,5175,12496,674
374,1,1,TANK,8,0,5,6747,0,12518
374,2,1,DAMAGE,8,0,13,5376,0,75
