INDEX,TEAM,ROLE,E,A,D,DMG,H,MIT
58,2,SUPPORT,11,10,9,5401,7980,664
58,2,TANK,13,1,9,8834,0,21212
58,2,DAMAGE,13,1,9,5729,922,0
58,2,SUPPORT,9,10,6,2578,12131,1850
58,2,DAMAGE,16,0,5,8189,381,277
59,1,TANK,26,7,2,10436,0,6699
59,1,DAMAGE,24,6,4,6910,36,2148
59,1,DAMAGE,18,2,5,5641,0,0
59,1,SUPPORT,16,17,1,2719,8242,1137
59,1,SUPPORT,23,21,3,7736,6463,16
59,2,DAMAGE,4,2,14,5776,496,559
59,2,SUPPORT,3,7,4,1674,9510,596
59,2,DAMAGE,13,0,12,8870,66,610
59,2,SUPPORT,2,6,7,2869,7101,666
59,2,TANK,6,1,8,6573,1286,7837
60,1,TANK,13,1,0,4188,0,2013
60,1,DAMAGE,11,6,0,2748,0,1216
60,1,DAMAGE,10,1,0,2411,567,0
60,1,SUPPORT,8,11,0,830,2821,0
60,1,SUPPORT,9,8,0,2183,2471,137
60,2,TANK,0,0,5,1453,90,2987
60,2,SUPPORT,0,0,4,1260,2232,0
60,2,DAMAGE,0,0,5,1729,148,56
60,2,SUPPORT,0,0,0,355,3444,546
60,2,DAMAGE,0,0,2,1485,0,0
61,1,TANK,16,4,9,11148,1706,8532
61,1,DAMAGE,25,10,7,11090,66,6629
61,1,DAMAGE,29,0,10,14530,1185,0
61,1,SUPPORT,14,9,7,2871,11131,2198
61,1,SUPPORT,16,16,9,5386,8992,312
61,2,SUPPORT,14,15,6,3442,12824,834
61,2,SUPPORT,18,12,5,6772,15797,246
61,2,DAMAGE,24,5,9,13803,0,0
61,2,DAMAGE,18,4,11,6533,0,2160
61,2,TANK,22,6,8,8679,2529,11094
62,1,TANK,23,7,10,11786,0,7677
62,1,DAMAGE,26,8,8,10580,30,2942
62,1,DAMAGE,22,0,10,11261,1063,0
62,1,SUPPORT,4,14,7,1816,10514,612
62,1,SUPPORT,18,14,5,6877,9913,0
62,2,DAMAGE,22,1,9,8307,868,0
62,2,DAMAGE,22,6,11,10010,977,0
62,2,SUPPORT,14,17,9,6589,12779,402
62,2,SUPPORT,9,19,9,1981,11281,75
62,2,TANK,23,8,7,11809,0,12783
63,1,TANK,18,4,4,7650,4736,1307
63,1,DAMAGE,17,4,4,7173,0,822
63,1,DAMAGE,19,1,4,7493,1134,0
63,1,SUPPORT,16,15,4,2357,7111,494
63,1,SUPPORT,7,19,3,511,7827,30
63,2,SUPPORT,3,6,7,1937,6136,310
63,2,SUPPORT,7,5,5,5844,4928,0
63,2,DAMAGE,12,4,4,7687,150,0
63,2,DAMAGE,9,0,10,6153,0,1460
63,2,TANK,7,5,8,5952,2267,2180
64,1,TANK,5,1,2,4403,0,4936
64,1,DAMAGE,11,6,1,4798,82,2083
64,1,DAMAGE,8,1,1,4573,645,0
64,1,SUPPORT,8,3,1,2649,4202,0
64,1,SUPPORT,1,8,1,254,3039,0
64,2,TANK,1,0,3,2471,0,11844
64,2,DAMAGE,2,0,6,3133,339,0
64,2,SUPPORT,1,5,3,773,5208,394
64,2,SUPPORT,2,4,3,1204,4720,411
64,2,DAMAGE,6,1,1,3492,319,0
65,1,TANK,15,2,6,9752,2101,4361
65,1,DAMAGE,17,5,3,7756,42,2520
65,1,DAMAGE,22,0,8,7591,0,232
65,1,SUPPORT,9,14,4,1476,6720,269
65,1,SUPPORT,5,12,3,1260,7544,0
65,2,TANK,15,4,5,9688,3396,1728
65,2,DAMAGE,13,2,9,5148,616,2406
65,2,DAMAGE,15,3,10,6277,153,0
65,2,SUPPORT,8,14,7,2557,5138,1459
65,2,SUPPORT,4,9,5,2176,7299,969
66,1,TANK,26,0,5,9069,0,24145
66,1,DAMAGE,31,9,3,11073,2,4677
66,1,DAMAGE,24,2,7,10818,0,464
66,1,SUPPORT,16,16,6,4458,11228,417
66,1,SUPPORT,15,28,6,4923,11266,539
66,2,TANK,20,4,8,10671,170,7010
66,2,DAMAGE,17,1,9,7903,488,6
66,2,DAMAGE,15,3,12,8992,0,0
66,2,SUPPORT,15,13,8,4157,14545,0
66,2,SUPPORT,2,13,12,2738,8941,825
67,1,TANK,27,17,1,8749,0,9894
67,1,DAMAGE,17,8,2,5160,0,1678
67,1,DAMAGE,26,0,3,7476,0,0
67,1,SUPPORT,10,14,3,1894,7968,266
67,1,SUPPORT,17,15,4,5662,6594,0
67,2,TANK,7,1,7,6097,3548,1536
67,2,DAMAGE,3,0,8,5917,767,150
67,2,DAMAGE,3,1,10,4059,433,252
67,2,SUPPORT,7,4,5,3379,6159,335
67,2,SUPPORT,0,4,8,751,6075,113
68,1,TANK,19,1,6,9505,73,10075
68,1,DAMAGE,20,11,1,7850,24,2177
68,1,DAMAGE,28,0,9,9511,156,396
68,1,SUPPORT,15,19,4,6315,7535,491
68,1,SUPPORT,2,23,4,904,7011,0
68,2,TANK,9,3,6,5621,0,18697
68,2,DAMAGE,15,2,11,8610,1311,1470
68,2,DAMAGE,14,0,8,8236,0,109
68,2,SUPPORT,3,13,8,1295,10903,141
68,2,SUPPORT,5,10,7,1591,9304,769
69,1,TANK,22,2,6,10596,636,12954
69,1,DAMAGE,23,6,4,9235,85,2202
69,1,DAMAGE,29,0,10,12466,396,710
69,1,SUPPORT,10,16,6,1944,8178,915
69,1,SUPPORT,13,16,8,5071,8188,564
69,2,TANK,16,9,6,9069,1651,6569
69,2,DAMAGE,15,6,12,6614,372,1057
69,2,DAMAGE,20,6,8,8400,322,1728
69,2,SUPPORT,13,17,4,3485,13814,0
69,2,SUPPORT,11,11,7,4059,10291,157
70,1,TANK,40,18,8,14730,0,13583
70,1,DAMAGE,30,6,8,9424,41,2975
70,1,DAMAGE,44,0,14,13712,216,329
70,1,SUPPORT,25,29,9,7697,17623,4938
70,1,SUPPORT,12,23,10,2981,14238,981
70,2,TANK,23,1,10,13077,0,22625
70,2,DAMAGE,26,1,15,11238,1773,0
70,2,DAMAGE,25,4,15,15768,1460,0
70,2,SUPPORT,22,20,8,6645,15713,51
70,2,SUPPORT,7,16,10,3643,10970,739
71,1,TANK,28,5,5,14253,0,32061
71,1,DAMAGE,21,3,16,10726,417,496
71,1,DAMAGE,27,6,8,12403,0,0
71,1,SUPPORT,13,24,8,4155,14224,374
71,1,SUPPORT,12,21,14,3506,9732,0
71,2,TANK,36,4,8,17572,0,22295
71,2,DAMAGE,15,0,10,5979,0,0
71,2,DAMAGE,21,5,18,8182,266,4538
71,2,SUPPORT,16,21,10,7100,12577,49
71,2,SUPPORT,9,22,8,3121,13275,693
72,1,TANK,19,3,3,7011,0,14079
72,1,DAMAGE,18,2,6,6174,0,0
72,1,DAMAGE,24,1,4,8605,1322,0
72,1,SUPPORT,14,8,2,5130,6603,0
72,1,SUPPORT,5,12,3,1168,5812,191
72,2,TANK,9,2,6,6369,0,13987
72,2,DAMAGE,8,0,8,4471,549,2450
72,2,DAMAGE,5,1,8,4623,0,200
72,2,SUPPORT,7,8,8,3276,6937,0
72,2,SUPPORT,4,4,6,2087,7929,431
73,1,TANK,34,5,5,12268,0,17618
73,1,DAMAGE,28,3,9,9394,1798,0
73,1,DAMAGE,37,1,13,10885,33,1829
73,1,SUPPORT,19,17,8,5164,6672,479
73,1,SUPPORT,2,36,6,143,10917,0
73,2,TANK,22,5,12,11460,0,13367
73,2,DAMAGE,29,0,12,9624,60,3066
73,2,DAMAGE,15,3,14,4521,0,0
73,2,SUPPORT,12,18,14,3439,8721,0
73,2,SUPPORT,12,18,11,3691,7823,473
74,1,TANK,19,3,3,10192,0,7685
74,1,DAMAGE,18,4,1,6945,59,2567
74,1,DAMAGE,19,4,3,7525,792,0
74,1,SUPPORT,16,20,3,3175,13072,0
74,1,SUPPORT,7,15,2,1579,6500,177
74,2,TANK,8,1,7,9148,724,7528
74,2,DAMAGE,9,0,7,6870,1187,0
74,2,DAMAGE,8,0,7,7261,381,0
74,2,SUPPORT,4,10,2,1675,9278,825
74,2,SUPPORT,4,11,3,952,8933,0
75,1,TANK,15,6,0,4877,0,4785
75,1,DAMAGE,18,3,0,6135,53,2171
75,1,DAMAGE,13,1,5,5097,862,0
75,1,SUPPORT,16,13,1,3569,5661,0
75,1,SUPPORT,6,16,1,1671,7263,275
75,2,TANK,4,1,6,5299,0,7459
75,2,DAMAGE,4,0,7,3028,62,297
75,2,DAMAGE,3,1,5,5457,0,0
75,2,SUPPORT,1,4,5,492,7052,28
75,2,SUPPORT,2,3,6,1743,6018,295
76,1,TANK,28,6,2,7548,0,10490
76,1,DAMAGE,23,6,4,5694,0,0
76,1,DAMAGE,27,0,2,8178,726,0
76,1,SUPPORT,7,21,1,1355,6997,206
76,1,SUPPORT,23,10,3,4439,4545,0
76,2,TANK,6,1,9,4720,505,4838
76,2,DAMAGE,5,0,15,3363,812,0
76,2,DAMAGE,5,0,9,5189,0,134
76,2,SUPPORT,3,2,5,2798,6136,434
76,2,SUPPORT,2,4,9,1873,4386,0
77,1,TANK,19,4,3,8640,0,4757
77,1,DAMAGE,19,8,2,4576,62,1515
77,1,DAMAGE,25,1,6,9798,0,464
77,1,SUPPORT,16,12,7,4569,7841,0
77,1,SUPPORT,4,10,4,2124,8121,671
77,2,TANK,15,0,7,10048,0,14822
77,2,DAMAGE,10,0,10,7663,0,221
77,2,DAMAGE,12,6,10,7833,105,157
77,2,SUPPORT,4,7,6,3612,7636,818
77,2,SUPPORT,1,7,8,2040,7577,240
78,1,TANK,41,10,9,15979,217,6901
78,1,DAMAGE,39,8,5,10240,94,5703
78,1,DAMAGE,49,3,9,15516,517,0
78,1,SUPPORT,24,25,8,6192,12410,599
78,1,SUPPORT,31,37,10,9927,7101,0
78,2,TANK,26,3,11,12152,4410,15942
78,2,DAMAGE,11,6,18,8942,377,2652
78,2,DAMAGE,19,5,14,9819,733,913
78,2,SUPPORT,11,16,12,2481,13443,882
78,2,SUPPORT,15,17,16,5650,15359,0
79,1,TANK,27,1,3,10657,0,20484
79,1,DAMAGE,34,3,9,9361,0,0
79,1,DAMAGE,26,4,11,7738,0,524
79,1,SUPPORT,34,23,8,10009,10817,0
79,1,SUPPORT,21,32,4,6105,8560,1330
79,2,TANK,19,6,12,9375,859,7738
79,2,DAMAGE,22,3,14,10002,368,1661
79,2,DAMAGE,18,1,7,6648,0,45
79,2,SUPPORT,10,16,13,3589,12316,475
79,2,SUPPORT,11,14,13,3673,9639,1244
80,1,TANK,14,1,0,7651,0,7822
80,1,DAMAGE,14,2,4,4957,0,0
80,1,DAMAGE,17,2,3,6552,355,2559
80,1,SUPPORT,15,11,3,3850,3477,0
80,1,SUPPORT,3,18,2,166,5942,635
80,2,TANK,3,0,7,4001,0,4381
80,2,DAMAGE,5,0,6,4113,143,0
80,2,DAMAGE,10,0,4,5260,988,474
80,2,SUPPORT,1,3,6,540,7532,0
80,2,SUPPORT,4,6,6,778,5389,378
81,1,TANK,27,5,4,12845,0,20409
81,1,DAMAGE,28,2,6,13300,886,352
81,1,DAMAGE,34,0,8,10491,0,0
81,1,SUPPORT,7,22,3,4155,10232,0
81,1,SUPPORT,5,23,3,1144,9497,750
81,2,TANK,6,1,8,8117,1421,12787
81,2,DAMAGE,12,1,11,12026,283,1146
81,2,DAMAGE,12,2,10,8051,717,200
81,2,SUPPORT,3,8,6,1316,14021,217
81,2,SUPPORT,5,4,10,2165,10000,517
82,1,TANK,17,2,0,5542,0,5559
82,1,DAMAGE,17,0,2,5645,0,0
82,1,DAMAGE,11,0,3,3148,0,75
82,1,SUPPORT,10,14,0,2249,5298,222
82,1,SUPPORT,9,12,0,2693,4857,0
82,2,TANK,0,0,5,3863,0,2952
82,2,DAMAGE,3,1,3,2456,517,488
82,2,DAMAGE,1,0,5,2199,0,0
82,2,SUPPORT,3,0,6,3338,3806,0
82,2,SUPPORT,0,1,7,1020,2733,796
83,1,TANK,20,2,1,7557,0,12267
83,1,DAMAGE,21,0,1,5761,0,0
83,1,DAMAGE,16,2,4,4606,0,0
83,1,SUPPORT,10,17,1,2917,4938,1406
83,1,SUPPORT,9,12,2,1676,4075,48
83,2,TANK,2,0,10,3028,74,2107
83,2,DAMAGE,5,0,6,4188,0,182
83,2,DAMAGE,7,0,8,4895,245,0
83,2,SUPPORT,0,8,5,413,5846,910
83,2,SUPPORT,3,3,5,1948,4515,0
84,1,TANK,25,6,5,16130,0,20077
84,1,DAMAGE,27,0,9,11546,369,0
84,1,DAMAGE,26,0,8,9536,0,1109
84,1,SUPPORT,8,23,7,2150,7867,88
84,1,SUPPORT,20,8,9,9874,7552,0
84,2,TANK,17,2,7,9815,10933,1128
84,2,DAMAGE,15,0,9,6903,0,328
84,2,DAMAGE,18,1,10,8334,0,901
84,2,SUPPORT,9,17,8,2201,13810,371
84,2,SUPPORT,5,9,11,255,10763,0
85,1,TANK,21,3,3,8473,0,9271
85,1,DAMAGE,19,0,5,6210,0,334
85,1,DAMAGE,22,0,3,5435,0,0
85,1,SUPPORT,15,14,6,3137,6691,0
85,1,SUPPORT,12,15,5,3411,6142,0
85,2,TANK,13,0,6,5800,1767,6329
85,2,DAMAGE,12,5,5,5106,742,1022
85,2,DAMAGE,16,0,8,5640,0,574
85,2,SUPPORT,5,8,8,2211,7099,0
85,2,SUPPORT,5,8,7,1633,5900,958
86,1,TANK,16,3,2,7927,0,18481
86,1,DAMAGE,13,1,6,4962,0,124
86,1,DAMAGE,17,2,7,8452,518,508
86,1,SUPPORT,8,15,4,1748,11754,549
86,1,SUPPORT,9,16,6,3915,10995,0
86,2,TANK,10,2,8,9228,0,8148
86,2,DAMAGE,12,3,4,8914,0,0
86,2,DAMAGE,13,0,4,7316,0,0
86,2,SUPPORT,7,10,5,3945,8074,0
86,2,SUPPORT,6,9,7,3368,8009,405
87,1,TANK,23,7,1,14826,0,18911
87,1,DAMAGE,26,0,8,12449,2037,232
87,1,DAMAGE,25,7,8,10952,1628,72
87,1,SUPPORT,22,26,5,6886,14931,173
87,1,SUPPORT,12,29,2,2400,11510,0
87,2,TANK,12,3,9,8697,870,20071
87,2,DAMAGE,15,3,7,10407,679,0
87,2,DAMAGE,13,3,10,10229,1396,0
87,2,SUPPORT,7,8,12,2216,12636,3412
87,2,SUPPORT,16,13,7,7472,14998,535
88,1,TANK,20,0,5,11688,0,18575
88,1,DAMAGE,20,3,8,11858,0,286
88,1,DAMAGE,28,6,8,9889,0,709
88,1,SUPPORT,0,25,6,0,10326,0
88,1,SUPPORT,7,16,7,2051,10141,641
88,2,TANK,21,7,9,10663,455,9329
88,2,DAMAGE,20,1,8,7177,0,0
88,2,DAMAGE,20,0,11,9157,0,1983
88,2,SUPPORT,12,18,9,2780,7600,672
88,2,SUPPORT,14,16,7,3650,12469,1208
89,1,TANK,22,4,3,7831,0,10581
89,1,DAMAGE,18,3,2,9435,0,0
89,1,DAMAGE,13,1,4,6043,0,3099
89,1,SUPPORT,16,14,1,2644,7105,287
89,1,SUPPORT,7,16,4,1048,5295,74
89,2,TANK,7,1,5,4542,0,5768
89,2,DAMAGE,8,1,8,5555,0,270
89,2,DAMAGE,6,1,8,3873,174,2141
89,2,SUPPORT,6,4,7,2818,7567,1157
89,2,SUPPORT,1,5,6,467,7830,478
90,1,TANK,18,3,6,6492,0,12112
90,1,DAMAGE,19,7,2,5982,69,1413
90,1,DAMAGE,21,2,8,8650,659,386
90,1,SUPPORT,15,5,4,3288,8106,116
90,1,SUPPORT,22,12,4,4828,6801,407
90,2,TANK,10,0,7,7555,0,5510
90,2,DAMAGE,15,1,10,6981,0,610
90,2,DAMAGE,10,0,10,6269,0,219
90,2,SUPPORT,5,5,6,2321,6083,620
90,2,SUPPORT,8,14,5,2247,8544,251
91,1,TANK,22,9,0,8125,952,3327
91,1,DAMAGE,17,1,3,5143,0,0
91,1,DAMAGE,12,0,1,2070,0,0
91,1,SUPPORT,21,13,4,4425,5867,0
91,1,SUPPORT,10,14,3,1484,5075,466
91,2,TANK,5,0,7,4749,262,3622
91,2,DAMAGE,6,0,7,6244,0,43
91,2,DAMAGE,5,0,7,4369,0,924
91,2,SUPPORT,1,5,4,855,6383,337
91,2,SUPPORT,0,7,6,627,4268,0
92,1,TANK,31,6,12,17640,0,10026
92,1,DAMAGE,16,2,19,7724,305,205
92,1,DAMAGE,25,7,16,10912,222,1421
92,1,SUPPORT,15,20,6,5516,11431,0
92,1,SUPPORT,19,29,6,6600,16221,3807
92,2,TANK,34,14,11,18486,1872,8270
92,2,DAMAGE,29,3,9,15368,0,213
92,2,DAMAGE,30,6,12,8374,457,0
92,2,SUPPORT,20,17,9,6462,11899,247
92,2,SUPPORT,13,25,6,3593,15220,2112
93,1,TANK,17,3,5,5243,0,3850
93,1,DAMAGE,22,10,8,5897,96,0
93,1,DAMAGE,11,0,8,2828,0,113
93,1,SUPPORT,11,16,2,1336,5877,2038
93,1,SUPPORT,22,8,4,4741,2935,0
93,2,TANK,7,0,9,3772,81,5351
93,2,DAMAGE,14,5,8,4734,0,0
93,2,DAMAGE,10,0,11,5035,151,206
93,2,SUPPORT,6,11,7,619,5174,476
93,2,SUPPORT,10,0,6,4601,2056,0
94,1,TANK,34,13,13,19262,1942,7690
94,1,DAMAGE,31,5,16,10861,524,327
94,1,DAMAGE,42,14,5,14051,1863,556
94,1,SUPPORT,24,31,6,6112,15054,5937
94,1,SUPPORT,19,18,9,5512,13439,2046
94,2,TANK,31,2,9,13589,0,21724
94,2,DAMAGE,28,2,12,14946,88,1620
94,2,DAMAGE,31,12,8,18280,1199,0
94,2,SUPPORT,16,29,12,3921,17471,1289
94,2,SUPPORT,17,14,14,7035,16524,1718
95,1,TANK,21,12,4,11036,0,11151
95,1,DAMAGE,18,1,10,6417,405,256
95,1,DAMAGE,14,3,5,11218,0,0
95,1,SUPPORT,12,16,3,3144,9385,2950
95,1,SUPPORT,5,13,3,756,15649,265
95,2,TANK,14,3,5,12622,0,17282
95,2,DAMAGE,11,1,11,8116,0,1317
95,2,DAMAGE,13,0,7,9770,654,4
95,2,SUPPORT,2,8,6,2035,9955,836
95,2,SUPPORT,6,7,7,2514,10672,243
96,1,TANK,25,2,8,11265,0,14775
96,1,DAMAGE,38,0,9,14365,392,1127
96,1,DAMAGE,16,7,9,7265,452,1942
96,1,SUPPORT,8,19,7,3462,10518,2966
96,1,SUPPORT,17,25,5,5057,12252,554
96,2,TANK,25,8,7,10007,0,9354
96,2,DAMAGE,21,0,11,13594,1221,46
96,2,DAMAGE,24,1,12,7286,0,1288
96,2,SUPPORT,12,17,11,3303,9297,157
96,2,SUPPORT,15,22,8,3850,13920,0
97,1,TANK,14,11,2,5218,909,2828
97,1,DAMAGE,26,0,6,6471,0,0
97,1,DAMAGE,19,4,5,6651,958,0
97,1,SUPPORT,7,16,2,1825,4912,1447
97,1,SUPPORT,12,15,3,1430,5443,0
97,2,TANK,9,3,6,5799,769,2762
97,2,DAMAGE,7,0,9,5558,0,320
97,2,DAMAGE,7,0,7,4247,0,0
97,2,SUPPORT,6,3,7,1725,3551,412
97,2,SUPPORT,6,5,6,1330,4636,843
98,1,TANK,30,9,6,11170,2310,4769
98,1,DAMAGE,30,4,10,10281,634,365
98,1,DAMAGE,18,2,7,7937,0,420
98,1,SUPPORT,21,30,4,4312,10241,3905
98,1,SUPPORT,10,12,6,3514,8657,1122
98,2,TANK,16,6,10,10952,930,8330
98,2,DAMAGE,13,2,10,10419,0,0
98,2,DAMAGE,13,3,12,7447,0,0
98,2,SUPPORT,16,12,10,5013,8294,0
98,2,SUPPORT,7,16,6,2730,10663,619
99,1,TANK,11,6,1,3620,0,5073
99,1,DAMAGE,12,1,3,4306,0,0
99,1,DAMAGE,15,0,2,6276,130,136
99,1,SUPPORT,4,10,0,666,6131,354
99,1,SUPPORT,8,15,0,1885,5521,1123
99,2,TANK,4,2,4,4152,0,4862
99,2,DAMAGE,4,0,4,3909,0,0
99,2,DAMAGE,2,0,6,3110,0,254
99,2,SUPPORT,1,2,4,1589,4280,0
99,2,SUPPORT,2,0,3,2883,4233,215
100,1,TANK,27,4,4,10701,0,11075
100,1,DAMAGE,28,7,4,12239,0,0
100,1,DAMAGE,36,1,5,12075,1302,1034
100,1,SUPPORT,13,26,4,3078,7544,4072
100,1,SUPPORT,13,28,2,5016,11089,337
100,2,TANK,12,1,8,10320,1947,11405
100,2,DAMAGE,11,3,15,6508,434,1991
100,2,SUPPORT,6,12,8,5513,8810,0
100,2,SUPPORT,6,8,11,1946,12377,1220
101,1,TANK,27,7,7,17218,706,10034
101,1,DAMAGE,26,6,13,13042,242,51
101,1,DAMAGE,20,2,10,17869,26,106
101,1,SUPPORT,11,21,5,3997,11819,1327
101,1,SUPPORT,14,29,6,6437,11167,4986
101,2,TANK,20,15,7,13271,0,11869
101,2,DAMAGE,24,0,14,10621,31,780
101,2,DAMAGE,30,6,12,11874,1664,4211
101,2,SUPPORT,15,15,5,7223,16743,616
101,2,SUPPORT,1,19,6,828,16644,952
102,1,TANK,24,4,5,9840,501,14984
102,1,DAMAGE,19,4,6,8518,645,0
102,1,DAMAGE,15,6,9,8573,565,496
102,1,SUPPORT,13,18,4,3424,8774,3259
102,1,SUPPORT,10,17,4,2729,10240,575
102,2,TANK,11,5,6,9805,553,5085
102,2,DAMAGE,14,0,8,10027,655,240
102,2,DAMAGE,17,6,9,7887,361,121
102,2,SUPPORT,11,9,11,4065,6656,0
102,2,SUPPORT,6,9,7,1897,10684,266
103,1,TANK,18,5,4,11187,376,7041
103,1,DAMAGE,19,4,8,12496,484,623
103,1,DAMAGE,15,3,9,8690,0,0
103,1,SUPPORT,15,15,2,4180,10533,4861
103,1,SUPPORT,10,12,4,3135,9788,303
103,2,TANK,13,4,5,12455,1826,4239
103,2,DAMAGE,13,3,11,5169,0,0
103,2,DAMAGE,14,1,5,10771,429,2315
103,2,SUPPORT,5,16,7,2247,13464,1059
103,2,SUPPORT,10,13,8,2625,9658,0
104,1,TANK,23,5,6,7193,27,8617
104,1,DAMAGE,21,5,8,7838,0,0
104,1,DAMAGE,18,2,4,6484,663,442
104,1,SUPPORT,12,13,3,2629,5531,436
104,1,SUPPORT,17,23,2,2810,6064,3028
104,2,TANK,20,0,4,5936,0,19074
104,2,DAMAGE,11,3,7,4887,149,125
104,2,DAMAGE,3,0,8,3972,884,0
104,2,SUPPORT,6,10,9,2868,9233,493
104,2,SUPPORT,11,6,6,3703,5623,0
105,1,TANK,30,2,14,14538,0,19256
105,1,DAMAGE,26,3,12,11692,102,621
105,1,DAMAGE,30,8,10,9218,876,274
105,1,SUPPORT,27,23,11,7935,14115,0
105,1,SUPPORT,14,24,8,3050,13037,1311
105,2,TANK,31,8,11,14359,1718,5122
105,2,DAMAGE,26,0,14,10501,0,2103
105,2,DAMAGE,29,1,12,11939,0,0
105,2,SUPPORT,21,23,11,5793,12258,1448
105,2,SUPPORT,16,22,11,3850,11440,545
106,1,TANK,18,6,2,5652,0,2813
106,1,DAMAGE,19,0,3,4779,0,0
106,1,DAMAGE,12,1,2,6521,0,322
106,1,SUPPORT,9,13,1,2381,5585,247
106,1,SUPPORT,17,23,1,3046,6235,0
106,2,TANK,5,0,7,5168,0,3414
106,2,DAMAGE,6,0,4,3930,393,0
106,2,DAMAGE,6,0,8,4117,0,1783
106,2,SUPPORT,3,5,6,1502,5361,509
106,2,SUPPORT,3,1,6,1296,3921,55
107,1,TANK,26,9,4,9396,1144,5695
107,1,DAMAGE,26,3,8,10593,0,95
107,1,DAMAGE,21,5,9,5659,0,0
107,1,SUPPORT,9,18,6,3602,8591,284
107,1,SUPPORT,17,19,7,3388,12592,365
107,2,TANK,15,4,8,10316,1927,4443
107,2,DAMAGE,24,0,11,9603,0,2011
107,2,DAMAGE,16,7,8,7621,1233,0
107,2,SUPPORT,5,13,8,1981,8344,481
107,2,SUPPORT,6,14,5,2545,7359,1134
108,1,TANK,15,8,4,7348,1317,1853
108,1,DAMAGE,19,0,8,9374,0,0
108,1,DAMAGE,11,1,4,5604,0,0
108,1,SUPPORT,0,12,4,14,6471,0
108,1,SUPPORT,4,8,2,3915,6626,1490
108,2,TANK,13,3,3,7403,0,11467
108,2,DAMAGE,12,2,7,6465,0,0
108,2,DAMAGE,9,0,7,7491,124,59
108,2,SUPPORT,5,8,6,2331,6807,318
108,2,SUPPORT,6,7,4,2110,6977,0
109,1,TANK,28,9,4,11434,1817,2097
109,1,DAMAGE,18,5,6,11312,0,0
109,1,DAMAGE,21,0,3,14527,1649,0
109,1,SUPPORT,5,13,5,4712,7876,726
109,1,SUPPORT,10,16,2,4616,9327,92
109,2,TANK,16,5,6,9712,0,6700
109,2,DAMAGE,12,1,9,12147,551,0
109,2,DAMAGE,13,2,8,10051,0,96
109,2,SUPPORT,0,12,6,365,8547,0
109,2,SUPPORT,2,8,7,1305,8240,1197
110,1,TANK,17,6,1,6832,1193,1855
110,1,DAMAGE,17,0,2,8238,0,1607
110,1,DAMAGE,16,11,2,5901,666,3209
110,1,SUPPORT,14,11,5,4951,4328,659
110,1,SUPPORT,18,16,1,4444,10090,0
110,2,TANK,5,1,9,5281,3757,1913
110,2,DAMAGE,4,1,6,6320,468,317
110,2,DAMAGE,7,0,5,6088,0,579
110,2,SUPPORT,2,8,4,2176,6913,0
110,2,SUPPORT,6,7,2,5164,6436,0
111,1,TANK,36,9,7,13831,1952,3672
111,1,DAMAGE,35,1,8,16681,2097,0
111,1,DAMAGE,31,8,7,13937,0,208
111,1,SUPPORT,29,18,5,10185,8930,574
111,1,SUPPORT,8,31,5,1258,13701,0
111,2,TANK,20,6,11,14399,2180,17996
111,2,DAMAGE,20,4,13,14663,33,0
111,2,DAMAGE,15,1,16,10516,0,0
111,2,SUPPORT,7,17,9,1895,13498,709
111,2,SUPPORT,8,15,11,4163,11492,0
112,1,TANK,30,14,4,13424,3995,3825
112,1,DAMAGE,20,3,10,11681,5,2630
112,1,DAMAGE,27,4,7,11305,1546,0
112,1,SUPPORT,27,21,7,6819,10903,194
112,1,SUPPORT,21,20,4,5290,10920,4255
112,2,TANK,18,5,17,13448,196,7000
112,2,DAMAGE,18,7,8,11050,0,0
112,2,DAMAGE,23,3,8,14746,0,1488
112,2,SUPPORT,0,24,5,0,16580,0
112,2,SUPPORT,13,16,5,5779,9196,0
113,1,TANK,26,12,3,10467,2344,2550
113,1,DAMAGE,29,6,2,9604,139,984
113,1,DAMAGE,23,6,5,7777,886,119
113,1,SUPPORT,25,11,5,6854,8297,0
113,1,SUPPORT,14,17,7,4919,6923,602
113,2,TANK,8,4,10,5222,41,7470
113,2,DAMAGE,13,2,10,9250,0,1007
113,2,DAMAGE,15,1,8,8205,0,0
113,2,SUPPORT,5,10,9,3194,6431,1541
113,2,SUPPORT,12,8,7,6937,10658,0
114,1,TANK,19,9,0,6540,0,6866
114,1,DAMAGE,11,5,4,4202,0,0
114,1,DAMAGE,17,2,4,8221,890,0
114,1,SUPPORT,10,20,1,2181,6613,53
114,1,SUPPORT,17,18,3,3783,6948,0
114,2,TANK,6,0,9,6332,68,3796
114,2,DAMAGE,6,0,2,6061,0,636
114,2,DAMAGE,6,0,4,5117,0,159
114,2,SUPPORT,1,3,7,2105,4798,835
114,2,SUPPORT,4,4,5,2054,3579,0
115,1,TANK,22,5,8,11190,450,22192
115,1,DAMAGE,23,0,4,11419,0,0
115,1,DAMAGE,30,1,5,16780,0,129
115,1,SUPPORT,12,25,5,3005,13434,1717
115,1,SUPPORT,1,26,7,447,13782,0
115,2,TANK,18,6,8,14783,1531,8538
115,2,DAMAGE,20,0,10,11595,320,423
115,2,DAMAGE,12,2,8,9756,0,0
115,2,SUPPORT,9,11,6,5225,10003,864
115,2,SUPPORT,14,15,7,4715,9682,73
116,1,TANK,32,6,6,11804,0,9388
116,1,DAMAGE,32,3,10,12871,1436,168
116,1,DAMAGE,26,9,11,13485,1961,1552
