INDEX,TEAM,ROLE,E,A,D,DMG,H,MIT
116,1,SUPPORT,29,16,9,9033,7169,0
116,1,SUPPORT,28,26,4,6719,13328,433
116,2,TANK,18,3,11,9091,3832,8971
116,2,DAMAGE,22,3,16,10292,0,1441
116,2,DAMAGE,20,6,9,12091,293,0
116,2,SUPPORT,9,11,8,2970,10995,120
116,2,SUPPORT,21,19,12,10989,11165,0
117,1,TANK,30,8,7,11364,0,7693
117,1,DAMAGE,27,2,8,8027,0,85
117,1,DAMAGE,24,0,5,8745,0,936
117,1,SUPPORT,16,25,4,3706,10181,765
117,1,SUPPORT,8,23,3,2377,10723,0
117,2,TANK,20,5,8,9053,865,8957
117,2,DAMAGE,19,1,8,11908,0,0
117,2,DAMAGE,17,4,10,8427,570,0
117,2,SUPPORT,0,18,9,174,9144,0
117,2,SUPPORT,14,12,10,5947,5966,342
118,1,TANK,20,2,1,5257,300,3075
118,1,DAMAGE,23,2,5,6813,0,127
118,1,DAMAGE,17,0,7,4794,0,1184
118,1,SUPPORT,9,12,3,2076,6433,139
118,1,SUPPORT,13,19,3,4609,4555,0
118,2,TANK,8,1,7,4111,629,1325
118,2,DAMAGE,8,2,6,3725,0,0
118,2,DAMAGE,9,0,9,6221,0,36
118,2,SUPPORT,10,2,6,4356,4050,0
118,2,SUPPORT,5,5,7,2007,4253,230
119,1,TANK,28,7,6,13978,607,6296
119,1,DAMAGE,29,1,11,12098,0,446
119,1,DAMAGE,23,1,6,11752,1219,0
119,1,SUPPORT,10,19,4,6118,9652,669
119,1,SUPPORT,9,21,6,3607,7847,699
119,2,TANK,23,5,8,11569,3481,8872
119,2,DAMAGE,17,0,13,10066,0,0
119,2,DAMAGE,22,0,12,11653,351,1183
119,2,SUPPORT,5,14,9,1734,10594,609
119,2,SUPPORT,4,18,9,1947,11134,0
120,1,TANK,28,7,8,11312,392,4442
120,1,DAMAGE,18,2,12,10131,1130,0
120,1,DAMAGE,25,2,4,9953,0,0
120,1,SUPPORT,16,17,9,7604,3577,0
120,1,SUPPORT,17,15,5,5041,6870,937
120,2,TANK,18,5,9,5102,0,4115
120,2,DAMAGE,22,0,10,9856,0,0
120,2,DAMAGE,21,1,10,8803,56,3064
120,2,SUPPORT,13,24,8,3619,9342,0
120,2,SUPPORT,15,24,4,3783,7817,486
121,1,TANK,21,4,7,12780,825,4303
121,1,DAMAGE,22,2,6,8502,0,0
121,1,DAMAGE,30,1,7,13246,1396,0
121,1,SUPPORT,14,21,3,3951,8655,384
121,1,SUPPORT,12,22,6,4414,5711,133
121,2,TANK,17,3,8,9623,1083,8271
121,2,DAMAGE,23,2,9,7611,0,0
121,2,DAMAGE,12,3,10,8167,46,242
121,2,SUPPORT,15,20,7,4213,13482,0
121,2,SUPPORT,7,13,9,2065,9641,1118
122,1,TANK,26,2,8,14800,5388,4351
122,1,DAMAGE,24,0,9,11956,0,556
122,1,DAMAGE,19,3,11,7131,0,826
122,1,SUPPORT,13,21,5,4697,12149,385
122,1,SUPPORT,29,21,8,11112,11465,0
122,2,TANK,19,4,8,11908,505,6656
122,2,DAMAGE,21,1,8,9786,0,51
122,2,DAMAGE,20,5,11,13060,0,0
122,2,SUPPORT,21,17,6,10272,15807,0
122,2,SUPPORT,14,16,12,4702,11242,1129
123,1,TANK,23,3,7,12673,0,12600
123,1,DAMAGE,26,0,9,14435,0,460
123,1,DAMAGE,25,0,6,11378,888,645
123,1,SUPPORT,12,17,7,4496,10343,169
123,1,SUPPORT,19,21,9,6073,9305,359
123,2,TANK,22,1,11,10242,0,13091
123,2,DAMAGE,28,1,7,13153,0,727
123,2,DAMAGE,16,1,12,7394,835,480
123,2,SUPPORT,16,21,7,5571,14335,0
123,2,SUPPORT,11,12,7,3068,10370,2425
124,1,TANK,35,5,4,11173,0,15757
124,1,DAMAGE,40,5,3,9922,0,0
124,1,DAMAGE,30,6,11,8310,274,0
124,1,SUPPORT,26,31,3,8285,6022,0
124,1,SUPPORT,28,34,2,3966,11128,0
124,2,TANK,8,4,13,5641,568,6464
124,2,DAMAGE,14,0,13,7376,403,217
124,2,DAMAGE,12,0,14,8847,1158,0
124,2,SUPPORT,7,8,14,4734,4517,0
124,2,SUPPORT,6,8,8,4009,8756,0
125,1,TANK,32,14,9,20878,9716,3062
125,1,DAMAGE,38,3,2,18841,0,0
125,1,DAMAGE,34,0,11,15526,1044,3353
125,1,SUPPORT,5,37,6,793,22056,2359
125,1,SUPPORT,0,36,6,145,20116,0
125,2,TANK,21,3,7,25548,0,26634
125,2,DAMAGE,23,3,13,20354,2521,0
125,2,DAMAGE,17,8,14,11372,431,438
125,2,SUPPORT,16,21,9,10337,12419,0
125,2,SUPPORT,18,23,11,6957,15103,0
126,1,TANK,17,3,3,9267,0,4790
126,1,DAMAGE,19,1,2,6138,0,0
126,1,DAMAGE,19,3,3,7690,418,0
126,1,SUPPORT,13,19,6,2993,7444,1176
126,1,SUPPORT,19,14,3,3684,10569,0
126,2,TANK,7,1,8,8698,0,13865
126,2,DAMAGE,11,0,4,7772,653,179
126,2,DAMAGE,11,0,8,8235,0,1453
126,2,SUPPORT,1,11,8,2221,4649,0
126,2,SUPPORT,5,5,4,2038,9003,799
127,1,TANK,19,7,4,12403,0,6576
127,1,DAMAGE,21,2,1,9138,0,0
127,1,DAMAGE,19,7,4,7063,682,0
127,1,SUPPORT,15,16,5,4834,5811,0
127,1,SUPPORT,6,20,6,1796,10425,0
127,2,TANK,11,3,8,7568,0,8427
127,2,DAMAGE,11,0,6,9072,0,0
127,2,DAMAGE,10,0,4,5438,0,0
127,2,SUPPORT,1,11,6,996,12161,603
127,2,SUPPORT,9,13,7,3750,6470,0
128,1,TANK,44,9,5,19051,0,20629
128,1,DAMAGE,31,2,11,16718,0,0
128,1,DAMAGE,37,4,14,20752,624,48
128,1,SUPPORT,29,36,7,7522,22211,0
128,1,SUPPORT,24,37,6,7774,22444,677
128,2,TANK,27,2,13,22850,0,16527
128,2,DAMAGE,16,2,16,20729,0,2168
128,2,DAMAGE,19,3,15,20254,777,388
128,2,SUPPORT,8,18,8,3163,22685,1227
128,2,SUPPORT,3,12,17,5721,15760,820
129,1,TANK,24,8,2,8951,0,10338
129,1,DAMAGE,22,2,2,6846,0,0
129,1,DAMAGE,21,6,3,8291,0,24
129,1,SUPPORT,12,17,1,3020,8549,259
129,1,SUPPORT,7,25,2,1759,14044,615
129,2,TANK,7,2,9,8320,388,4562
129,2,DAMAGE,7,3,6,8946,830,0
129,2,DAMAGE,4,0,4,5895,0,0
129,2,SUPPORT,0,1,7,3316,5405,0
129,2,SUPPORT,4,6,8,2920,5302,1196
130,1,TANK,40,10,10,19150,0,16028
130,1,DAMAGE,37,0,2,12687,0,2095
130,1,DAMAGE,37,12,11,15208,1651,246
130,1,SUPPORT,23,33,11,8261,11864,903
130,1,SUPPORT,2,32,6,347,14499,0
130,2,TANK,16,7,11,9812,0,11454
130,2,DAMAGE,27,4,12,16163,3107,0
130,2,DAMAGE,29,0,10,12244,0,2475
130,2,SUPPORT,11,20,12,3307,14559,314
130,2,SUPPORT,20,15,11,8241,11847,0
131,1,TANK,23,1,12,13958,0,18144
131,1,DAMAGE,23,0,7,10230,0,2726
131,1,DAMAGE,23,0,9,9671,644,556
131,1,SUPPORT,11,23,6,3216,12534,1393
131,1,SUPPORT,13,19,10,3526,9654,6018
131,2,TANK,33,8,8,13331,146,7059
131,2,DAMAGE,21,8,10,9316,0,84
131,2,DAMAGE,30,0,5,14620,0,3148
131,2,SUPPORT,26,18,9,9881,7502,281
131,2,SUPPORT,8,26,9,2552,12569,235
132,1,TANK,43,23,7,16794,2858,9437
132,1,DAMAGE,34,0,9,14250,0,2243
132,1,DAMAGE,44,2,6,23011,917,1096
132,1,SUPPORT,17,39,10,4591,18354,1428
132,1,SUPPORT,45,28,6,14604,18455,0
132,2,TANK,17,7,16,17362,0,17773
132,2,DAMAGE,30,0,10,23072,0,3530
132,2,DAMAGE,19,1,13,15628,602,3181
132,2,SUPPORT,4,23,11,975,22536,755
132,2,SUPPORT,12,17,13,7289,16222,1657
133,1,TANK,29,11,6,13638,0,13498
133,1,DAMAGE,28,0,4,14549,0,224
133,1,DAMAGE,37,0,3,14422,0,0
133,1,SUPPORT,33,22,8,13205,12729,0
133,1,SUPPORT,15,35,5,4037,15688,1016
133,2,TANK,7,3,13,13279,0,7272
133,2,DAMAGE,15,0,12,7280,0,1049
133,2,DAMAGE,20,0,9,15607,1779,449
133,2,SUPPORT,9,13,10,3342,13374,1139
133,2,SUPPORT,16,10,7,6592,21276,0
134,1,TANK,31,13,12,17878,1828,17526
134,1,DAMAGE,31,3,10,14888,0,865
134,1,DAMAGE,27,5,16,12055,1815,158
134,1,SUPPORT,23,18,11,10404,14724,270
134,1,SUPPORT,30,23,11,13943,21616,0
134,2,TANK,32,6,11,17654,712,15617
134,2,DAMAGE,43,12,6,15130,220,0
134,2,DAMAGE,44,6,11,24353,0,0
134,2,SUPPORT,18,37,9,5889,17723,243
134,2,SUPPORT,24,26,10,8749,20264,3243
135,1,TANK,41,5,6,17455,0,16473
135,1,DAMAGE,33,0,4,11288,0,1632
135,1,DAMAGE,27,1,8,10554,666,0
135,1,SUPPORT,17,37,8,4042,15087,0
135,1,SUPPORT,22,34,9,6840,10956,583
135,2,TANK,24,7,9,15478,116,14768
135,2,DAMAGE,13,0,15,7659,0,1065
135,2,DAMAGE,13,4,15,9235,0,0
135,2,SUPPORT,5,24,10,2478,13382,0
135,2,SUPPORT,28,11,9,9289,10284,0
136,1,TANK,32,4,6,13400,41,7248
136,1,DAMAGE,16,1,1,9110,0,1778
136,1,DAMAGE,32,5,3,12011,890,0
136,1,SUPPORT,13,23,1,2864,7570,250
136,1,SUPPORT,18,29,4,6186,9620,0
136,2,TANK,5,2,10,6921,0,7936
136,2,DAMAGE,11,0,10,7545,746,35
136,2,DAMAGE,8,1,8,5463,0,306
136,2,SUPPORT,8,7,6,3368,9274,1301
136,2,SUPPORT,13,10,6,5896,13376,0
137,1,TANK,23,7,7,12701,150,7761
137,1,DAMAGE,19,0,5,7517,0,70
137,1,DAMAGE,24,0,9,8087,878,0
137,1,SUPPORT,8,14,5,1977,9686,253
137,1,SUPPORT,10,15,5,3909,8652,874
137,2,TANK,24,8,7,12115,0,10673
137,2,DAMAGE,12,4,9,4389,0,0
137,2,DAMAGE,15,5,9,9227,0,0
137,2,SUPPORT,11,13,10,4567,7114,153
137,2,SUPPORT,17,18,7,4754,9526,427
138,1,TANK,21,5,9,9600,838,7217
138,1,DAMAGE,26,7,3,10639,0,0
138,1,DAMAGE,25,2,3,15361,396,0
138,1,SUPPORT,16,18,10,7822,10538,0
138,1,SUPPORT,29,11,7,10442,7439,2188
138,2,TANK,18,3,11,11855,4424,4326
138,2,DAMAGE,15,7,12,9107,525,3114
138,2,DAMAGE,12,3,11,5357,0,0
138,2,SUPPORT,23,13,5,9543,13378,0
138,2,SUPPORT,12,18,7,5799,12189,3007
139,1,TANK,35,10,11,15677,0,27306
139,1,DAMAGE,37,7,4,15406,0,0
139,1,DAMAGE,44,8,8,20522,72,191
139,1,SUPPORT,17,26,9,5299,12406,402
139,1,SUPPORT,19,33,6,3514,19602,0
139,2,TANK,25,9,12,18466,1687,7270
139,2,DAMAGE,20,1,12,11883,1957,0
139,2,DAMAGE,14,2,15,11721,0,0
139,2,SUPPORT,11,13,13,4339,12509,923
139,2,SUPPORT,16,16,11,7752,13123,678
140,1,TANK,31,12,12,15499,0,7565
140,1,DAMAGE,33,3,5,13118,0,0
140,1,DAMAGE,40,10,12,15093,0,990
140,1,SUPPORT,23,27,5,6435,12113,0
140,1,SUPPORT,0,39,9,0,15098,0
140,2,TANK,22,3,13,9186,0,22172
140,2,DAMAGE,16,1,16,12009,500,2069
140,2,DAMAGE,26,0,10,14950,0,0
140,2,SUPPORT,15,18,9,6656,12248,0
140,2,SUPPORT,19,17,9,7646,9989,1171
141,1,TANK,24,5,6,8512,0,3977
141,1,DAMAGE,20,1,9,6280,363,0
141,1,DAMAGE,25,2,3,9168,0,0
141,1,SUPPORT,13,18,4,1639,8730,808
141,1,SUPPORT,15,17,8,4096,4649,2402
141,2,TANK,16,4,8,7999,0,7321
141,2,DAMAGE,12,0,9,8090,0,0
141,2,DAMAGE,16,2,9,6065,377,516
141,2,SUPPORT,5,8,9,3409,6013,1023
141,2,SUPPORT,9,11,8,3332,5849,0
142,1,TANK,10,1,2,6028,0,4407
142,1,DAMAGE,10,0,0,5536,0,0
142,1,DAMAGE,8,0,3,3395,0,932
142,1,SUPPORT,7,11,1,2257,4930,279
142,1,SUPPORT,5,10,0,1216,4942,0
142,2,TANK,3,0,5,3130,0,10886
142,2,DAMAGE,3,0,1,4341,0,0
142,2,DAMAGE,1,0,3,799,143,0
142,2,SUPPORT,2,3,3,8246,4932,119
142,2,SUPPORT,5,2,3,3241,5504,0
143,1,TANK,33,3,8,15290,0,14597
143,1,DAMAGE,35,3,11,13346,0,0
143,1,DAMAGE,29,1,7,14185,161,0
143,1,SUPPORT,15,15,14,3669,7083,686
143,1,SUPPORT,1,39,5,231,18000,0
143,2,TANK,19,5,7,12174,655,7195
143,2,DAMAGE,28,0,11,13613,0,962
143,2,DAMAGE,22,0,14,11187,188,329
143,2,SUPPORT,13,14,11,4266,8442,331
143,2,SUPPORT,22,18,9,5190,9569,1150
144,1,TANK,32,5,11,15527,0,20916
144,1,DAMAGE,33,11,8,15019,0,0
144,1,DAMAGE,41,1,19,16064,1561,998
144,1,SUPPORT,22,30,15,5721,13484,2227
144,1,SUPPORT,31,26,12,10284,11636,0
144,2,TANK,38,7,10,20920,450,13977
144,2,DAMAGE,43,2,10,17101,0,798
144,2,DAMAGE,16,3,20,8332,1314,0
144,2,SUPPORT,9,35,13,2486,16948,2011
144,2,SUPPORT,30,22,14,10964,11688,691
145,1,TANK,17,5,1,7208,352,3318
145,1,DAMAGE,10,1,5,4514,0,0
145,1,DAMAGE,18,1,2,9527,0,136
145,1,SUPPORT,12,12,2,2181,4875,785
145,1,SUPPORT,1,19,1,120,8137,0
145,2,TANK,6,0,6,6621,0,4627
145,2,DAMAGE,5,0,5,4702,529,568
145,2,DAMAGE,2,0,6,3242,346,0
145,2,SUPPORT,2,3,7,2594,3809,225
145,2,SUPPORT,7,5,6,3590,5566,0
146,1,TANK,12,0,9,7956,0,28268
146,1,DAMAGE,22,0,3,10715,0,173
146,1,DAMAGE,21,3,7,15343,941,754
146,1,SUPPORT,0,22,3,200,16227,540
146,1,SUPPORT,12,15,1,3553,15858,0
146,2,TANK,19,1,4,14742,0,19714
146,2,DAMAGE,15,2,10,10133,0,78
146,2,DAMAGE,14,7,7,12591,396,0
146,2,SUPPORT,13,14,3,5329,10543,242
146,2,SUPPORT,5,14,7,3837,10344,250
147,1,TANK,24,11,5,17018,1563,9248
147,1,DAMAGE,20,1,3,13503,0,434
147,1,DAMAGE,23,0,7,15858,210,202
147,1,SUPPORT,14,18,4,7470,14200,1271
147,1,SUPPORT,2,29,3,370,14180,0
147,2,TANK,13,3,8,15999,3923,4328
147,2,DAMAGE,14,3,12,11747,0,117
147,2,DAMAGE,9,3,7,10972,750,13
147,2,SUPPORT,7,12,4,3562,14985,263
147,2,SUPPORT,6,14,7,4421,13786,0
148,1,TANK,44,3,5,19928,0,8270
148,1,DAMAGE,18,0,2,9620,0,60
148,1,DAMAGE,22,10,9,5475,455,100
148,1,SUPPORT,12,26,5,2041,9390,353
148,1,SUPPORT,22,31,2,4701,13744,0
148,2,TANK,11,1,11,11326,171,6618
148,2,DAMAGE,12,1,11,10128,1040,619
148,2,DAMAGE,11,1,11,6901,0,105
148,2,SUPPORT,14,12,9,4787,11937,536
148,2,SUPPORT,9,12,11,3769,6430,453
149,1,TANK,10,2,3,4258,0,9962
149,1,DAMAGE,17,0,0,4996,0,0
149,1,DAMAGE,25,0,1,8305,0,1368
149,1,SUPPORT,12,16,2,2628,7099,0
149,1,SUPPORT,10,17,4,1976,4567,267
149,2,TANK,7,1,5,5758,0,4332
149,2,DAMAGE,7,0,7,4487,0,0
149,2,DAMAGE,6,1,8,4041,0,138
149,2,SUPPORT,2,8,5,1028,5456,0
149,2,SUPPORT,4,6,5,3232,5045,0
150,1,TANK,33,6,9,17339,1592,5547
150,1,DAMAGE,32,0,2,8958,0,0
150,1,DAMAGE,16,1,10,9005,0,538
150,1,SUPPORT,15,25,9,4560,9022,784
150,1,SUPPORT,12,26,9,2664,11067,33
150,2,TANK,25,4,12,10418,774,9581
150,2,DAMAGE,20,2,5,10612,801,0
150,2,DAMAGE,25,0,10,13980,0,380
150,2,SUPPORT,15,18,13,4789,8260,207
150,2,SUPPORT,7,25,9,2726,10800,0
151,1,TANK,17,7,17,11220,379,7534
151,1,DAMAGE,22,4,10,11597,0,0
151,1,DAMAGE,16,4,12,9536,0,1445
151,1,SUPPORT,10,9,11,3866,5899,570
151,1,SUPPORT,12,9,13,6098,8777,274
151,2,TANK,31,3,8,14393,280,18110
151,2,DAMAGE,11,2,7,3579,0,0
151,2,DAMAGE,28,5,8,9931,0,195
151,2,SUPPORT,30,17,5,5269,5045,1354
151,2,SUPPORT,22,30,6,5163,15086,0
152,1,TANK,28,14,6,14400,1884,6869
152,1,DAMAGE,32,0,6,11132,0,0
152,1,DAMAGE,22,2,10,12543,0,124
152,1,SUPPORT,20,13,8,8434,9213,0
152,1,SUPPORT,22,20,7,12417,8420,0
152,2,TANK,21,5,8,12790,6236,5028
152,2,DAMAGE,23,1,10,12977,378,2663
152,2,DAMAGE,15,3,12,12892,888,1103
152,2,SUPPORT,4,18,11,3754,12958,0
152,2,SUPPORT,2,16,5,1243,15495,0
153,1,TANK,23,4,6,14577,0,5152
153,1,DAMAGE,27,3,8,11679,41,912
153,1,DAMAGE,23,0,9,8219,0,0
153,1,SUPPORT,18,26,4,6210,7589,271
153,1,SUPPORT,22,21,5,6664,12724,0
153,2,TANK,16,3,9,11352,3321,6941
153,2,DAMAGE,15,0,11,11027,0,109
153,2,DAMAGE,22,2,8,9564,0,0
153,2,SUPPORT,10,13,8,2453,12283,613
153,2,SUPPORT,8,14,7,3299,10307,249
154,1,TANK,20,7,4,7711,217,2872
154,1,DAMAGE,18,0,0,5531,0,0
154,1,DAMAGE,17,0,3,6074,0,554
154,1,SUPPORT,13,14,0,3980,3782,60
154,1,SUPPORT,17,13,2,3377,5373,0
154,2,TANK,4,2,7,4925,0,4866
154,2,DAMAGE,6,1,9,5852,21,75
154,2,DAMAGE,4,0,7,4978,612,109
154,2,SUPPORT,4,6,8,1488,4240,697
154,2,SUPPORT,0,6,6,160,6148,0
155,1,TANK,15,2,1,8981,0,2116
155,1,DAMAGE,15,0,3,4944,0,0
155,1,DAMAGE,16,5,8,5179,129,17
155,1,SUPPORT,9,12,3,1888,5080,1440
155,1,SUPPORT,5,12,4,2161,7247,243
155,2,TANK,7,0,5,7733,406,3878
155,2,DAMAGE,9,2,2,5639,0,0
155,2,DAMAGE,9,1,7,4532,0,377
155,2,SUPPORT,4,8,5,2399,3157,0
155,2,SUPPORT,0,6,6,722,6307,0
156,1,TANK,6,2,0,1855,0,900
156,1,DAMAGE,13,0,0,2917,0,0
156,1,DAMAGE,8,1,0,1889,0,0
156,1,SUPPORT,15,4,1,3842,0,0
156,1,SUPPORT,2,6,0,341,3075,35
156,2,TANK,0,0,5,1204,0,1192
156,2,DAMAGE,1,0,5,1969,0,34
156,2,DAMAGE,0,0,5,1168,0,0
156,2,SUPPORT,0,0,3,350,1338,0
156,2,SUPPORT,1,1,5,410,979,413
157,1,TANK,5,1,0,6048,0,2399
157,1,DAMAGE,2,0,1,3474,0,0
157,1,DAMAGE,6,0,2,3124,0,1232
157,1,SUPPORT,7,5,1,3903,3477,0
157,1,SUPPORT,3,0,2,2119,3237,136
157,2,TANK,1,0,4,3291,0,6846
157,2,DAMAGE,4,1,3,2412,0,0
157,2,DAMAGE,2,0,2,5026,0,196
157,2,SUPPORT,0,3,1,786,5669,320
157,2,SUPPORT,0,1,1,724,5839,680
158,1,TANK,9,2,7,6976,0,7273
158,1,DAMAGE,13,1,3,9609,0,129
158,1,DAMAGE,12,0,3,5109,0,0
158,1,SUPPORT,9,10,2,4396,5909,732
158,1,SUPPORT,8,7,2,4530,6851,0
158,2,TANK,11,2,1,8021,2883,1676
158,2,DAMAGE,8,0,6,7388,567,212
158,2,DAMAGE,13,1,4,5714,1155,203
158,2,SUPPORT,4,8,6,1326,6926,0
158,2,SUPPORT,6,12,4,1751,8886,209
159,1,TANK,23,4,1,7963,420,3519
159,1,DAMAGE,17,0,3,5672,0,1058
159,1,DAMAGE,21,0,2,3779,0,0
159,1,SUPPORT,21,10,0,7779,5372,0
159,1,SUPPORT,19,22,1,5468,8431,89
159,2,TANK,1,1,12,3977,284,2679
159,2,DAMAGE,5,1,7,6573,0,90
159,2,DAMAGE,1,0,9,4929,0,161
159,2,SUPPORT,3,2,4,3794,6179,860
159,2,SUPPORT,3,2,6,3200,6674,874
160,1,TANK,29,7,4,10112,347,4982
160,1,DAMAGE,27,0,5,7913,340,401
160,1,DAMAGE,27,0,3,7058,0,0
160,1,SUPPORT,23,25,3,5582,6828,17
160,1,SUPPORT,17,25,4,6666,8327,313
160,2,SUPPORT,12,6,11,3210,8424,0
161,1,TANK,21,6,15,23529,0,15583
161,1,DAMAGE,17,0,11,12100,0,0
161,1,DAMAGE,15,3,14,14737,0,69
161,1,SUPPORT,6,13,14,6162,15545,1964
161,1,SUPPORT,7,9,16,7135,12836,417
161,2,TANK,48,5,6,19353,0,23527
161,2,DAMAGE,38,4,10,18778,0,232
161,2,DAMAGE,51,0,4,19291,0,1302
161,2,SUPPORT,15,32,6,3333,17644,3171
161,2,SUPPORT,2,40,5,240,23918,0
162,1,TANK,21,3,5,10201,0,12355
162,1,DAMAGE,31,0,3,6650,0,0
162,1,DAMAGE,33,0,2,10353,0,1374
162,1,SUPPORT,15,17,4,4032,9245,394
162,1,SUPPORT,16,24,6,6326,8278,115
162,2,TANK,10,3,11,7828,30,7222
162,2,DAMAGE,15,4,13,8693,1273,335
162,2,DAMAGE,9,0,8,8612,268,826
162,2,SUPPORT,10,7,5,5340,11506,0
162,2,SUPPORT,3,1,8,2298,4329,10
163,1,TANK,15,2,7,13266,6181,1209
163,1,DAMAGE,16,0,5,7683,0,0
163,1,DAMAGE,17,4,9,8645,0,0
163,1,SUPPORT,12,13,10,7279,8266,379
163,1,SUPPORT,17,13,9,4065,11805,0
163,2,TANK,22,9,10,17404,2275,6069
163,2,DAMAGE,16,0,7,9259,1343,0
163,2,DAMAGE,23,3,4,11007,0,0
163,2,SUPPORT,15,19,5,5128,9028,812
163,2,SUPPORT,8,19,6,2130,8109,0
164,1,TANK,21,7,0,8155,921,1578
164,1,DAMAGE,30,9,2,8927,0,0
164,1,DAMAGE,20,0,2,4049,0,0
164,1,SUPPORT,23,12,6,8051,5796,0
164,1,SUPPORT,20,11,3,7439,4222,80
164,2,TANK,6,2,11,4929,2279,6498
164,2,DAMAGE,2,1,11,4361,146,0
164,2,DAMAGE,10,1,11,4956,75,0
164,2,SUPPORT,2,3,10,1865,7023,2628
164,2,SUPPORT,3,6,9,1592,6257,18
165,1,TANK,43,8,6,13597,0,11364
165,1,DAMAGE,35,0,3,9858,0,0
165,1,DAMAGE,36,0,3,11552,1304,0
165,1,SUPPORT,8,19,7,2656,5475,135
165,1,SUPPORT,17,30,7,4093,10164,95
165,2,TANK,7,2,9,7280,0,10959
165,2,DAMAGE,12,2,13,8609,0,1206
165,2,DAMAGE,11,0,11,9235,1148,229
165,2,SUPPORT,9,8,8,2954,8218,1352
165,2,SUPPORT,14,4,14,5791,8599,0
166,1,TANK,12,2,1,9326,0,3555
166,1,DAMAGE,11,0,1,3646,0,0
166,1,DAMAGE,13,0,1,6686,100,150
166,1,SUPPORT,10,10,1,2743,4835,0
166,1,SUPPORT,3,11,3,919,5450,237
166,2,TANK,2,0,6,5847,632,3435
166,2,DAMAGE,5,0,4,4694,0,70
166,2,DAMAGE,5,1,4,3627,623,0
166,2,SUPPORT,0,2,4,12,6645,1073
166,2,SUPPORT,0,2,5,1628,4223,359
167,1,TANK,22,10,6,10787,1504,3640
167,1,DAMAGE,25,0,4,11559,0,0
167,1,DAMAGE,21,6,9,9731,0,0
167,1,SUPPORT,17,17,4,6690,11697,794
167,1,SUPPORT,12,26,9,4257,11958,0
167,2,TANK,22,10,7,10585,0,14817
167,2,DAMAGE,22,2,9,14496,0,0
167,2,DAMAGE,17,0,7,11883,556,987
167,2,SUPPORT,10,19,8,4608,10340,0
167,2,SUPPORT,6,17,10,1154,11204,1193
168,1,TANK,15,5,4,8245,0,14740
168,1,DAMAGE,15,2,2,6411,0,0
168,1,DAMAGE,16,2,8,6466,1411,0
168,1,SUPPORT,21,5,5,10182,4790,0
168,1,SUPPORT,17,19,5,6382,8539,0
168,2,TANK,16,3,8,9632,105,10770
168,2,DAMAGE,14,0,5,8549,258,805
168,2,DAMAGE,15,5,9,6867,0,0
168,2,SUPPORT,5,13,7,836,8912,615
168,2,SUPPORT,7,12,7,2771,8712,1338
169,1,TANK,21,7,4,7880,0,3465
169,1,DAMAGE,19,2,2,5365,0,0
169,1,DAMAGE,14,4,4,6961,0,183
169,1,SUPPORT,5,25,1,1629,7405,0
169,1,SUPPORT,23,3,2,9181,3383,0
169,2,TANK,7,4,8,5449,368,5887
169,2,DAMAGE,6,0,9,3350,0,76
169,2,DAMAGE,11,0,7,7679,0,0
169,2,SUPPORT,5,2,6,2289,8604,557
169,2,SUPPORT,1,10,7,472,6627,0
170,1,TANK,20,3,7,11242,0,6758
170,1,DAMAGE,22,0,9,10927,312,1193
170,1,DAMAGE,26,0,2,9158,0,0
170,1,SUPPORT,11,18,6,2021,9541,797
170,1,SUPPORT,29,7,2,12965,7057,331
170,2,TANK,14,1,12,9657,5389,5496
170,2,SUPPORT,8,13,6,3618,11207,0
171,1,TANK,34,12,12,17893,699,10583
171,1,DAMAGE,27,0,10,11367,0,0
171,1,DAMAGE,29,9,11,12445,2314,4068
171,1,SUPPORT,18,26,8,8137,12470,82
171,1,SUPPORT,30,20,6,9880,11987,714
171,2,TANK,22,3,11,11641,2135,8349
171,2,DAMAGE,16,5,12,11262,0,293
171,2,DAMAGE,27,4,14,18208,0,446
171,2,SUPPORT,22,22,8,8315,16862,0
171,2,SUPPORT,21,13,9,9509,10570,551
172,1,TANK,16,4,1,6087,0,8185
172,1,DAMAGE,15,0,2,3526,0,0
172,1,DAMAGE,12,0,2,2608,489,0
172,1,SUPPORT,9,12,3,2820,4166,0
172,1,SUPPORT,0,8,2,0,4749,27
172,2,DAMAGE,3,0,5,4921,0,340
172,2,DAMAGE,1,0,6,2838,0,0
172,2,SUPPORT,3,3,5,3127,2754,0
172,2,SUPPORT,3,3,3,1845,3129,0
173,1,TANK,36,5,7,11531,181,7252
173,1,DAMAGE,34,0,5,9427,0,0
173,1,DAMAGE,36,5,5,18769,0,641
173,1,SUPPORT,0,38,2,94,14488,0
173,1,SUPPORT,15,26,5,2877,9756,287
173,2,TANK,7,2,12,10391,299,9419
173,2,DAMAGE,14,0,10,10466,0,1443
173,2,DAMAGE,10,0,15,9968,1724,0
173,2,SUPPORT,6,8,11,4419,8382,1337
173,2,SUPPORT,9,3,8,3464,8729,776
174,1,TANK,18,8,7,8604,0,9438
174,1,DAMAGE,18,0,4,6262,0,0
174,1,DAMAGE,28,5,3,11610,0,0
174,1,SUPPORT,14,20,5,5718,6073,0
174,1,SUPPORT,12,13,6,3276,5221,576
174,2,TANK,12,1,8,5827,0,13637
174,2,DAMAGE,15,3,7,6846,1984,3451
174,2,DAMAGE,10,2,7,8277,0,0
174,2,SUPPORT,8,10,7,3798,7079,0
