INDEX,TEAM,ROLE,E,A,D,DMG,H,MIT,GAME
49,1,DAMAGE,18,1,8,10534,1148,0,LOSE
49,1,SUPPORT,1,18,5,508,11590,298,LOSE
49,1,SUPPORT,5,14,6,1278,8497,609,LOSE
49,2,TANK,15,4,4,6142,0,12779,WIN
49,2,DAMAGE,19,0,7,11736,1474,0,WIN
49,2,DAMAGE,19,0,6,10395,0,196,WIN
49,2,SUPPORT,5,12,5,2824,8886,305,WIN
49,2,SUPPORT,4,13,6,1616,8488,0,WIN
50,1,TANK,9,5,5,7738,641,3778,LOSE
50,1,DAMAGE,7,0,2,8454,0,0,LOSE
50,1,DAMAGE,6,0,8,9465,84,1644,LOSE
50,1,SUPPORT,5,6,3,3546,9340,562,LOSE
50,1,SUPPORT,4,5,5,3728,11137,4437,LOSE
50,2,TANK,18,4,3,10038,2350,4296,WIN
50,2,DAMAGE,16,8,3,11127,765,0,WIN
50,2,DAMAGE,16,2,3,7653,0,220,WIN
50,2,SUPPORT,6,16,1,1914,9529,75,WIN
50,2,SUPPORT,0,18,2,12,13371,1012,WIN
51,1,TANK,26,4,13,14006,225,18192,LOSE
51,1,DAMAGE,22,0,9,11059,0,0,LOSE
51,1,DAMAGE,21,6,7,11958,1392,2949,LOSE
51,1,SUPPORT,13,14,14,6135,7866,2307,LOSE
51,1,SUPPORT,12,18,11,5529,12785,0,LOSE
51,2,TANK,32,2,8,14631,0,25321,WIN
51,2,DAMAGE,21,7,9,11172,0,29,WIN
51,2,DAMAGE,31,2,9,11321,165,1820,WIN
51,2,SUPPORT,19,23,6,5030,14443,5039,WIN
51,2,SUPPORT,13,25,7,3285,19654,1360,WIN
52,1,TANK,14,1,11,10712,459,8105,LOSE
52,1,DAMAGE,9,0,6,5181,0,0,LOSE
52,1,DAMAGE,17,0,6,10313,0,3799,LOSE
52,1,SUPPORT,14,13,8,3093,8535,759,LOSE
52,1,SUPPORT,8,12,5,4401,12650,0,LOSE
52,2,TANK,19,5,6,11446,0,14268,WIN
52,2,DAMAGE,22,0,6,10692,843,0,WIN
52,2,DAMAGE,24,0,4,10528,195,3328,WIN
52,2,SUPPORT,12,19,2,2430,12585,1028,WIN
52,2,SUPPORT,13,16,5,2410,11138,0,WIN
53,1,TANK,21,3,14,15686,0,9055,LOSE
53,1,DAMAGE,22,0,4,12122,0,0,LOSE
53,1,DAMAGE,23,8,15,15700,638,0,LOSE
53,1,SUPPORT,10,10,8,4660,10543,60,LOSE
53,1,SUPPORT,6,23,12,3751,13572,3340,LOSE
53,2,TANK,28,4,6,13439,996,6141,WIN
53,2,DAMAGE,33,3,6,13075,765,427,WIN
53,2,DAMAGE,35,6,8,12809,952,1960,WIN
53,2,SUPPORT,16,22,10,3301,12992,1340,WIN
53,2,SUPPORT,26,31,7,4852,17546,0,WIN
54,1,TANK,27,8,7,13538,0,23354,LOSE
54,1,DAMAGE,30,0,5,11650,0,0,LOSE
54,1,DAMAGE,30,2,11,15418,980,2060,LOSE
54,1,SUPPORT,19,26,3,6922,13002,0,LOSE
54,1,SUPPORT,5,34,4,2282,16326,707,LOSE
54,2,TANK,17,2,10,11828,0,12135,WIN
54,2,DAMAGE,15,0,17,11689,2600,0,WIN
54,2,DAMAGE,14,0,9,7348,0,0,WIN
54,2,SUPPORT,15,17,7,8796,12564,402,WIN
54,2,SUPPORT,10,15,6,2987,14094,2917,WIN
55,1,TANK,14,4,9,7128,0,6848,LOSE
55,1,DAMAGE,17,0,8,4148,0,0,LOSE
55,1,DAMAGE,20,0,11,6327,0,4830,LOSE
55,1,SUPPORT,10,14,8,2813,8620,736,LOSE
55,1,SUPPORT,0,16,11,831,8130,0,LOSE
55,2,TANK,26,8,5,9234,0,5042,WIN
55,2,DAMAGE,34,0,5,10684,0,5046,WIN
55,2,DAMAGE,27,0,9,6272,0,782,WIN
55,2,SUPPORT,4,27,7,1606,7250,0,WIN
55,2,SUPPORT,18,17,6,2688,4460,208,WIN
56,1,TANK,8,2,12,6743,1475,7911,LOSE
56,1,DAMAGE,19,0,9,8431,0,0,LOSE
56,1,DAMAGE,25,0,10,14097,0,4347,LOSE
56,1,SUPPORT,3,21,10,594,13427,0,LOSE
56,1,SUPPORT,4,13,7,3873,8089,410,LOSE
56,2,TANK,31,7,5,15409,0,10062,WIN
56,2,DAMAGE,20,5,9,9783,97,163,WIN
56,2,DAMAGE,26,4,5,11517,0,3145,WIN
56,2,SUPPORT,0,25,5,80,12148,0,WIN
56,2,SUPPORT,9,20,7,2723,7952,226,WIN
57,1,TANK,20,3,5,11674,0,12914,LOSE
57,1,DAMAGE,20,0,8,7306,0,0,LOSE
57,1,DAMAGE,13,3,11,5594,0,81,LOSE
57,1,SUPPORT,6,6,10,2876,7331,369,LOSE
57,1,SUPPORT,0,14,9,0,9691,0,LOSE
57,2,TANK,26,11,2,10305,0,10286,WIN
57,2,DAMAGE,17,0,9,7884,0,0,WIN
57,2,DAMAGE,29,0,5,10204,0,0,WIN
57,2,SUPPORT,6,20,8,340,9604,0,WIN
57,2,SUPPORT,9,16,7,3051,6034,145,WIN
58,1,TANK,15,4,6,6834,0,9804,LOSE
58,1,DAMAGE,12,0,6,5007,0,0,LOSE
58,1,DAMAGE,15,2,8,8566,1369,262,LOSE
58,1,SUPPORT,8,13,6,1579,7816,112,LOSE
58,1,SUPPORT,8,7,6,4175,6834,471,LOSE
58,2,TANK,16,0,4,6844,0,14290,WIN
58,2,DAMAGE,16,0,6,8610,1204,4,WIN
58,2,DAMAGE,15,5,4,6480,661,0,WIN
58,2,SUPPORT,1,18,5,419,8211,0,WIN
58,2,SUPPORT,10,12,5,5980,5678,0,WIN
59,1,TANK,16,2,6,6043,0,8113,LOSE
59,1,DAMAGE,13,0,6,5623,0,0,LOSE
59,1,DAMAGE,19,2,8,9301,0,714,LOSE
59,1,SUPPORT,21,18,9,9054,7319,2878,LOSE
59,1,SUPPORT,9,10,6,3487,8038,541,LOSE
59,2,TANK,21,5,4,10339,0,5099,WIN
59,2,DAMAGE,17,1,8,8440,0,10,WIN
59,2,DAMAGE,13,2,10,10061,2036,0,WIN
59,2,SUPPORT,8,14,7,3447,10308,554,WIN
59,2,SUPPORT,12,12,6,3176,7915,789,WIN
60,1,TANK,14,2,6,7076,225,6009,LOSE
60,1,DAMAGE,12,0,2,8092,0,0,LOSE
60,1,DAMAGE,9,1,6,5774,147,0,LOSE
60,1,SUPPORT,3,12,6,1900,3736,0,LOSE
60,1,SUPPORT,6,5,3,3610,6357,199,LOSE
60,2,TANK,15,3,3,7520,0,4219,WIN
60,2,DAMAGE,16,2,6,6353,0,0,WIN
60,2,DAMAGE,4,0,7,1951,97,297,WIN
60,2,SUPPORT,8,12,5,3611,6667,0,WIN
60,2,SUPPORT,6,14,2,866,8841,161,WIN
61,1,TANK,8,2,6,4677,224,10321,LOSE
61,1,DAMAGE,8,0,4,4220,0,0,LOSE
61,1,DAMAGE,14,3,10,5610,0,0,LOSE
61,1,SUPPORT,8,8,6,3690,5968,0,LOSE
61,1,SUPPORT,7,7,9,2509,5402,578,LOSE
61,2,TANK,8,1,5,4815,0,2723,WIN
61,2,DAMAGE,17,1,4,7208,0,0,WIN
61,2,DAMAGE,21,5,6,8928,0,0,WIN
61,2,SUPPORT,7,8,2,2336,5916,494,WIN
61,2,SUPPORT,5,19,3,677,8023,0,WIN
62,1,TANK,10,3,9,8127,3358,9594,LOSE
62,1,DAMAGE,11,0,1,6936,0,0,LOSE
62,1,DAMAGE,12,3,9,6176,0,832,LOSE
62,1,SUPPORT,8,9,5,3344,9374,0,LOSE
62,1,SUPPORT,8,11,8,2024,10073,1209,LOSE
62,2,TANK,23,5,5,12264,1122,6010,WIN
62,2,DAMAGE,14,0,8,7533,0,96,WIN
62,2,DAMAGE,14,0,4,7399,537,185,WIN
62,2,SUPPORT,19,12,4,6972,6204,0,WIN
62,2,SUPPORT,7,17,3,1655,9058,0,WIN
63,1,TANK,7,2,6,6671,0,6965,LOSE
63,1,DAMAGE,8,0,3,3519,0,0,LOSE
63,1,DAMAGE,8,1,7,3840,13,0,LOSE
63,1,SUPPORT,4,4,6,1228,6054,1280,LOSE
63,1,SUPPORT,1,6,8,1298,4741,0,LOSE
63,2,TANK,13,1,4,4068,0,10024,WIN
63,2,DAMAGE,18,0,3,4216,896,0,WIN
63,2,DAMAGE,20,0,2,7129,282,0,WIN
63,2,SUPPORT,19,15,2,4447,5509,0,WIN
63,2,SUPPORT,7,9,2,1392,5153,1500,WIN
64,1,TANK,14,2,11,11029,962,12223,LOSE
64,1,DAMAGE,13,0,4,9175,0,201,LOSE
64,1,DAMAGE,21,0,13,9100,227,59,LOSE
64,1,SUPPORT,6,13,8,480,11404,0,LOSE
64,1,SUPPORT,6,14,10,3337,12253,772,LOSE
64,2,TANK,29,2,4,11599,0,3192,WIN
64,2,DAMAGE,15,0,9,8133,96,376,WIN
64,2,DAMAGE,26,0,7,10728,0,0,WIN
64,2,SUPPORT,18,18,5,6199,9718,950,WIN
64,2,SUPPORT,19,25,5,5861,9126,85,WIN
65,1,TANK,14,2,8,7996,0,10426,LOSE
65,1,DAMAGE,16,0,4,8138,0,1224,LOSE
65,1,DAMAGE,19,0,10,6927,13,0,LOSE
65,1,SUPPORT,15,10,9,3822,8883,105,LOSE
65,1,SUPPORT,8,11,5,2098,9208,1031,LOSE
65,2,TANK,16,8,6,8789,0,4908,WIN
65,2,DAMAGE,21,1,6,8929,0,396,WIN
65,2,DAMAGE,24,6,6,11007,0,0,WIN
65,2,SUPPORT,3,24,5,561,11904,719,WIN
65,2,SUPPORT,14,16,6,2301,7192,189,WIN
66,1,TANK,20,1,12,10667,19,6963,LOSE
66,1,DAMAGE,12,0,7,6432,0,0,LOSE
66,1,DAMAGE,18,1,11,10331,594,72,LOSE
66,1,SUPPORT,7,17,12,2338,9224,536,LOSE
66,1,SUPPORT,4,17,12,1938,12387,0,LOSE
66,2,TANK,39,9,4,11090,0,6571,WIN
66,2,DAMAGE,31,8,7,10911,441,3,WIN
66,2,DAMAGE,28,2,6,9471,295,0,WIN
66,2,SUPPORT,18,24,9,5536,7030,0,WIN
66,2,SUPPORT,12,25,5,2149,12172,636,WIN
67,1,TANK,20,4,8,7543,0,9632,LOSE
67,1,DAMAGE,11,0,6,7852,0,469,LOSE
67,1,DAMAGE,13,1,9,7668,540,0,LOSE
67,1,SUPPORT,6,9,10,3105,5211,60,LOSE
67,1,SUPPORT,5,12,6,1659,8874,268,LOSE
67,2,TANK,20,1,3,8409,0,5453,WIN
67,2,DAMAGE,23,0,5,13501,857,2,WIN
67,2,DAMAGE,18,0,6,9129,0,474,WIN
67,2,SUPPORT,2,14,7,762,7436,345,WIN
67,2,SUPPORT,4,16,5,497,10157,0,WIN
68,1,TANK,17,8,8,14102,0,17908,LOSE
68,1,DAMAGE,21,1,4,10463,174,1184,LOSE
68,1,DAMAGE,22,5,9,11334,0,172,LOSE
68,1,SUPPORT,8,13,6,1860,20597,2392,LOSE
68,1,SUPPORT,0,15,6,60,12391,0,LOSE
68,2,TANK,21,11,6,16224,0,9087,WIN
68,2,DAMAGE,20,2,9,11272,72,3995,WIN
68,2,DAMAGE,21,5,8,11415,108,977,WIN
68,2,SUPPORT,11,19,4,2637,15588,526,WIN
68,2,SUPPORT,19,16,4,4683,10796,576,WIN
69,1,TANK,4,1,3,2329,0,1463,LOSE
69,1,DAMAGE,4,0,2,1656,0,0,LOSE
69,1,DAMAGE,2,0,7,4130,1069,0,LOSE
69,1,SUPPORT,4,3,3,1139,1976,0,LOSE
69,1,SUPPORT,4,1,6,1889,2582,76,LOSE
69,2,TANK,10,1,2,2765,0,8228,WIN
69,2,DAMAGE,12,3,2,4637,0,0,WIN
69,2,DAMAGE,10,1,3,3665,0,0,WIN
69,2,SUPPORT,2,7,0,925,4664,338,WIN
69,2,SUPPORT,8,10,2,1871,3224,0,WIN
70,1,TANK,7,1,7,5570,22,8444,LOSE
70,1,DAMAGE,12,0,4,4704,0,0,LOSE
70,1,DAMAGE,8,2,7,4844,0,287,LOSE
70,1,SUPPORT,8,9,7,2622,2954,736,LOSE
70,1,SUPPORT,6,5,4,2044,6013,396,LOSE
70,2,TANK,12,3,2,4460,0,13431,WIN
70,2,DAMAGE,18,1,6,7072,609,0,WIN
70,2,DAMAGE,17,2,5,6480,0,93,WIN
70,2,SUPPORT,8,12,2,2098,7661,300,WIN
70,2,SUPPORT,1,19,3,412,6839,29,WIN
71,1,TANK,8,1,4,12371,99,6989,LOSE
71,1,DAMAGE,8,0,5,4837,0,0,LOSE
71,1,DAMAGE,7,5,9,6445,428,0,LOSE
71,1,SUPPORT,2,7,2,782,10885,589,LOSE
71,1,SUPPORT,4,6,4,2697,7475,1024,LOSE
71,2,TANK,11,2,5,11305,471,10597,WIN
71,2,DAMAGE,8,0,2,6941,0,68,WIN
71,2,DAMAGE,18,2,1,7031,1758,0,WIN
71,2,SUPPORT,0,11,1,520,7730,0,WIN
71,2,SUPPORT,4,10,1,1692,11152,1427,WIN
