I,T,RO,E,A,DE,DA,H,M,RE
386,1,D,13,2,4,7313,0,638,V
386,1,S,10,14,1,3586,4973,629,V
386,1,S,9,21,2,3969,6126,0,V
386,2,T,4,1,9,7319,372,5804,D
386,2,D,8,0,6,5834,248,59,D
386,2,D,4,1,5,5680,519,482,D
386,2,S,1,2,5,602,7080,0,D
386,2,S,5,5,3,3142,7008,964,D
387,1,T,28,5,4,9180,0,12566,V
387,1,D,28,0,1,6918,0,0,V
387,1,D,11,3,7,4893,0,0,V
387,1,S,8,18,2,3701,6050,0,V
387,1,S,17,11,7,5315,4686,332,V
387,2,T,14,2,7,7044,0,4602,D
387,2,D,6,1,9,3107,0,79,D
387,2,D,16,1,8,9362,0,378,D
387,2,S,3,3,11,2342,5371,403,D
387,2,S,2,12,6,936,6804,370,D
388,1,T,20,3,1,5809,0,7523,V
388,1,D,20,0,0,4793,0,0,V
388,1,D,16,3,2,5485,0,0,V
388,1,S,9,14,0,3217,3779,0,V
388,1,S,8,9,0,1903,2858,164,V
388,2,T,1,0,5,3488,340,1693,D
388,2,D,2,1,6,2976,461,52,D
388,2,D,2,0,7,1656,88,0,D
388,2,S,1,1,7,842,3871,747,D
388,2,S,2,2,5,2338,3810,0,D
389,1,T,30,11,11,8950,269,6459,V
389,1,D,49,0,2,13108,0,0,V
389,1,D,42,2,9,12818,0,590,V
389,1,S,28,26,7,7455,8794,1386,V
389,1,S,13,30,7,2152,10331,0,V
389,2,T,17,3,14,11020,0,18139,D
389,2,D,19,0,13,9478,1557,212,D
389,2,D,22,0,13,10875,133,1757,D
389,2,S,9,14,13,3825,6546,0,D
389,2,S,15,16,10,6503,10374,0,D
390,1,T,20,2,3,10238,0,17807,V
390,1,D,29,0,5,8214,0,0,V
390,1,D,21,7,5,7443,0,0,V
390,1,S,18,11,3,5283,5520,444,V
390,1,S,12,10,5,3195,8532,0,V
390,2,T,12,1,9,8313,0,8577,D
390,2,D,7,1,10,6479,867,181,D
390,2,D,11,1,7,6958,0,1671,D
390,2,S,6,6,8,2777,6455,824,D
390,2,S,5,6,10,1896,4874,0,D
391,1,T,51,13,8,23849,1224,28370,V
391,1,D,36,15,11,14672,2822,10424,V
391,1,D,31,5,9,14294,0,447,V
391,1,S,24,35,5,9322,14146,2333,V
391,1,S,17,31,9,5410,13733,0,V
391,2,T,23,4,15,16547,2688,10941,D
391,2,D,19,0,15,15750,95,530,D
391,2,D,22,3,11,14020,1475,0,D
391,2,S,13,23,13,5943,19488,0,D
391,2,S,12,15,15,5305,11269,1366,D
392,1,T,32,3,8,15294,0,16485,V
392,1,D,32,0,4,8865,0,0,V
392,1,D,30,0,8,11341,1237,0,V
392,1,S,27,23,7,8835,7789,0,V
392,1,S,7,24,7,1830,10148,1446,V
392,2,T,20,7,9,10650,0,9332,D
392,2,D,27,3,8,13747,0,273,D
392,2,D,15,4,11,7480,845,2166,D
392,2,S,15,18,9,6260,13620,0,D
392,2,S,10,13,10,3538,9425,987,D
393,1,T,20,3,8,11833,0,20077,V
393,1,D,28,0,4,7511,0,0,V
393,1,D,25,2,8,9164,1399,0,V
393,1,S,30,17,6,12651,5330,0,V
393,1,S,24,22,9,7316,9269,0,V
393,2,T,23,0,9,12138,96,15994,D
393,2,D,11,0,11,6550,12,100,D
393,2,D,16,5,13,10887,413,582,D
393,2,S,12,12,10,3468,9686,943,D
393,2,S,6,11,10,3042,15126,0,D
394,1,T,11,2,0,4413,0,2476,V
394,1,D,12,0,1,4918,0,0,V
394,1,D,14,1,3,6584,0,13,V
394,1,S,7,6,2,2949,1919,122,V
394,1,S,2,4,3,680,2931,0,V
394,2,T,4,0,4,2698,0,1998,D
394,2,D,4,0,5,3589,598,0,D
394,2,D,3,0,3,2642,0,0,D
394,2,S,1,3,6,419,3872,0,D
394,2,S,3,5,5,2226,2561,171,D
395,1,T,41,13,16,18702,776,19177,V
395,1,D,37,10,19,14617,1061,3129,V
395,1,D,44,4,17,16048,737,2639,V
395,1,S,25,40,15,13212,19701,0,V
395,1,S,32,22,11,13727,15457,140,V
395,2,T,30,3,13,26210,1207,34301,D
395,2,D,38,3,20,21866,326,3692,D
395,2,D,45,9,19,22617,0,0,D
395,2,S,21,29,14,6233,21575,0,D
395,2,S,13,21,17,5129,14869,1568,D
396,1,T,0,0,0,0,0,0,V
396,1,D,12,1,3,6487,219,382,V
396,1,D,14,0,5,6916,0,0,V
396,1,S,15,6,2,7192,2106,0,V
396,1,S,9,11,4,2492,5111,0,V
396,2,T,0,0,0,0,0,0,D
396,2,D,0,0,0,0,0,0,D
396,2,D,0,0,0,0,0,0,D
396,2,S,0,0,0,0,0,0,D
396,2,S,0,0,0,0,0,0,D
397,1,T,19,5,3,10969,0,5279,V
397,1,D,22,0,2,8234,0,0,V
397,1,D,20,3,7,9249,0,0,V
397,1,S,21,11,3,7448,4839,0,V
397,1,S,11,6,7,4362,5948,49,V
397,2,T,10,3,6,8073,8486,2418,D
397,2,D,12,1,9,9013,370,0,D
397,2,D,12,0,10,10236,1526,0,D
397,2,S,6,5,7,6421,5310,2333,D
397,2,S,5,7,7,2851,6604,276,D
398,1,T,17,5,4,9332,6481,1948,V
398,1,D,22,0,4,6724,0,0,V
398,1,D,17,0,3,9779,1654,0,V
398,1,S,10,20,1,4011,10727,0,V
398,1,S,17,11,5,6309,9573,0,V
398,2,T,8,5,7,12736,4296,5777,D
398,2,D,7,1,8,9257,0,0,D
398,2,D,8,0,6,7545,466,2070,D
398,2,S,3,7,6,4096,7933,0,D
398,2,S,7,4,6,4537,7093,24,D
399,1,T,21,6,5,11246,1103,1791,V
399,1,D,20,0,5,7237,0,0,V
399,1,D,14,5,5,5615,309,2586,V
399,1,S,6,16,3,2294,8101,741,V
399,1,S,14,16,5,6465,5427,0,V
399,2,T,9,1,7,7688,727,11878,D
399,2,D,11,1,7,6994,40,1639,D
399,2,D,10,1,9,6889,0,0,D
399,2,S,6,8,8,1468,6852,445,D
399,2,S,4,3,2,1842,2183,0,D
400,1,T,28,11,4,10275,361,9589,V
400,1,D,20,0,4,5979,0,0,V
400,1,D,20,1,6,13185,614,0,V
400,1,S,13,18,2,4990,8589,555,V
400,1,S,18,14,4,3859,7320,0,V
400,2,T,9,2,9,6061,2782,5820,D
400,2,D,9,1,7,9798,1027,1141,D
400,2,D,10,0,9,9141,0,20,D
400,2,S,7,3,8,4594,5856,0,D
400,2,S,2,8,4,3045,8775,889,D
401,1,T,13,1,6,9960,0,18122,V
401,1,D,11,0,2,2246,0,0,V
401,1,D,20,7,5,9762,403,1701,V
401,1,S,16,19,7,4758,9376,4245,V
401,1,S,16,14,2,4632,11163,925,V
401,2,T,14,5,7,11436,37,4832,D
401,2,D,17,0,9,7721,640,2806,D
401,2,D,10,6,8,10916,1177,0,D
401,2,S,11,9,9,3963,8587,0,D
401,2,S,10,8,7,2803,6724,384,D
402,1,T,18,7,2,8028,159,5535,V
402,1,D,14,0,2,3973,0,0,V
402,1,D,7,3,5,5407,0,0,V
402,1,S,11,12,0,3620,6316,30,V
402,1,S,9,14,1,2233,5617,0,V
402,2,T,5,0,4,7420,0,8471,D
402,2,D,4,1,7,3728,0,0,D
402,2,D,1,0,7,3761,0,276,D
402,2,S,3,5,5,3140,5458,97,D
402,2,S,1,3,5,2385,5953,2243,D
403,1,T,26,3,12,14302,730,10086,V
403,1,D,25,2,7,12158,148,2080,V
403,1,D,23,1,14,14731,2385,0,V
403,1,S,14,22,9,6373,10202,0,V
403,1,S,12,15,9,5829,12763,364,V
403,2,T,27,6,6,16401,0,16767,D
403,2,D,30,1,9,15688,69,247,D
403,2,D,24,1,10,10721,1257,1064,D
403,2,S,19,27,11,6291,9855,0,D
403,2,S,15,20,8,3772,17235,697,D
404,1,T,21,5,5,12345,880,6520,V
404,1,D,17,0,4,10172,0,0,V
404,1,D,19,0,6,14501,798,110,V
404,1,S,14,15,5,5717,10202,0,V
404,1,S,9,14,6,2832,11471,641,V
404,2,T,14,3,8,7886,4884,4468,D
404,2,D,13,0,6,12394,0,586,D
404,2,D,11,2,8,7792,0,148,D
404,2,S,12,7,3,7974,5365,0,D
404,2,S,12,11,7,5146,11731,0,D
405,1,T,13,4,3,10293,1134,3946,V
405,1,D,9,0,4,6358,0,0,V
405,1,D,18,0,3,8538,0,1287,V
405,1,S,11,10,2,2578,8452,0,V
405,1,S,10,11,4,4130,6617,642,V
405,2,T,7,0,5,6935,5,14628,D
405,2,D,8,0,10,8094,1233,0,D
405,2,D,5,0,5,5173,248,1853,D
405,2,S,6,5,2,2961,8770,1094,D
405,2,S,8,3,5,6199,6483,0,D
406,1,T,38,6,5,15203,171,9313,V
406,1,D,34,0,4,12039,0,0,V
406,1,D,40,2,9,14789,32,252,V
406,1,S,25,30,10,10269,8094,0,V
406,1,S,6,41,7,1583,11957,113,V
406,2,T,17,5,7,9225,787,7517,D
406,2,D,21,3,13,9763,351,1366,D
406,2,D,20,3,11,13667,0,55,D
406,2,S,7,13,15,4430,6671,637,D
406,2,S,7,11,15,4585,5800,511,D
407,1,T,12,0,1,7996,0,9127,V
407,1,D,13,0,2,5372,0,0,V
407,1,D,14,1,2,5304,0,0,V
407,1,S,5,6,1,1806,3747,1080,V
407,1,S,8,6,1,1518,5504,0,V
407,2,T,3,1,4,5617,0,5207,D
407,2,D,5,0,4,3342,843,3782,D
407,2,D,5,1,7,3000,319,0,D
407,2,S,0,1,5,749,3827,0,D
407,2,S,0,1,5,2454,3075,0,D
408,1,T,10,2,1,9694,176,5914,V
408,1,D,9,0,3,3450,0,0,V
408,1,D,9,3,1,5771,0,0,V
408,1,S,3,9,1,1052,5082,845,V
408,1,S,8,10,1,3408,3608,302,V
408,2,T,4,1,2,4764,66,5573,D
408,2,D,5,0,5,4640,631,19,D
408,2,D,5,0,5,3003,154,769,D
408,2,S,0,1,5,1767,5661,1278,D
408,2,S,0,5,3,392,7093,577,D
409,1,T,21,1,1,9299,0,8801,V
409,1,D,25,2,4,7585,1658,0,V
409,1,D,20,0,4,4842,0,0,V
409,1,S,16,8,3,5413,4604,0,V
409,1,S,15,9,4,4827,4844,243,V
409,2,T,8,2,6,6106,300,8049,D
409,2,D,6,0,8,5091,112,2662,D
409,2,D,9,0,9,4151,0,0,D
409,2,S,4,6,9,2988,6365,0,D
409,2,S,6,4,6,1134,7199,0,D
410,1,T,23,6,5,20433,0,10842,V
410,1,D,21,0,9,10558,650,0,V
410,1,D,19,0,11,9403,0,0,V
410,1,S,14,23,2,3916,10792,2100,V
410,1,S,13,16,7,5606,8664,0,V
410,2,T,15,2,8,7030,7689,2107,D
410,2,D,18,1,11,9919,1595,0,D
410,2,D,18,2,5,11789,1098,2330,D
410,2,S,11,9,7,5365,10351,1423,D
410,2,S,8,13,10,2937,9935,203,D
411,1,T,22,3,4,8716,0,8474,V
411,1,D,19,1,6,10395,2,206,V
411,1,D,14,0,7,5810,0,312,V
411,1,S,17,10,3,5630,8616,0,V
411,1,S,5,18,4,3169,10093,0,V
411,2,T,10,4,5,5671,223,9549,D
411,2,D,10,3,8,8231,0,252,D
411,2,D,14,2,10,6152,520,2267,D
411,2,S,7,2,7,6216,5433,0,D
411,2,S,9,6,7,6291,5847,171,D
412,1,T,29,7,11,17224,498,18436,V
412,1,D,35,4,9,15760,1654,336,V
412,1,D,39,0,13,15041,227,2009,V
412,1,S,18,28,11,7823,16029,688,V
412,1,S,18,23,13,6009,14750,915,V
412,2,T,20,8,13,15149,1409,20864,D
412,2,D,22,0,11,17669,0,0,D
412,2,D,38,0,15,21076,746,1990,D
412,2,S,17,29,12,6100,13287,455,D
412,2,S,13,23,13,4513,13478,938,D
413,1,T,23,2,6,8037,9,3254,V
413,1,D,16,1,1,7723,13,122,V
413,1,D,16,2,9,7946,478,761,V
413,1,S,2,17,5,719,6264,0,V
413,1,S,15,11,3,3470,5519,631,V
413,2,T,10,2,8,5221,102,9470,D
413,2,D,14,0,8,6606,0,28,D
413,2,D,13,5,9,6458,0,18,D
413,2,S,5,11,6,2754,7279,480,D
413,2,S,9,14,5,3193,4004,0,D
414,1,T,16,6,0,5744,0,6440,V
414,1,D,14,0,1,6204,0,30,V
414,1,D,6,1,3,4980,0,0,V
414,1,S,6,10,1,1867,5799,238,V
414,1,S,7,5,1,2877,5802,0,V
414,2,T,3,1,5,4941,0,7439,D
414,2,D,2,0,5,3969,78,104,D
414,2,D,2,0,4,5016,354,0,D
414,2,S,0,2,3,732,5624,0,D
414,2,S,1,0,2,2280,5096,354,D
415,1,T,21,4,6,15245,0,7764,V
415,1,D,12,0,2,9282,60,510,V
415,1,D,21,2,12,12589,0,276,V
415,1,S,9,17,6,4864,10719,504,V
415,1,S,16,15,5,6946,10865,0,V
415,2,T,18,3,8,10542,0,13313,D
415,2,D,24,0,7,9154,557,1037,D
415,2,D,11,0,9,10975,0,192,D
415,2,S,14,18,6,6503,10893,0,D
415,2,S,3,15,5,1295,15772,332,D
416,1,T,18,4,6,7892,76,5886,V
416,1,D,16,1,2,8828,7,58,V
416,1,D,9,3,7,6161,84,959,V
416,1,S,7,9,5,1740,6603,643,V
416,1,S,1,9,7,1409,3777,0,V
416,2,T,13,3,4,6827,2518,2043,D
416,2,D,10,2,5,5661,0,0,D
416,2,D,10,1,7,6479,0,204,D
416,2,S,11,2,8,3666,933,0,D
416,2,S,10,10,3,2562,8389,107,D
417,1,T,20,3,8,8221,0,16786,V
417,1,D,20,3,6,8129,0,0,V
417,1,D,21,3,9,10865,42,294,V
417,1,S,10,11,4,4606,6919,2032,V
417,1,S,6,16,6,3161,9278,262,V
417,2,T,19,2,6,8495,0,7416,D
417,2,D,21,0,9,9593,150,1837,D
417,2,D,13,1,8,10836,17,115,D
417,2,S,8,12,7,2118,7232,0,D
417,2,S,9,13,5,3295,8713,651,D
418,1,T,8,4,1,5665,793,1799,V
418,1,D,11,0,1,3406,0,539,V
418,1,D,9,0,1,5160,0,0,V
418,1,S,6,5,1,1714,3023,865,V
418,1,S,5,7,1,1650,2557,0,V
418,2,T,1,0,5,1223,428,9051,D
418,2,D,5,0,4,4520,0,0,D
418,2,D,3,0,3,3294,564,0,D
418,2,S,0,0,2,456,2828,0,D
418,2,S,1,1,4,721,2356,284,D
419,1,T,24,5,8,12933,0,13146,V
419,1,D,30,1,10,8395,465,0,V
419,1,D,31,2,11,13408,90,167,V
419,1,S,24,24,10,8173,9535,2804,V
419,1,S,13,16,6,2659,11868,1367,V
419,2,T,25,4,9,12591,0,12487,D
419,2,D,18,0,12,9478,778,2753,D
419,2,D,26,1,10,15506,25,140,D
419,2,S,12,29,9,4541,13222,0,D
419,2,S,7,16,14,2223,9048,330,D
420,1,T,22,6,2,8864,0,3252,V
420,1,D,15,0,5,7118,67,58,V
420,1,D,21,3,5,10451,66,212,V
420,1,S,0,23,6,0,6504,0,V
420,1,S,14,8,3,2830,7314,0,V
420,2,T,9,3,4,4137,411,3040,D
420,2,D,10,1,9,3643,111,806,D
420,2,D,8,6,6,5741,0,0,D
420,2,S,7,7,9,3611,4173,415,D
420,2,S,8,3,6,6297,3321,0,D
421,1,T,19,1,5,15096,0,13201,V
421,1,D,12,0,5,6426,59,200,V
421,1,D,10,0,9,6789,0,304,V
421,1,S,7,7,4,2813,3627,407,V
421,1,S,11,7,2,4689,6237,0,V
421,2,T,14,5,5,7156,1921,508,D
421,2,D,13,1,8,8605,845,0,D
421,2,D,11,3,6,5321,225,0,D
421,2,S,4,11,3,1960,9081,721,D
421,2,S,7,11,5,1642,9745,1444,D
422,1,T,26,4,8,18042,0,28375,V
422,1,D,25,1,8,13200,233,380,V
422,1,D,37,2,14,17090,617,1868,V
422,1,S,24,20,8,7771,13036,782,V
422,1,S,20,18,9,5619,12764,0,V
422,2,T,20,5,11,11586,6695,3942,D
422,2,D,19,0,13,15010,1454,94,D
422,2,D,27,0,15,14989,61,3023,D
422,2,S,11,19,8,5990,12148,0,D
422,2,S,12,25,11,5003,13954,827,D
423,1,T,15,5,4,6365,0,4336,V
423,1,D,16,1,3,6939,0,0,V
423,1,D,20,3,3,7819,464,197,V
423,1,S,17,11,2,6531,4820,1101,V
423,1,S,10,11,4,2066,5398,0,V
423,2,T,8,1,8,6368,261,8500,D
423,2,D,7,0,6,6842,0,400,D
423,2,D,12,1,5,6536,0,414,D
423,2,S,4,5,6,1559,6448,368,D
423,2,S,1,6,4,646,8118,0,D
424,1,T,19,3,1,8614,0,3241,V
424,1,D,15,0,0,6349,0,0,V
424,1,D,17,1,2,5634,9,412,V
424,1,S,13,19,0,5390,5171,0,V
424,1,S,18,15,0,3103,5724,0,V
424,2,T,1,0,6,4381,1928,4684,D
424,2,D,1,0,7,2857,0,0,D
424,2,D,3,1,5,6585,0,217,D
424,2,S,0,0,6,48,7644,0,D
424,2,S,0,1,6,2126,6640,0,D
425,1,T,19,7,2,8389,0,4400,V
425,1,D,12,0,2,6638,0,0,V
425,1,D,16,0,3,6631,656,0,V
425,1,S,7,11,2,1407,5092,74,V
425,1,S,9,12,4,4232,3697,0,V
425,2,T,8,2,5,4396,155,7503,D
425,2,D,3,0,6,5255,0,0,D
425,2,D,6,1,6,4324,0,468,D
425,2,S,1,5,5,1144,7300,0,D
425,2,S,2,4,6,1687,4674,100,D
426,1,T,33,6,14,15662,1117,31735,V
426,1,D,23,0,9,9342,6,17,V
426,1,D,20,2,17,16249,916,2215,V
426,1,S,1,31,13,16,18010,0,V
426,1,S,16,13,11,6108,15638,444,V
426,2,T,35,8,9,18289,582,10711,D
426,2,D,32,5,13,17911,317,550,D
426,2,D,43,8,7,15872,84,1155,D
426,2,S,33,17,9,10701,10037,203,D
426,2,S,21,23,8,5518,12676,369,D
427,1,T,37,17,8,18629,451,8122,V
427,1,D,24,9,9,15312,76,472,V
427,1,D,40,0,4,10268,0,0,V
427,1,S,19,30,8,6198,16223,778,V
427,1,S,34,38,8,12511,11975,1697,V
427,2,T,24,7,11,18928,37,24324,D
427,2,D,17,2,15,11847,125,155,D
427,2,D,29,0,11,12297,133,3529,D
427,2,S,15,21,7,3106,18852,140,D
427,2,S,16,11,15,5245,15204,0,D
428,1,T,28,4,2,9514,0,9799,V
428,1,D,19,0,4,5390,0,0,V
428,1,D,17,6,5,5520,1348,3681,V
428,1,S,13,9,4,2369,5115,155,V
428,1,S,14,12,5,2684,6722,0,V
428,2,T,10,0,9,8131,76,3290,D
428,2,D,10,1,6,7836,1192,317,D
428,2,D,11,2,7,7452,0,0,D
428,2,S,3,3,7,1819,2965,322,D
428,2,S,0,6,8,1129,4409,650,D
429,1,T,22,7,8,12307,1175,7201,V
429,1,D,19,3,3,9787,1869,6156,V
429,1,D,24,0,8,7255,0,0,V
429,1,S,16,12,4,3268,9227,0,V
429,1,S,9,17,5,3196,8176,1164,V
429,2,T,21,5,6,10284,38,7827,D
429,2,D,11,2,9,8731,1193,3602,D
429,2,D,16,2,8,11604,0,104,D
429,2,S,12,6,9,2141,9377,78,D
429,2,S,10,11,6,4174,6883,0,D
430,1,T,28,9,10,12348,902,15934,V
430,1,D,28,0,12,10971,0,0,V
430,1,D,40,1,8,19591,70,770,V
430,1,S,22,24,10,7475,8314,779,V
430,1,S,20,37,13,6662,11601,57,V
430,2,T,15,1,10,8362,1626,14643,D
430,2,D,21,0,12,14683,0,140,D
430,2,D,31,3,12,12301,84,855,D
430,2,S,9,20,8,3001,11862,560,D
430,2,S,20,21,8,6676,13376,120,D
431,1,T,39,10,8,18827,0,18625,V
431,1,D,43,0,6,13018,0,31,V
431,1,D,33,1,11,18609,526,2402,V
431,1,S,34,30,10,10265,14235,849,V
431,1,S,21,36,10,9769,14213,1255,V
431,2,T,29,9,10,14443,858,15348,D
431,2,D,21,0,16,14007,456,1845,D
431,2,D,26,1,12,18286,2613,1638,D
431,2,S,18,24,11,4993,21106,2262,D
431,2,S,14,26,16,4830,14523,4796,D
432,1,T,26,6,9,14270,243,8173,V
432,1,D,22,0,8,9067,0,0,V
432,1,D,18,4,8,12348,0,2136,V
432,1,S,22,23,7,7196,9056,1400,V
432,1,S,21,19,8,6568,8333,0,V
432,2,T,12,2,15,12172,0,6174,D
432,2,D,21,3,6,9888,1798,5131,D
432,2,D,28,1,10,12132,1315,68,D
432,2,S,18,16,6,4578,10021,436,D
432,2,S,13,14,5,3653,11797,1545,D
433,1,T,16,7,11,8515,0,7672,V
433,1,D,25,0,1,12875,0,0,V
433,1,D,23,2,9,9702,2804,3131,V
433,1,S,12,29,4,2709,11645,0,V
433,1,S,26,12,7,9033,9491,0,V
433,2,T,19,3,6,11462,0,21882,D
433,2,D,16,1,12,14149,0,0,D
433,2,D,20,5,12,13278,1051,1644,D
433,2,S,18,8,6,9179,11127,0,D
433,2,S,10,14,6,8493,8548,0,D
434,1,T,10,2,0,6723,0,5227,V
434,1,D,6,2,4,5925,0,0,V
434,1,D,5,1,2,6778,0,0,V
434,1,S,6,7,1,3344,4868,179,V
434,1,S,1,7,2,1441,7971,224,V
434,2,T,4,1,3,5497,1384,5752,D
434,2,D,5,1,4,4251,0,611,D
434,2,D,3,0,4,4689,0,594,D
434,2,S,1,2,2,1891,4784,155,D
434,2,S,1,3,3,2061,6961,0,D
435,1,T,14,3,6,8382,0,6664,V
435,1,D,19,1,6,10391,412,608,V
435,1,D,14,0,4,5606,0,11,V
435,1,S,8,15,5,2993,8190,43,V
435,1,S,11,11,2,3900,8544,737,V
435,2,T,10,2,5,6426,3111,3563,D
435,2,D,12,1,5,10704,0,603,D
435,2,D,6,0,7,5669,0,1751,D
435,2,S,5,11,4,2496,5379,349,D
435,2,S,6,12,6,3497,6391,455,D
436,1,T,12,1,4,4089,0,9223,V
436,1,D,15,2,3,5419,505,0,V
436,1,D,15,1,0,9470,0,63,V
436,1,S,10,8,2,2641,4807,0,V
436,1,S,8,0,2,3414,4458,0,V
436,2,T,7,3,6,3660,0,9102,D
436,2,D,5,0,5,4017,0,616,D
436,2,D,4,1,6,4800,0,112,D
436,2,S,4,3,6,2581,6655,179,D
436,2,S,7,5,7,2381,4015,2322,D
437,1,T,24,3,7,13582,0,16973,V
437,1,D,24,1,5,9585,243,1689,V
437,1,D,16,1,3,11530,0,1243,V
437,1,S,15,8,2,6755,11972,0,V
437,1,S,16,15,5,4512,8952,775,V
437,2,T,13,3,8,11394,0,13149,D
437,2,D,13,3,10,8080,791,2025,D
437,2,D,12,1,7,10404,0,751,D
437,2,S,6,7,9,2749,11678,1471,D
437,2,S,9,10,8,3711,10194,1647,D
438,1,T,19,3,2,7568,179,5710,V
438,1,D,21,0,4,7467,261,798,V
438,1,D,20,0,4,6637,1175,0,V
438,1,S,6,10,3,2330,6458,728,V
438,1,S,12,10,5,3901,5028,66,V
438,2,T,7,1,6,6996,0,9904,D
438,2,D,11,0,8,4767,202,0,D
438,2,D,9,0,8,4845,1368,1297,D
438,2,S,1,5,8,2342,5557,35,D
438,2,S,7,6,8,3179,4683,676,D
439,1,T,13,3,3,5256,0,5348,V
439,1,D,17,0,0,4641,0,0,V
439,1,D,18,0,3,5310,9,1351,V
439,1,S,13,9,1,5356,3384,0,V
439,1,S,10,16,2,2948,5113,1811,V
439,2,T,7,1,5,6540,266,2451,D
439,2,D,6,0,5,4475,484,625,D
439,2,D,7,0,7,3748,0,251,D
439,2,S,0,8,4,0,5839,0,D
439,2,S,1,5,5,1501,5680,321,D
440,1,T,32,2,5,10959,49,11174,V
440,1,D,29,14,4,11968,0,0,V
440,1,D,33,0,2,7866,0,0,V
440,1,S,33,33,5,6565,7498,205,V
440,1,S,8,15,8,3052,7196,161,V
440,2,T,19,2,12,9943,0,9213,D
440,2,D,8,0,12,7696,369,292,D
440,2,D,9,0,10,8384,0,539,D
440,2,S,3,7,12,2901,7182,690,D
440,2,S,9,7,12,4505,6796,209,D
441,1,T,26,6,7,8070,0,15115,V
441,1,D,14,2,6,7992,45,622,V
441,1,D,22,0,6,7921,0,0,V
441,1,S,24,16,8,6579,7184,0,V
441,1,S,7,12,9,2276,5931,451,V
441,2,T,22,5,6,8742,1192,3960,D
441,2,D,15,4,11,7968,0,0,D
441,2,D,13,0,7,7463,132,706,D
441,2,S,9,11,9,2200,7434,561,D
441,2,S,12,6,7,5736,6126,0,D
442,1,T,15,2,1,6191,0,6381,V
442,1,D,11,1,0,6051,1010,0,V
442,1,D,16,0,2,6458,102,1020,V
442,1,S,13,6,0,3007,5712,0,V
442,1,S,6,15,2,2286,5465,240,V
442,2,T,3,1,5,4018,50,8530,D
442,2,D,3,0,6,4186,628,708,D
442,2,D,3,1,5,4007,321,481,D
442,2,S,1,2,5,548,5272,247,D
442,2,S,3,0,3,3855,5066,0,D
443,1,T,28,4,12,12585,0,9577,V
443,1,D,29,9,5,20028,281,0,V
443,1,D,21,2,14,17067,1626,2394,V
443,1,S,14,7,9,9960,13373,0,V
443,1,S,11,21,8,3668,18994,1250,V
443,2,T,29,8,12,15769,0,17589,D
443,2,D,21,2,15,13542,116,2104,D
443,2,D,28,0,9,15712,0,420,D
443,2,S,21,29,6,9955,16137,0,D
443,2,S,23,16,3,4439,21885,1652,D
444,1,T,27,10,3,13985,0,5570,V
444,1,D,18,1,5,9463,0,55,V
444,1,D,18,2,8,11234,1019,147,V
444,1,S,13,13,7,7310,7175,0,V
444,1,S,1,13,7,962,8455,96,V
444,2,T,19,2,7,11058,2583,3888,D
444,2,D,12,1,8,13605,0,77,D
444,2,D,17,0,6,8932,595,1321,D
444,2,S,8,13,7,5773,13686,0,D
444,2,S,4,8,12,2431,7413,293,D
445,1,T,14,14,7,9492,755,2802,V
445,1,D,17,3,3,7445,0,30,V
445,1,D,21,0,7,6533,59,1415,V
445,1,S,13,15,2,3238,5824,174,V
445,1,S,27,15,2,5561,6549,0,V
445,2,T,10,2,6,6018,4423,3311,D
445,2,D,10,2,9,7593,0,96,D
445,2,D,9,2,8,6043,198,865,D
445,2,S,13,9,8,5281,5147,0,D
445,2,S,8,8,6,2787,6599,504,D
446,1,T,16,2,2,10016,0,13336,V
446,1,D,11,1,4,9898,863,1407,V
446,1,D,17,0,4,8414,0,0,V
446,1,S,7,9,6,3589,7276,0,V
446,1,S,8,17,3,3114,7667,0,V
446,2,T,9,0,3,8458,2985,2986,D
446,2,D,11,0,6,7962,987,29,D
446,2,D,9,0,5,5878,157,360,D
446,2,S,5,4,6,2144,6909,1253,D
446,2,S,5,4,3,3203,10809,1144,D
447,1,T,30,2,5,17285,0,17089,V
447,1,D,29,0,11,11476,52,1265,V
447,1,D,27,1,13,15501,2286,10,V
447,1,S,24,34,10,10612,12137,0,V
447,1,S,18,24,10,4321,11698,962,V
447,2,T,26,6,9,11687,3739,13044,D
447,2,D,22,3,16,10082,0,2426,D
447,2,D,21,2,13,14064,172,342,D
447,2,S,11,16,11,6358,11059,296,D
447,2,S,25,20,6,8890,18218,0,D
448,1,T,11,3,0,4474,0,1518,V
448,1,D,8,0,2,1659,0,505,V
448,1,D,10,2,2,3645,0,0,V
448,1,S,8,4,0,1760,4126,0,V
448,1,S,2,3,3,185,1645,671,V
448,2,T,2,0,3,4067,867,1663,D
448,2,D,3,0,4,2446,0,0,D
448,2,D,3,0,5,2280,0,646,D
448,2,S,1,1,5,1033,1587,135,D
448,2,S,2,2,5,982,1208,0,D
449,1,T,16,4,3,6417,0,7550,V
449,1,D,16,0,3,6141,27,1231,V
449,1,D,24,0,1,7900,0,0,V
449,1,S,10,9,4,3643,3609,8,V
449,1,S,12,8,1,3332,6315,0,V
449,2,T,8,1,6,5076,135,3695,D
449,2,D,7,1,6,4240,1225,0,D
449,2,D,3,1,9,5891,0,0,D
449,2,S,3,8,6,693,6084,0,D
449,2,S,5,4,7,1011,5876,215,D
450,1,T,30,7,8,16715,336,10185,V
450,1,D,22,1,10,6986,0,0,V
450,1,D,30,1,8,15604,1866,6071,V
