I,T,RO,E,A,DE,DA,H,M,RE
129,1,S,12,17,1,3020,8549,259,V
129,1,S,7,25,2,1759,14044,615,V
129,2,T,7,2,9,8320,388,4562,D
129,2,D,7,3,6,8946,830,0,D
129,2,D,4,0,4,5895,0,0,D
129,2,S,0,1,7,3316,5405,0,D
129,2,S,4,6,8,2920,5302,1196,D
130,1,T,40,10,10,19150,0,16028,V
130,1,D,37,0,2,12687,0,2095,V
130,1,D,37,12,11,15208,1651,246,V
130,1,S,23,33,11,8261,11864,903,V
130,1,S,2,32,6,347,14499,0,V
130,2,T,16,7,11,9812,0,11454,D
130,2,D,27,4,12,16163,3107,0,D
130,2,D,29,0,10,12244,0,2475,D
130,2,S,11,20,12,3307,14559,314,D
130,2,S,20,15,11,8241,11847,0,D
131,1,T,23,1,12,13958,0,18144,V
131,1,D,23,0,7,10230,0,2726,V
131,1,D,23,0,9,9671,644,556,V
131,1,S,11,23,6,3216,12534,1393,V
131,1,S,13,19,10,3526,9654,6018,V
131,2,T,33,8,8,13331,146,7059,D
131,2,D,21,8,10,9316,0,84,D
131,2,D,30,0,5,14620,0,3148,D
131,2,S,26,18,9,9881,7502,281,D
131,2,S,8,26,9,2552,12569,235,D
132,1,T,43,23,7,16794,2858,9437,V
132,1,D,34,0,9,14250,0,2243,V
132,1,D,44,2,6,23011,917,1096,V
132,1,S,17,39,10,4591,18354,1428,V
132,1,S,45,28,6,14604,18455,0,V
132,2,T,17,7,16,17362,0,17773,D
132,2,D,30,0,10,23072,0,3530,D
132,2,D,19,1,13,15628,602,3181,D
132,2,S,4,23,11,975,22536,755,D
132,2,S,12,17,13,7289,16222,1657,D
133,1,T,29,11,6,13638,0,13498,V
133,1,D,28,0,4,14549,0,224,V
133,1,D,37,0,3,14422,0,0,V
133,1,S,33,22,8,13205,12729,0,V
133,1,S,15,35,5,4037,15688,1016,V
133,2,T,7,3,13,13279,0,7272,D
133,2,D,15,0,12,7280,0,1049,D
133,2,D,20,0,9,15607,1779,449,D
133,2,S,9,13,10,3342,13374,1139,D
133,2,S,16,10,7,6592,21276,0,D
134,1,T,31,13,12,17878,1828,17526,V
134,1,D,31,3,10,14888,0,865,V
134,1,D,27,5,16,12055,1815,158,V
134,1,S,23,18,11,10404,14724,270,V
134,1,S,30,23,11,13943,21616,0,V
134,2,T,32,6,11,17654,712,15617,D
134,2,D,43,12,6,15130,220,0,D
134,2,D,44,6,11,24353,0,0,D
134,2,S,18,37,9,5889,17723,243,D
134,2,S,24,26,10,8749,20264,3243,D
135,1,T,41,5,6,17455,0,16473,V
135,1,D,33,0,4,11288,0,1632,V
135,1,D,27,1,8,10554,666,0,V
135,1,S,17,37,8,4042,15087,0,V
135,1,S,22,34,9,6840,10956,583,V
135,2,T,24,7,9,15478,116,14768,D
135,2,D,13,0,15,7659,0,1065,D
135,2,D,13,4,15,9235,0,0,D
135,2,S,5,24,10,2478,13382,0,D
135,2,S,28,11,9,9289,10284,0,D
136,1,T,32,4,6,13400,41,7248,V
136,1,D,16,1,1,9110,0,1778,V
136,1,D,32,5,3,12011,890,0,V
136,1,S,13,23,1,2864,7570,250,V
136,1,S,18,29,4,6186,9620,0,V
136,2,T,5,2,10,6921,0,7936,D
136,2,D,11,0,10,7545,746,35,D
136,2,D,8,1,8,5463,0,306,D
136,2,S,8,7,6,3368,9274,1301,D
136,2,S,13,10,6,5896,13376,0,D
137,1,T,23,7,7,12701,150,7761,V
137,1,D,19,0,5,7517,0,70,V
137,1,D,24,0,9,8087,878,0,V
137,1,S,8,14,5,1977,9686,253,V
137,1,S,10,15,5,3909,8652,874,V
137,2,T,24,8,7,12115,0,10673,D
137,2,D,12,4,9,4389,0,0,D
137,2,D,15,5,9,9227,0,0,D
137,2,S,11,13,10,4567,7114,153,D
137,2,S,17,18,7,4754,9526,427,D
138,1,T,21,5,9,9600,838,7217,V
138,1,D,26,7,3,10639,0,0,V
138,1,D,25,2,3,15361,396,0,V
138,1,S,16,18,10,7822,10538,0,V
138,1,S,29,11,7,10442,7439,2188,V
138,2,T,18,3,11,11855,4424,4326,D
138,2,D,15,7,12,9107,525,3114,D
138,2,D,12,3,11,5357,0,0,D
138,2,S,23,13,5,9543,13378,0,D
138,2,S,12,18,7,5799,12189,3007,D
139,1,T,35,10,11,15677,0,27306,V
139,1,D,37,7,4,15406,0,0,V
139,1,D,44,8,8,20522,72,191,V
139,1,S,17,26,9,5299,12406,402,V
139,1,S,19,33,6,3514,19602,0,V
139,2,T,25,9,12,18466,1687,7270,D
139,2,D,20,1,12,11883,1957,0,D
139,2,D,14,2,15,11721,0,0,D
139,2,S,11,13,13,4339,12509,923,D
139,2,S,16,16,11,7752,13123,678,D
140,1,T,31,12,12,15499,0,7565,V
140,1,D,33,3,5,13118,0,0,V
140,1,D,40,10,12,15093,0,990,V
140,1,S,23,27,5,6435,12113,0,V
140,1,S,0,39,9,0,15098,0,V
140,2,T,22,3,13,9186,0,22172,D
140,2,D,16,1,16,12009,500,2069,D
140,2,D,26,0,10,14950,0,0,D
140,2,S,15,18,9,6656,12248,0,D
140,2,S,19,17,9,7646,9989,1171,D
141,1,T,24,5,6,8512,0,3977,V
141,1,D,20,1,9,6280,363,0,V
141,1,D,25,2,3,9168,0,0,V
141,1,S,13,18,4,1639,8730,808,V
141,1,S,15,17,8,4096,4649,2402,V
141,2,T,16,4,8,7999,0,7321,D
141,2,D,12,0,9,8090,0,0,D
141,2,D,16,2,9,6065,377,516,D
141,2,S,5,8,9,3409,6013,1023,D
141,2,S,9,11,8,3332,5849,0,D
142,1,T,10,1,2,6028,0,4407,V
142,1,D,10,0,0,5536,0,0,V
142,1,D,8,0,3,3395,0,932,V
142,1,S,7,11,1,2257,4930,279,V
142,1,S,5,10,0,1216,4942,0,V
142,2,T,3,0,5,3130,0,10886,D
142,2,D,3,0,1,4341,0,0,D
142,2,D,1,0,3,799,143,0,D
142,2,S,2,3,3,8246,4932,119,D
142,2,S,5,2,3,3241,5504,0,D
143,1,T,33,3,8,15290,0,14597,V
143,1,D,35,3,11,13346,0,0,V
143,1,D,29,1,7,14185,161,0,V
143,1,S,15,15,14,3669,7083,686,V
143,1,S,1,39,5,231,18000,0,V
143,2,T,19,5,7,12174,655,7195,D
143,2,D,28,0,11,13613,0,962,D
143,2,D,22,0,14,11187,188,329,D
143,2,S,13,14,11,4266,8442,331,D
143,2,S,22,18,9,5190,9569,1150,D
144,1,T,32,5,11,15527,0,20916,V
144,1,D,33,11,8,15019,0,0,V
144,1,D,41,1,19,16064,1561,998,V
144,1,S,22,30,15,5721,13484,2227,V
144,1,S,31,26,12,10284,11636,0,V
144,2,T,38,7,10,20920,450,13977,D
144,2,D,43,2,10,17101,0,798,D
144,2,D,16,3,20,8332,1314,0,D
144,2,S,9,35,13,2486,16948,2011,D
144,2,S,30,22,14,10964,11688,691,D
145,1,T,17,5,1,7208,352,3318,V
145,1,D,10,1,5,4514,0,0,V
145,1,D,18,1,2,9527,0,136,V
145,1,S,12,12,2,2181,4875,785,V
145,1,S,1,19,1,120,8137,0,V
145,2,T,6,0,6,6621,0,4627,D
145,2,D,5,0,5,4702,529,568,D
145,2,D,2,0,6,3242,346,0,D
145,2,S,2,3,7,2594,3809,225,D
145,2,S,7,5,6,3590,5566,0,D
146,1,T,12,0,9,7956,0,28268,V
146,1,D,22,0,3,10715,0,173,V
146,1,D,21,3,7,15343,941,754,V
146,1,S,0,22,3,200,16227,540,V
146,1,S,12,15,1,3553,15858,0,V
146,2,T,19,1,4,14742,0,19714,D
146,2,D,15,2,10,10133,0,78,D
146,2,D,14,7,7,12591,396,0,D
146,2,S,13,14,3,5329,10543,242,D
146,2,S,5,14,7,3837,10344,250,D
147,1,T,24,11,5,17018,1563,9248,V
147,1,D,20,1,3,13503,0,434,V
147,1,D,23,0,7,15858,210,202,V
147,1,S,14,18,4,7470,14200,1271,V
147,1,S,2,29,3,370,14180,0,V
147,2,T,13,3,8,15999,3923,4328,D
147,2,D,14,3,12,11747,0,117,D
147,2,D,9,3,7,10972,750,13,D
147,2,S,7,12,4,3562,14985,263,D
147,2,S,6,14,7,4421,13786,0,D
148,1,T,44,3,5,19928,0,8270,V
148,1,D,18,0,2,9620,0,60,V
148,1,D,22,10,9,5475,455,100,V
148,1,S,12,26,5,2041,9390,353,V
148,1,S,22,31,2,4701,13744,0,V
148,2,T,11,1,11,11326,171,6618,D
148,2,D,12,1,11,10128,1040,619,D
148,2,D,11,1,11,6901,0,105,D
148,2,S,14,12,9,4787,11937,536,D
148,2,S,9,12,11,3769,6430,453,D
149,1,T,10,2,3,4258,0,9962,V
149,1,D,17,0,0,4996,0,0,V
149,1,D,25,0,1,8305,0,1368,V
149,1,S,12,16,2,2628,7099,0,V
149,1,S,10,17,4,1976,4567,267,V
149,2,T,7,1,5,5758,0,4332,D
149,2,D,7,0,7,4487,0,0,D
149,2,D,6,1,8,4041,0,138,D
149,2,S,2,8,5,1028,5456,0,D
149,2,S,4,6,5,3232,5045,0,D
150,1,T,33,6,9,17339,1592,5547,V
150,1,D,32,0,2,8958,0,0,V
150,1,D,16,1,10,9005,0,538,V
150,1,S,15,25,9,4560,9022,784,V
150,1,S,12,26,9,2664,11067,33,V
150,2,T,25,4,12,10418,774,9581,D
150,2,D,20,2,5,10612,801,0,D
150,2,D,25,0,10,13980,0,380,D
150,2,S,15,18,13,4789,8260,207,D
150,2,S,7,25,9,2726,10800,0,D
151,1,T,17,7,17,11220,379,7534,V
151,1,D,22,4,10,11597,0,0,V
151,1,D,16,4,12,9536,0,1445,V
151,1,S,10,9,11,3866,5899,570,V
151,1,S,12,9,13,6098,8777,274,V
151,2,T,31,3,8,14393,280,18110,D
151,2,D,11,2,7,3579,0,0,D
151,2,D,28,5,8,9931,0,195,D
151,2,S,30,17,5,5269,5045,1354,D
151,2,S,22,30,6,5163,15086,0,D
152,1,T,28,14,6,14400,1884,6869,V
152,1,D,32,0,6,11132,0,0,V
152,1,D,22,2,10,12543,0,124,V
152,1,S,20,13,8,8434,9213,0,V
152,1,S,22,20,7,12417,8420,0,V
152,2,T,21,5,8,12790,6236,5028,D
152,2,D,23,1,10,12977,378,2663,D
152,2,D,15,3,12,12892,888,1103,D
152,2,S,4,18,11,3754,12958,0,D
152,2,S,2,16,5,1243,15495,0,D
153,1,T,23,4,6,14577,0,5152,V
153,1,D,27,3,8,11679,41,912,V
153,1,D,23,0,9,8219,0,0,V
153,1,S,18,26,4,6210,7589,271,V
153,1,S,22,21,5,6664,12724,0,V
153,2,T,16,3,9,11352,3321,6941,D
153,2,D,15,0,11,11027,0,109,D
153,2,D,22,2,8,9564,0,0,D
153,2,S,10,13,8,2453,12283,613,D
153,2,S,8,14,7,3299,10307,249,D
154,1,T,20,7,4,7711,217,2872,V
154,1,D,18,0,0,5531,0,0,V
154,1,D,17,0,3,6074,0,554,V
154,1,S,13,14,0,3980,3782,60,V
154,1,S,17,13,2,3377,5373,0,V
154,2,T,4,2,7,4925,0,4866,D
154,2,D,6,1,9,5852,21,75,D
154,2,D,4,0,7,4978,612,109,D
154,2,S,4,6,8,1488,4240,697,D
154,2,S,0,6,6,160,6148,0,D
155,1,T,15,2,1,8981,0,2116,V
155,1,D,15,0,3,4944,0,0,V
155,1,D,16,5,8,5179,129,17,V
155,1,S,9,12,3,1888,5080,1440,V
155,1,S,5,12,4,2161,7247,243,V
155,2,T,7,0,5,7733,406,3878,D
155,2,D,9,2,2,5639,0,0,D
155,2,D,9,1,7,4532,0,377,D
155,2,S,4,8,5,2399,3157,0,D
155,2,S,0,6,6,722,6307,0,D
156,1,T,6,2,0,1855,0,900,V
156,1,D,13,0,0,2917,0,0,V
156,1,D,8,1,0,1889,0,0,V
156,1,S,15,4,1,3842,0,0,V
156,1,S,2,6,0,341,3075,35,V
156,2,T,0,0,5,1204,0,1192,D
156,2,D,1,0,5,1969,0,34,D
156,2,D,0,0,5,1168,0,0,D
156,2,S,0,0,3,350,1338,0,D
156,2,S,1,1,5,410,979,413,D
157,1,T,5,1,0,6048,0,2399,V
157,1,D,2,0,1,3474,0,0,V
157,1,D,6,0,2,3124,0,1232,V
157,1,S,7,5,1,3903,3477,0,V
157,1,S,3,0,2,2119,3237,136,V
157,2,T,1,0,4,3291,0,6846,D
157,2,D,4,1,3,2412,0,0,D
157,2,D,2,0,2,5026,0,196,D
157,2,S,0,3,1,786,5669,320,D
157,2,S,0,1,1,724,5839,680,D
158,1,T,9,2,7,6976,0,7273,V
158,1,D,13,1,3,9609,0,129,V
158,1,D,12,0,3,5109,0,0,V
158,1,S,9,10,2,4396,5909,732,V
158,1,S,8,7,2,4530,6851,0,V
158,2,T,11,2,1,8021,2883,1676,D
158,2,D,8,0,6,7388,567,212,D
158,2,D,13,1,4,5714,1155,203,D
158,2,S,4,8,6,1326,6926,0,D
158,2,S,6,12,4,1751,8886,209,D
159,1,T,23,4,1,7963,420,3519,V
159,1,D,17,0,3,5672,0,1058,V
159,1,D,21,0,2,3779,0,0,V
159,1,S,21,10,0,7779,5372,0,V
159,1,S,19,22,1,5468,8431,89,V
159,2,T,1,1,12,3977,284,2679,D
159,2,D,5,1,7,6573,0,90,D
159,2,D,1,0,9,4929,0,161,D
159,2,S,3,2,4,3794,6179,860,D
159,2,S,3,2,6,3200,6674,874,D
160,1,T,29,7,4,10112,347,4982,V
160,1,D,27,0,5,7913,340,401,V
160,1,D,27,0,3,7058,0,0,V
160,1,S,23,25,3,5582,6828,17,V
160,1,S,17,25,4,6666,8327,313,V
160,2,T,0,0,0,0,0,0,D
160,2,D,0,0,0,0,0,0,D
160,2,D,0,0,0,0,0,0,D
160,2,S,12,6,11,3210,8424,0,D
160,2,S,0,0,0,0,0,0,D
161,1,T,21,6,15,23529,0,15583,V
161,1,D,17,0,11,12100,0,0,V
161,1,D,15,3,14,14737,0,69,V
161,1,S,6,13,14,6162,15545,1964,V
161,1,S,7,9,16,7135,12836,417,V
161,2,T,48,5,6,19353,0,23527,D
161,2,D,38,4,10,18778,0,232,D
161,2,D,51,0,4,19291,0,1302,D
161,2,S,15,32,6,3333,17644,3171,D
161,2,S,2,40,5,240,23918,0,D
162,1,T,21,3,5,10201,0,12355,V
162,1,D,31,0,3,6650,0,0,V
162,1,D,33,0,2,10353,0,1374,V
162,1,S,15,17,4,4032,9245,394,V
162,1,S,16,24,6,6326,8278,115,V
162,2,T,10,3,11,7828,30,7222,D
162,2,D,15,4,13,8693,1273,335,D
162,2,D,9,0,8,8612,268,826,D
162,2,S,10,7,5,5340,11506,0,D
162,2,S,3,1,8,2298,4329,10,D
163,1,T,15,2,7,13266,6181,1209,V
163,1,D,16,0,5,7683,0,0,V
163,1,D,17,4,9,8645,0,0,V
163,1,S,12,13,10,7279,8266,379,V
163,1,S,17,13,9,4065,11805,0,V
163,2,T,22,9,10,17404,2275,6069,D
163,2,D,16,0,7,9259,1343,0,D
163,2,D,23,3,4,11007,0,0,D
163,2,S,15,19,5,5128,9028,812,D
163,2,S,8,19,6,2130,8109,0,D
164,1,T,21,7,0,8155,921,1578,V
164,1,D,30,9,2,8927,0,0,V
164,1,D,20,0,2,4049,0,0,V
164,1,S,23,12,6,8051,5796,0,V
164,1,S,20,11,3,7439,4222,80,V
164,2,T,6,2,11,4929,2279,6498,D
164,2,D,2,1,11,4361,146,0,D
164,2,D,10,1,11,4956,75,0,D
164,2,S,2,3,10,1865,7023,2628,D
164,2,S,3,6,9,1592,6257,18,D
165,1,T,43,8,6,13597,0,11364,V
165,1,D,35,0,3,9858,0,0,V
165,1,D,36,0,3,11552,1304,0,V
165,1,S,8,19,7,2656,5475,135,V
165,1,S,17,30,7,4093,10164,95,V
165,2,T,7,2,9,7280,0,10959,D
165,2,D,12,2,13,8609,0,1206,D
165,2,D,11,0,11,9235,1148,229,D
165,2,S,9,8,8,2954,8218,1352,D
165,2,S,14,4,14,5791,8599,0,D
166,1,T,12,2,1,9326,0,3555,V
166,1,D,11,0,1,3646,0,0,V
166,1,D,13,0,1,6686,100,150,V
166,1,S,10,10,1,2743,4835,0,V
166,1,S,3,11,3,919,5450,237,V
166,2,T,2,0,6,5847,632,3435,D
166,2,D,5,0,4,4694,0,70,D
166,2,D,5,1,4,3627,623,0,D
166,2,S,0,2,4,12,6645,1073,D
166,2,S,0,2,5,1628,4223,359,D
167,1,T,22,10,6,10787,1504,3640,V
167,1,D,25,0,4,11559,0,0,V
167,1,D,21,6,9,9731,0,0,V
167,1,S,17,17,4,6690,11697,794,V
167,1,S,12,26,9,4257,11958,0,V
167,2,T,22,10,7,10585,0,14817,D
167,2,D,22,2,9,14496,0,0,D
167,2,D,17,0,7,11883,556,987,D
167,2,S,10,19,8,4608,10340,0,D
167,2,S,6,17,10,1154,11204,1193,D
168,1,T,15,5,4,8245,0,14740,V
168,1,D,15,2,2,6411,0,0,V
168,1,D,16,2,8,6466,1411,0,V
168,1,S,21,5,5,10182,4790,0,V
168,1,S,17,19,5,6382,8539,0,V
168,2,T,16,3,8,9632,105,10770,D
168,2,D,14,0,5,8549,258,805,D
168,2,D,15,5,9,6867,0,0,D
168,2,S,5,13,7,836,8912,615,D
168,2,S,7,12,7,2771,8712,1338,D
169,1,T,21,7,4,7880,0,3465,V
169,1,D,19,2,2,5365,0,0,V
169,1,D,14,4,4,6961,0,183,V
169,1,S,5,25,1,1629,7405,0,V
169,1,S,23,3,2,9181,3383,0,V
169,2,T,7,4,8,5449,368,5887,D
169,2,D,6,0,9,3350,0,76,D
169,2,D,11,0,7,7679,0,0,D
169,2,S,5,2,6,2289,8604,557,D
169,2,S,1,10,7,472,6627,0,D
170,1,T,20,3,7,11242,0,6758,V
170,1,D,22,0,9,10927,312,1193,V
170,1,D,26,0,2,9158,0,0,V
170,1,S,11,18,6,2021,9541,797,V
170,1,S,29,7,2,12965,7057,331,V
170,2,T,14,1,12,9657,5389,5496,D
170,2,D,0,0,0,0,0,0,D
170,2,D,0,0,0,0,0,0,D
170,2,S,8,13,6,3618,11207,0,D
170,2,S,0,0,0,0,0,0,D
171,1,T,34,12,12,17893,699,10583,V
171,1,D,27,0,10,11367,0,0,V
171,1,D,29,9,11,12445,2314,4068,V
171,1,S,18,26,8,8137,12470,82,V
171,1,S,30,20,6,9880,11987,714,V
171,2,T,22,3,11,11641,2135,8349,D
171,2,D,16,5,12,11262,0,293,D
171,2,D,27,4,14,18208,0,446,D
171,2,S,22,22,8,8315,16862,0,D
171,2,S,21,13,9,9509,10570,551,D
172,1,T,16,4,1,6087,0,8185,V
172,1,D,15,0,2,3526,0,0,V
172,1,D,12,0,2,2608,489,0,V
172,1,S,9,12,3,2820,4166,0,V
172,1,S,0,8,2,0,4749,27,V
172,2,T,0,0,0,0,0,0,D
172,2,D,3,0,5,4921,0,340,D
172,2,D,1,0,6,2838,0,0,D
172,2,S,3,3,5,3127,2754,0,D
172,2,S,3,3,3,1845,3129,0,D
173,1,T,36,5,7,11531,181,7252,V
173,1,D,34,0,5,9427,0,0,V
173,1,D,36,5,5,18769,0,641,V
173,1,S,0,38,2,94,14488,0,V
173,1,S,15,26,5,2877,9756,287,V
173,2,T,7,2,12,10391,299,9419,D
173,2,D,14,0,10,10466,0,1443,D
173,2,D,10,0,15,9968,1724,0,D
173,2,S,6,8,11,4419,8382,1337,D
173,2,S,9,3,8,3464,8729,776,D
174,1,T,18,8,7,8604,0,9438,V
174,1,D,18,0,4,6262,0,0,V
174,1,D,28,5,3,11610,0,0,V
174,1,S,14,20,5,5718,6073,0,V
174,1,S,12,13,6,3276,5221,576,V
174,2,T,12,1,8,5827,0,13637,D
174,2,D,15,3,7,6846,1984,3451,D
174,2,D,10,2,7,8277,0,0,D
174,2,S,8,10,7,3798,7079,0,D
174,2,S,6,5,8,1205,9497,955,D
175,1,T,19,12,1,6445,0,6105,V
175,1,D,10,0,3,2807,0,0,V
175,1,D,11,3,1,7365,0,0,V
175,1,S,9,16,2,2095,4968,0,V
175,1,S,6,15,2,746,5635,0,V
175,2,T,6,2,4,3391,0,4743,D
175,2,D,2,0,7,3612,0,0,D
175,2,D,6,0,4,5458,0,1096,D
175,2,S,3,4,4,1514,4346,0,D
175,2,S,1,3,4,973,5278,19,D
176,1,T,24,10,11,14480,1496,8940,V
176,1,D,28,0,7,10684,0,0,V
176,1,D,19,4,11,10919,0,0,V
176,1,S,21,14,4,7585,13614,0,V
176,1,S,7,25,10,4183,13696,101,V
176,2,T,27,9,8,12377,0,17694,D
176,2,D,22,3,9,12841,267,650,D
176,2,D,21,3,12,14655,525,56,D
176,2,S,17,20,12,4309,14196,757,D
176,2,S,19,3,7,10744,7286,0,D
177,1,T,15,0,5,7367,0,5502,V
177,1,D,12,0,3,4733,0,0,V
177,1,D,6,8,5,3322,263,0,V
177,1,S,4,10,3,2396,5081,211,V
177,1,S,15,1,6,7332,2916,0,V
177,2,T,11,2,5,5058,0,5046,D
177,2,D,7,2,6,5007,285,0,D
177,2,D,9,0,4,5378,664,72,D
177,2,S,15,7,4,3893,6203,318,D
177,2,S,2,8,5,873,6436,0,D
178,1,T,18,3,2,6643,0,9531,V
178,1,D,24,0,1,6204,0,0,V
178,1,D,19,0,2,5057,0,378,V
178,1,S,10,21,2,3287,9919,0,V
178,1,S,16,10,2,3805,5233,691,V
178,2,T,6,2,7,6191,0,4498,D
178,2,D,5,1,5,4812,247,0,D
178,2,D,4,0,7,7925,35,37,D
178,2,S,1,4,8,1944,4306,183,D
178,2,S,5,6,6,2210,6311,0,D
179,1,T,22,7,7,9639,0,14431,V
179,1,D,30,0,7,8304,0,0,V
179,1,D,29,5,8,10111,0,424,V
179,1,S,21,6,2,8255,7717,0,V
179,1,S,16,20,3,4294,9403,1295,V
179,2,T,14,6,9,8293,0,6776,D
179,2,D,13,1,9,10674,486,265,D
179,2,D,17,0,12,7953,0,116,D
179,2,S,12,12,11,5527,6481,0,D
179,2,S,6,12,12,3033,9189,816,D
180,1,T,31,6,5,14798,0,9361,V
180,1,D,31,0,8,10143,0,0,V
180,1,D,35,7,8,16193,0,0,V
180,1,S,11,35,2,4271,17341,0,V
180,1,S,15,18,2,4588,15532,1396,V
180,2,T,11,3,11,17712,0,9063,D
180,2,D,14,0,9,15865,0,1522,D
180,2,D,16,1,17,11568,359,0,D
180,2,S,6,9,12,4145,8959,2676,D
180,2,S,2,14,11,792,14284,0,D
181,1,T,25,2,6,10101,0,8897,V
181,1,D,30,0,4,9180,0,0,V
181,1,D,25,0,4,11238,0,382,V
181,1,S,13,20,3,2846,10201,541,V
181,1,S,16,26,2,5733,9524,0,V
181,2,T,4,1,12,8342,0,12974,D
181,2,D,17,1,9,10275,0,1042,D
181,2,D,9,2,9,9481,0,0,D
181,2,S,1,8,7,913,10589,650,D
181,2,S,9,7,9,2927,5277,241,D
182,1,T,23,16,4,7283,859,6567,V
182,1,D,27,0,0,6936,0,0,V
182,1,D,15,3,8,5454,0,864,V
182,1,S,8,13,3,1627,6941,0,V
182,1,S,15,12,4,2438,6398,638,V
182,2,T,10,0,4,6324,0,4893,D
182,2,D,7,2,9,7251,32,0,D
182,2,D,7,3,11,6497,0,100,D
182,2,S,9,5,9,6265,3606,0,D
182,2,S,0,11,4,168,5152,0,D
183,1,T,33,17,10,16720,0,10463,V
183,1,D,29,10,7,17350,0,573,V
183,1,D,25,0,5,11263,0,0,V
183,1,S,16,26,12,8434,10158,53,V
183,1,S,17,22,6,7972,13989,234,V
183,2,T,24,8,14,18284,0,13143,D
183,2,D,20,2,11,14655,2268,6180,D
183,2,D,16,1,12,12053,0,215,D
183,2,S,13,21,9,4029,15683,1759,D
183,2,S,8,22,7,1178,18681,1905,D
184,1,T,24,7,7,12331,0,16362,V
184,1,D,27,0,5,7075,0,0,V
184,1,D,25,15,9,6574,480,0,V
184,1,S,17,17,3,5030,8887,2180,V
184,1,S,27,14,3,9754,11635,0,V
184,2,T,14,1,8,6881,0,13144,D
184,2,D,15,3,7,11044,2128,100,D
184,2,D,17,0,7,10358,0,529,D
184,2,S,6,17,8,4618,12854,129,D
184,2,S,9,9,13,4448,7451,688,D
185,1,T,37,11,13,16634,0,12350,V
185,1,D,43,0,13,12654,0,0,V
185,1,D,34,4,16,13779,950,115,V
185,1,S,34,33,13,9021,18336,0,V
185,1,S,20,29,16,7884,9116,1575,V
185,2,T,40,11,15,13001,499,8674,D
185,2,D,43,0,13,16086,0,365,D
185,2,D,37,5,17,14517,267,484,D
185,2,S,28,20,13,11362,14432,0,D
185,2,S,19,34,15,7335,11389,548,D
186,1,T,27,10,4,11269,0,7744,V
186,1,D,20,0,3,5198,0,0,V
186,1,D,21,3,4,9755,0,0,V
186,1,S,18,19,3,4912,10786,0,V
186,1,S,8,16,5,2546,8933,2122,V
186,2,T,15,3,7,7456,0,5271,D
186,2,D,13,1,6,9350,0,10,D
186,2,D,14,4,6,8258,0,77,D
186,2,S,3,15,7,432,13439,336,D
186,2,S,7,8,5,7138,7131,0,D
187,1,T,43,8,9,23918,24,8829,V
187,1,D,33,5,8,16739,0,352,V
187,1,D,35,0,11,14562,49,0,V
187,1,S,22,30,5,5523,11866,277,V
187,1,S,14,29,8,3835,12578,1366,V
187,2,T,16,3,9,10046,0,30946,D
187,2,D,20,5,15,12078,0,1089,D
187,2,D,33,3,14,16313,0,2758,D
187,2,S,19,13,10,7903,16987,0,D
187,2,S,8,19,11,2667,20951,1798,D
188,1,T,19,0,8,11883,335,6134,V
188,1,D,14,2,7,9144,0,654,V
188,1,D,15,2,13,7942,537,949,V
188,1,S,10,17,2,3683,7974,213,V
188,1,S,13,13,4,5989,5654,360,V
188,2,T,24,4,6,12719,0,14506,D
188,2,D,11,1,8,6786,644,3383,D
188,2,D,25,5,8,8714,0,431,D
188,2,S,8,15,3,2164,14108,0,D
188,2,S,5,11,6,2347,9283,220,D
189,1,T,13,5,1,4903,350,2878,V
189,1,D,18,0,5,9020,947,0,V
189,1,D,19,2,6,6396,120,540,V
189,1,S,10,16,3,1538,7243,466,V
189,1,S,7,11,2,1311,6884,464,V
189,2,T,8,3,5,4704,203,3185,D
189,2,D,8,3,5,6794,0,368,D
189,2,D,6,1,9,4708,0,566,D
189,2,S,9,6,3,4016,4736,271,D
189,2,S,6,3,8,3671,4507,0,D
190,1,T,33,9,4,9127,0,4729,V
190,1,D,19,0,4,6958,0,0,V
190,1,D,24,1,6,6886,823,0,V
190,1,S,18,23,5,2559,8488,962,V
190,1,S,25,24,3,5611,10607,0,V
190,2,T,15,4,7,6871,26,4371,D
190,2,D,13,1,9,8778,0,295,D
190,2,D,10,3,7,8397,180,0,D
190,2,S,10,5,9,7615,5514,0,D
190,2,S,0,9,9,1134,7326,166,D
191,1,T,30,5,8,11894,382,7715,V
191,1,D,25,0,3,8275,0,0,V
191,1,D,21,5,4,11020,0,612,V
191,1,S,9,21,4,2915,11253,0,V
191,1,S,12,14,5,5073,6417,893,V
191,2,T,15,3,9,10706,0,7275,D
191,2,D,13,1,7,10073,0,0,D
191,2,D,10,0,11,6414,427,10,D
191,2,S,8,11,9,2179,9625,606,D
191,2,S,13,12,5,4105,10045,0,D
192,1,T,20,8,1,6620,0,2717,V
192,1,D,16,0,5,4983,0,0,V
192,1,D,24,1,4,12306,0,67,V
192,1,S,0,19,1,0,7593,0,V
192,1,S,14,15,4,6025,7457,0,V
192,2,T,9,2,6,5090,66,6471,D
192,2,D,8,0,9,4905,0,35,D
192,2,D,4,3,8,4381,227,88,D
192,2,S,8,8,5,4638,8917,0,D
192,2,S,6,5,3,2574,6111,0,D
193,1,T,28,3,5,15614,381,8082,V
193,1,D,24,4,6,9277,0,1721,V
193,1,D,37,2,7,18517,0,0,V
193,1,S,8,22,3,3219,12055,178,V
193,1,S,17,30,5,5683,11863,0,V
193,2,T,16,5,13,13027,0,14661,D
