INDEX,TEAM,ROLE,E,A,D,DMG,H,MIT,GAME
46,1,SUPPORT,10,13,8,2359,11670,962,DEFEAT
46,1,SUPPORT,5,11,14,3074,8687,1207,DEFEAT
46,2,TANK,35,1,4,13112,0,6756,VICTORY
46,2,DAMAGE,22,1,6,7965,369,1,VICTORY
46,2,DAMAGE,18,3,4,8824,0,2320,VICTORY
46,2,SUPPORT,15,16,6,4224,6099,3033,VICTORY
46,2,SUPPORT,13,22,6,3411,7952,253,VICTORY
47,1,TANK,24,4,9,14908,0,10602,DEFEAT
47,1,DAMAGE,17,0,5,9799,0,0,DEFEAT
47,1,DAMAGE,21,2,13,11357,1365,0,DEFEAT
47,1,SUPPORT,10,14,8,2911,9618,404,DEFEAT
47,1,SUPPORT,14,19,9,4820,10536,0,DEFEAT
47,2,TANK,27,7,5,15255,0,12732,VICTORY
47,2,DAMAGE,22,2,8,7876,0,0,VICTORY
47,2,DAMAGE,20,3,6,9414,304,351,VICTORY
47,2,SUPPORT,11,15,9,2579,11276,497,VICTORY
47,2,SUPPORT,6,17,9,2124,18972,279,VICTORY
48,1,TANK,3,0,4,2849,0,2753,DEFEAT
48,1,DAMAGE,5,0,2,3958,0,0,DEFEAT
48,1,DAMAGE,4,1,5,3096,0,96,DEFEAT
48,1,SUPPORT,0,2,2,1039,4908,0,DEFEAT
48,1,SUPPORT,1,1,5,1919,3984,0,DEFEAT
48,2,TANK,8,1,1,4259,0,6505,VICTORY
48,2,DAMAGE,10,1,3,5680,0,0,VICTORY
48,2,DAMAGE,12,0,3,4354,0,0,VICTORY
48,2,SUPPORT,3,4,0,1766,3645,500,VICTORY
48,2,SUPPORT,1,6,0,90,6564,124,VICTORY
49,1,TANK,19,4,6,8468,0,5540,DEFEAT
49,1,DAMAGE,16,0,5,6051,0,0,DEFEAT
49,1,DAMAGE,18,1,8,10534,1148,0,DEFEAT
49,1,SUPPORT,1,18,5,508,11590,298,DEFEAT
49,1,SUPPORT,5,14,6,1278,8497,609,DEFEAT
49,2,TANK,15,4,4,6142,0,12779,VICTORY
49,2,DAMAGE,19,0,7,11736,1474,0,VICTORY
49,2,DAMAGE,19,0,6,10395,0,196,VICTORY
49,2,SUPPORT,5,12,5,2824,8886,305,VICTORY
49,2,SUPPORT,4,13,6,1616,8488,0,VICTORY
50,1,TANK,9,5,5,7738,641,3778,DEFEAT
50,1,DAMAGE,7,0,2,8454,0,0,DEFEAT
50,1,DAMAGE,6,0,8,9465,84,1644,DEFEAT
50,1,SUPPORT,5,6,3,3546,9340,562,DEFEAT
50,1,SUPPORT,4,5,5,3728,11137,4437,DEFEAT
50,2,TANK,18,4,3,10038,2350,4296,VICTORY
50,2,DAMAGE,16,8,3,11127,765,0,VICTORY
50,2,DAMAGE,16,2,3,7653,0,220,VICTORY
50,2,SUPPORT,6,16,1,1914,9529,75,VICTORY
50,2,SUPPORT,0,18,2,12,13371,1012,VICTORY
51,1,TANK,26,4,13,14006,225,18192,DEFEAT
51,1,DAMAGE,22,0,9,11059,0,0,DEFEAT
51,1,DAMAGE,21,6,7,11958,1392,2949,DEFEAT
51,1,SUPPORT,13,14,14,6135,7866,2307,DEFEAT
51,1,SUPPORT,12,18,11,5529,12785,0,DEFEAT
51,2,TANK,32,2,8,14631,0,25321,VICTORY
51,2,DAMAGE,21,7,9,11172,0,29,VICTORY
51,2,DAMAGE,31,2,9,11321,165,1820,VICTORY
51,2,SUPPORT,19,23,6,5030,14443,5039,VICTORY
51,2,SUPPORT,13,25,7,3285,19654,1360,VICTORY
52,1,TANK,14,1,11,10712,459,8105,DEFEAT
52,1,DAMAGE,9,0,6,5181,0,0,DEFEAT
52,1,DAMAGE,17,0,6,10313,0,3799,DEFEAT
52,1,SUPPORT,14,13,8,3093,8535,759,DEFEAT
52,1,SUPPORT,8,12,5,4401,12650,0,DEFEAT
52,2,TANK,19,5,6,11446,0,14268,VICTORY
52,2,DAMAGE,22,0,6,10692,843,0,VICTORY
52,2,DAMAGE,24,0,4,10528,195,3328,VICTORY
52,2,SUPPORT,12,19,2,2430,12585,1028,VICTORY
52,2,SUPPORT,13,16,5,2410,11138,0,VICTORY
53,1,TANK,21,3,14,15686,0,9055,DEFEAT
53,1,DAMAGE,22,0,4,12122,0,0,DEFEAT
53,1,DAMAGE,23,8,15,15700,638,0,DEFEAT
53,1,SUPPORT,10,10,8,4660,10543,60,DEFEAT
53,1,SUPPORT,6,23,12,3751,13572,3340,DEFEAT
53,2,TANK,28,4,6,13439,996,6141,VICTORY
53,2,DAMAGE,33,3,6,13075,765,427,VICTORY
53,2,DAMAGE,35,6,8,12809,952,1960,VICTORY
53,2,SUPPORT,16,22,10,3301,12992,1340,VICTORY
53,2,SUPPORT,26,31,7,4852,17546,0,VICTORY
54,1,TANK,27,8,7,13538,0,23354,DEFEAT
54,1,DAMAGE,30,0,5,11650,0,0,DEFEAT
54,1,DAMAGE,30,2,11,15418,980,2060,DEFEAT
54,1,SUPPORT,19,26,3,6922,13002,0,DEFEAT
54,1,SUPPORT,5,34,4,2282,16326,707,DEFEAT
54,2,TANK,17,2,10,11828,0,12135,VICTORY
54,2,DAMAGE,15,0,17,11689,2600,0,VICTORY
54,2,DAMAGE,14,0,9,7348,0,0,VICTORY
54,2,SUPPORT,15,17,7,8796,12564,402,VICTORY
54,2,SUPPORT,10,15,6,2987,14094,2917,VICTORY
55,1,TANK,14,4,9,7128,0,6848,DEFEAT
55,1,DAMAGE,17,0,8,4148,0,0,DEFEAT
55,1,DAMAGE,20,0,11,6327,0,4830,DEFEAT
55,1,SUPPORT,10,14,8,2813,8620,736,DEFEAT
55,1,SUPPORT,0,16,11,831,8130,0,DEFEAT
55,2,TANK,26,8,5,9234,0,5042,VICTORY
55,2,DAMAGE,34,0,5,10684,0,5046,VICTORY
55,2,DAMAGE,27,0,9,6272,0,782,VICTORY
55,2,SUPPORT,4,27,7,1606,7250,0,VICTORY
55,2,SUPPORT,18,17,6,2688,4460,208,VICTORY
56,1,TANK,8,2,12,6743,1475,7911,DEFEAT
56,1,DAMAGE,19,0,9,8431,0,0,DEFEAT
56,1,DAMAGE,25,0,10,14097,0,4347,DEFEAT
56,1,SUPPORT,3,21,10,594,13427,0,DEFEAT
56,1,SUPPORT,4,13,7,3873,8089,410,DEFEAT
56,2,TANK,31,7,5,15409,0,10062,VICTORY
56,2,DAMAGE,20,5,9,9783,97,163,VICTORY
56,2,DAMAGE,26,4,5,11517,0,3145,VICTORY
56,2,SUPPORT,0,25,5,80,12148,0,VICTORY
56,2,SUPPORT,9,20,7,2723,7952,226,VICTORY
57,1,TANK,20,3,5,11674,0,12914,DEFEAT
57,1,DAMAGE,20,0,8,7306,0,0,DEFEAT
57,1,DAMAGE,13,3,11,5594,0,81,DEFEAT
57,1,SUPPORT,6,6,10,2876,7331,369,DEFEAT
57,1,SUPPORT,0,14,9,0,9691,0,DEFEAT
57,2,TANK,26,11,2,10305,0,10286,VICTORY
57,2,DAMAGE,17,0,9,7884,0,0,VICTORY
57,2,DAMAGE,29,0,5,10204,0,0,VICTORY
57,2,SUPPORT,6,20,8,340,9604,0,VICTORY
57,2,SUPPORT,9,16,7,3051,6034,145,VICTORY
58,1,TANK,15,4,6,6834,0,9804,DEFEAT
58,1,DAMAGE,12,0,6,5007,0,0,DEFEAT
58,1,DAMAGE,15,2,8,8566,1369,262,DEFEAT
58,1,SUPPORT,8,13,6,1579,7816,112,DEFEAT
58,1,SUPPORT,8,7,6,4175,6834,471,DEFEAT
58,2,TANK,16,0,4,6844,0,14290,VICTORY
58,2,DAMAGE,16,0,6,8610,1204,4,VICTORY
58,2,DAMAGE,15,5,4,6480,661,0,VICTORY
58,2,SUPPORT,1,18,5,419,8211,0,VICTORY
58,2,SUPPORT,10,12,5,5980,5678,0,VICTORY
59,1,TANK,16,2,6,6043,0,8113,DEFEAT
59,1,DAMAGE,13,0,6,5623,0,0,DEFEAT
59,1,DAMAGE,19,2,8,9301,0,714,DEFEAT
59,1,SUPPORT,21,18,9,9054,7319,2878,DEFEAT
59,1,SUPPORT,9,10,6,3487,8038,541,DEFEAT
59,2,TANK,21,5,4,10339,0,5099,VICTORY
59,2,DAMAGE,17,1,8,8440,0,10,VICTORY
59,2,DAMAGE,13,2,10,10061,2036,0,VICTORY
59,2,SUPPORT,8,14,7,3447,10308,554,VICTORY
59,2,SUPPORT,12,12,6,3176,7915,789,VICTORY
60,1,TANK,14,2,6,7076,225,6009,DEFEAT
60,1,DAMAGE,12,0,2,8092,0,0,DEFEAT
60,1,DAMAGE,9,1,6,5774,147,0,DEFEAT
60,1,SUPPORT,3,12,6,1900,3736,0,DEFEAT
60,1,SUPPORT,6,5,3,3610,6357,199,DEFEAT
60,2,TANK,15,3,3,7520,0,4219,VICTORY
60,2,DAMAGE,16,2,6,6353,0,0,VICTORY
60,2,DAMAGE,4,0,7,1951,97,297,VICTORY
60,2,SUPPORT,8,12,5,3611,6667,0,VICTORY
60,2,SUPPORT,6,14,2,866,8841,161,VICTORY
61,1,TANK,8,2,6,4677,224,10321,DEFEAT
61,1,DAMAGE,8,0,4,4220,0,0,DEFEAT
61,1,DAMAGE,14,3,10,5610,0,0,DEFEAT
61,1,SUPPORT,8,8,6,3690,5968,0,DEFEAT
61,1,SUPPORT,7,7,9,2509,5402,578,DEFEAT
61,2,TANK,8,1,5,4815,0,2723,VICTORY
61,2,DAMAGE,17,1,4,7208,0,0,VICTORY
61,2,DAMAGE,21,5,6,8928,0,0,VICTORY
61,2,SUPPORT,7,8,2,2336,5916,494,VICTORY
61,2,SUPPORT,5,19,3,677,8023,0,VICTORY
62,1,TANK,10,3,9,8127,3358,9594,DEFEAT
62,1,DAMAGE,11,0,1,6936,0,0,DEFEAT
62,1,DAMAGE,12,3,9,6176,0,832,DEFEAT
62,1,SUPPORT,8,9,5,3344,9374,0,DEFEAT
62,1,SUPPORT,8,11,8,2024,10073,1209,DEFEAT
62,2,TANK,23,5,5,12264,1122,6010,VICTORY
62,2,DAMAGE,14,0,8,7533,0,96,VICTORY
62,2,DAMAGE,14,0,4,7399,537,185,VICTORY
62,2,SUPPORT,19,12,4,6972,6204,0,VICTORY
62,2,SUPPORT,7,17,3,1655,9058,0,VICTORY
63,1,TANK,7,2,6,6671,0,6965,DEFEAT
63,1,DAMAGE,8,0,3,3519,0,0,DEFEAT
63,1,DAMAGE,8,1,7,3840,13,0,DEFEAT
63,1,SUPPORT,4,4,6,1228,6054,1280,DEFEAT
63,1,SUPPORT,1,6,8,1298,4741,0,DEFEAT
63,2,TANK,13,1,4,4068,0,10024,VICTORY
63,2,DAMAGE,18,0,3,4216,896,0,VICTORY
63,2,DAMAGE,20,0,2,7129,282,0,VICTORY
63,2,SUPPORT,19,15,2,4447,5509,0,VICTORY
63,2,SUPPORT,7,9,2,1392,5153,1500,VICTORY
64,1,TANK,14,2,11,11029,962,12223,DEFEAT
64,1,DAMAGE,13,0,4,9175,0,201,DEFEAT
64,1,DAMAGE,21,0,13,9100,227,59,DEFEAT
64,1,SUPPORT,6,13,8,480,11404,0,DEFEAT
64,1,SUPPORT,6,14,10,3337,12253,772,DEFEAT
64,2,TANK,29,2,4,11599,0,3192,VICTORY
64,2,DAMAGE,15,0,9,8133,96,376,VICTORY
64,2,DAMAGE,26,0,7,10728,0,0,VICTORY
64,2,SUPPORT,18,18,5,6199,9718,950,VICTORY
64,2,SUPPORT,19,25,5,5861,9126,85,VICTORY
65,1,TANK,14,2,8,7996,0,10426,DEFEAT
65,1,DAMAGE,16,0,4,8138,0,1224,DEFEAT
65,1,DAMAGE,19,0,10,6927,13,0,DEFEAT
65,1,SUPPORT,15,10,9,3822,8883,105,DEFEAT
65,1,SUPPORT,8,11,5,2098,9208,1031,DEFEAT
65,2,TANK,16,8,6,8789,0,4908,VICTORY
65,2,DAMAGE,21,1,6,8929,0,396,VICTORY
65,2,DAMAGE,24,6,6,11007,0,0,VICTORY
65,2,SUPPORT,3,24,5,561,11904,719,VICTORY
65,2,SUPPORT,14,16,6,2301,7192,189,VICTORY
66,1,TANK,20,1,12,10667,19,6963,DEFEAT
66,1,DAMAGE,12,0,7,6432,0,0,DEFEAT
66,1,DAMAGE,18,1,11,10331,594,72,DEFEAT
66,1,SUPPORT,7,17,12,2338,9224,536,DEFEAT
66,1,SUPPORT,4,17,12,1938,12387,0,DEFEAT
66,2,TANK,39,9,4,11090,0,6571,VICTORY
66,2,DAMAGE,31,8,7,10911,441,3,VICTORY
66,2,DAMAGE,28,2,6,9471,295,0,VICTORY
66,2,SUPPORT,18,24,9,5536,7030,0,VICTORY
66,2,SUPPORT,12,25,5,2149,12172,636,VICTORY
67,1,TANK,20,4,8,7543,0,9632,DEFEAT
67,1,DAMAGE,11,0,6,7852,0,469,DEFEAT
67,1,DAMAGE,13,1,9,7668,540,0,DEFEAT
67,1,SUPPORT,6,9,10,3105,5211,60,DEFEAT
67,1,SUPPORT,5,12,6,1659,8874,268,DEFEAT
67,2,TANK,20,1,3,8409,0,5453,VICTORY
67,2,DAMAGE,23,0,5,13501,857,2,VICTORY
67,2,DAMAGE,18,0,6,9129,0,474,VICTORY
67,2,SUPPORT,2,14,7,762,7436,345,VICTORY
67,2,SUPPORT,4,16,5,497,10157,0,VICTORY
68,1,TANK,17,8,8,14102,0,17908,DEFEAT
68,1,DAMAGE,21,1,4,10463,174,1184,DEFEAT
68,1,DAMAGE,22,5,9,11334,0,172,DEFEAT
68,1,SUPPORT,8,13,6,1860,20597,2392,DEFEAT
68,1,SUPPORT,0,15,6,60,12391,0,DEFEAT
68,2,TANK,21,11,6,16224,0,9087,VICTORY
68,2,DAMAGE,20,2,9,11272,72,3995,VICTORY
68,2,DAMAGE,21,5,8,11415,108,977,VICTORY
68,2,SUPPORT,11,19,4,2637,15588,526,VICTORY
68,2,SUPPORT,19,16,4,4683,10796,576,VICTORY
69,1,TANK,4,1,3,2329,0,1463,DEFEAT
69,1,DAMAGE,4,0,2,1656,0,0,DEFEAT
69,1,DAMAGE,2,0,7,4130,1069,0,DEFEAT
69,1,SUPPORT,4,3,3,1139,1976,0,DEFEAT
69,1,SUPPORT,4,1,6,1889,2582,76,DEFEAT
69,2,TANK,10,1,2,2765,0,8228,VICTORY
69,2,DAMAGE,12,3,2,4637,0,0,VICTORY
69,2,DAMAGE,10,1,3,3665,0,0,VICTORY
69,2,SUPPORT,2,7,0,925,4664,338,VICTORY
69,2,SUPPORT,8,10,2,1871,3224,0,VICTORY
70,1,TANK,7,1,7,5570,22,8444,DEFEAT
70,1,DAMAGE,12,0,4,4704,0,0,DEFEAT
70,1,DAMAGE,8,2,7,4844,0,287,DEFEAT
70,1,SUPPORT,8,9,7,2622,2954,736,DEFEAT
70,1,SUPPORT,6,5,4,2044,6013,396,DEFEAT
70,2,TANK,12,3,2,4460,0,13431,VICTORY
70,2,DAMAGE,18,1,6,7072,609,0,VICTORY
70,2,DAMAGE,17,2,5,6480,0,93,VICTORY
70,2,SUPPORT,8,12,2,2098,7661,300,VICTORY
70,2,SUPPORT,1,19,3,412,6839,29,VICTORY
71,1,TANK,8,1,4,12371,99,6989,DEFEAT
71,1,DAMAGE,8,0,5,4837,0,0,DEFEAT
71,1,DAMAGE,7,5,9,6445,428,0,DEFEAT
71,1,SUPPORT,2,7,2,782,10885,589,DEFEAT
71,1,SUPPORT,4,6,4,2697,7475,1024,DEFEAT
71,2,TANK,11,2,5,11305,471,10597,VICTORY
71,2,DAMAGE,8,0,2,6941,0,68,VICTORY
71,2,DAMAGE,18,2,1,7031,1758,0,VICTORY
71,2,SUPPORT,0,11,1,520,7730,0,VICTORY
71,2,SUPPORT,4,10,1,1692,11152,1427,VICTORY
72,1,TANK,0,0,6,915,0,5266,DEFEAT
72,1,DAMAGE,0,0,1,2005,0,0,DEFEAT
72,1,DAMAGE,2,0,3,1937,684,11,DEFEAT
72,1,SUPPORT,0,0,0,280,341,0,DEFEAT
72,1,SUPPORT,1,0,4,1556,963,0,DEFEAT
72,2,TANK,10,4,0,1122,0,632,VICTORY
72,2,DAMAGE,8,0,1,2635,0,47,VICTORY
72,2,DAMAGE,10,0,0,2894,311,0,VICTORY
72,2,SUPPORT,9,7,0,1471,2617,0,VICTORY
72,2,SUPPORT,1,6,1,96,2996,0,VICTORY
73,1,TANK,7,1,7,6148,0,10228,DEFEAT
73,1,DAMAGE,9,0,0,5132,0,0,DEFEAT
73,1,DAMAGE,7,0,8,4553,288,1623,DEFEAT
73,1,SUPPORT,5,7,6,1643,7448,0,DEFEAT
73,1,SUPPORT,1,1,9,1321,4143,99,DEFEAT
73,2,TANK,23,8,2,7868,0,3860,VICTORY
73,2,DAMAGE,21,0,2,6715,0,1487,VICTORY
73,2,DAMAGE,16,0,3,5971,261,129,VICTORY
73,2,SUPPORT,0,15,4,295,7580,96,VICTORY
73,2,SUPPORT,7,19,2,1540,6036,175,VICTORY
74,1,TANK,17,4,10,12818,0,9358,DEFEAT
74,1,DAMAGE,14,0,6,6355,0,0,DEFEAT
74,1,DAMAGE,14,1,10,11712,0,3543,DEFEAT
74,1,SUPPORT,16,15,5,6310,8601,110,DEFEAT
74,1,SUPPORT,6,15,8,1971,7718,0,DEFEAT
74,2,TANK,25,4,7,10885,0,5574,VICTORY
74,2,DAMAGE,26,2,7,7694,1930,0,VICTORY
74,2,DAMAGE,22,4,4,6967,0,0,VICTORY
74,2,SUPPORT,16,16,8,4388,9186,1130,VICTORY
74,2,SUPPORT,1,28,4,40,17523,0,VICTORY
75,1,TANK,24,3,8,19363,0,14241,DEFEAT
75,1,DAMAGE,11,0,7,9764,0,0,DEFEAT
75,1,DAMAGE,15,1,17,10937,650,144,DEFEAT
75,1,SUPPORT,19,16,11,7944,11781,222,DEFEAT
75,1,SUPPORT,11,6,16,5431,7880,249,DEFEAT
75,2,TANK,32,7,7,12722,0,10955,VICTORY
75,2,DAMAGE,39,0,15,13232,76,810,VICTORY
75,2,DAMAGE,22,8,9,9034,0,0,VICTORY
75,2,SUPPORT,1,41,1,280,23702,0,VICTORY
75,2,SUPPORT,18,26,3,3607,14337,1754,VICTORY
76,1,TANK,18,10,10,9690,0,14347,DEFEAT
76,1,DAMAGE,27,0,4,12309,0,0,DEFEAT
76,1,DAMAGE,22,0,11,12685,0,3582,DEFEAT
76,1,SUPPORT,26,22,9,8377,9492,1318,DEFEAT
76,1,SUPPORT,0,23,10,21,13152,0,DEFEAT
76,2,TANK,28,4,8,14772,0,12592,VICTORY
76,2,DAMAGE,18,0,12,7407,0,268,VICTORY
76,2,DAMAGE,26,2,8,10579,1313,0,VICTORY
76,2,SUPPORT,9,20,11,2740,9374,2175,VICTORY
76,2,SUPPORT,8,23,9,1585,17104,575,VICTORY
77,1,TANK,7,1,12,7666,782,8518,DEFEAT
77,1,DAMAGE,11,0,4,5337,0,0,DEFEAT
77,1,DAMAGE,11,4,11,8678,854,493,DEFEAT
77,1,SUPPORT,0,10,9,100,8354,0,DEFEAT
77,1,SUPPORT,8,8,11,3848,7722,495,DEFEAT
77,2,TANK,27,10,2,8906,0,7305,VICTORY
77,2,DAMAGE,27,0,5,13383,507,0,VICTORY
77,2,DAMAGE,33,0,4,8965,0,0,VICTORY
77,2,SUPPORT,1,28,3,272,8722,0,VICTORY
77,2,SUPPORT,8,20,3,2123,9851,0,VICTORY
78,1,TANK,25,6,16,12670,0,26768,DEFEAT
78,1,DAMAGE,34,0,4,12350,0,0,DEFEAT
78,1,DAMAGE,16,4,17,13567,0,430,DEFEAT
78,1,SUPPORT,20,20,18,7762,15104,3410,DEFEAT
78,1,SUPPORT,15,22,12,5450,18648,634,DEFEAT
78,2,TANK,51,11,9,17362,319,10661,VICTORY
78,2,DAMAGE,39,0,6,15394,0,1033,VICTORY
78,2,DAMAGE,42,6,12,15240,1326,1047,VICTORY
78,2,SUPPORT,15,30,9,4896,15206,805,VICTORY
78,2,SUPPORT,27,38,11,7952,14161,0,VICTORY
79,1,TANK,9,3,6,5573,98,4864,DEFEAT
79,1,DAMAGE,11,0,3,3228,0,0,DEFEAT
79,1,DAMAGE,8,5,8,4097,0,0,DEFEAT
79,1,SUPPORT,0,8,3,162,6593,130,DEFEAT
79,1,SUPPORT,6,9,5,2429,6002,0,DEFEAT
79,2,TANK,14,2,2,6124,0,2267,VICTORY
79,2,DAMAGE,12,1,3,4881,0,99,VICTORY
79,2,DAMAGE,11,2,4,5751,0,0,VICTORY
79,2,SUPPORT,11,16,3,3400,6066,0,VICTORY
79,2,SUPPORT,4,8,3,1376,4372,223,VICTORY
80,1,TANK,19,5,9,11757,0,7634,DEFEAT
80,1,DAMAGE,17,0,4,8790,0,0,DEFEAT
80,1,DAMAGE,21,5,9,9251,1231,0,DEFEAT
80,1,SUPPORT,14,13,6,4387,10927,0,DEFEAT
80,1,SUPPORT,7,7,10,2653,9129,1923,DEFEAT
80,2,TANK,25,8,3,9995,0,7999,VICTORY
80,2,DAMAGE,15,2,7,6791,1301,141,VICTORY
80,2,DAMAGE,22,6,6,12837,0,0,VICTORY
80,2,SUPPORT,17,14,8,5153,8415,111,VICTORY
80,2,SUPPORT,12,18,5,2701,10129,6026,VICTORY
81,1,TANK,15,4,7,10451,154,15672,DEFEAT
81,1,DAMAGE,14,0,8,7983,0,0,DEFEAT
81,1,DAMAGE,12,2,12,13006,1654,12,DEFEAT
81,1,SUPPORT,7,12,12,3970,9964,4683,DEFEAT
81,1,SUPPORT,7,11,9,2614,10487,1590,DEFEAT
81,2,TANK,25,9,4,12471,0,8954,VICTORY
81,2,DAMAGE,32,1,4,16485,2972,0,VICTORY
81,2,DAMAGE,26,0,8,10469,1733,0,VICTORY
81,2,SUPPORT,7,19,3,2270,9609,558,VICTORY
81,2,SUPPORT,2,34,4,135,13102,0,VICTORY
82,1,TANK,0,0,0,0,0,0,DEFEAT
82,1,DAMAGE,8,0,2,3742,0,0,DEFEAT
82,1,DAMAGE,3,0,5,4193,0,0,DEFEAT
82,1,SUPPORT,2,5,4,2181,4369,0,DEFEAT
82,1,SUPPORT,4,8,6,3307,3982,245,DEFEAT
82,2,TANK,6,0,4,3876,0,13341,VICTORY
82,2,DAMAGE,16,1,2,6848,1900,0,VICTORY
82,2,DAMAGE,11,1,4,3992,0,0,VICTORY
82,2,SUPPORT,0,10,4,0,6468,0,VICTORY
82,2,SUPPORT,2,9,2,917,7358,0,VICTORY
83,1,TANK,8,2,10,11195,0,11595,DEFEAT
83,1,DAMAGE,6,0,6,5235,0,0,DEFEAT
83,1,DAMAGE,8,0,15,8363,830,0,DEFEAT
83,1,SUPPORT,0,10,10,0,9697,0,DEFEAT
83,1,SUPPORT,9,8,11,3148,7493,656,DEFEAT
83,2,TANK,29,7,3,11206,0,5360,VICTORY
83,2,DAMAGE,35,3,3,10807,0,0,VICTORY
83,2,DAMAGE,31,3,5,11729,550,792,VICTORY
83,2,SUPPORT,5,22,1,1342,10331,0,VICTORY
83,2,SUPPORT,5,29,4,636,10595,0,VICTORY
84,1,TANK,9,4,10,14066,0,15327,DEFEAT
84,1,DAMAGE,15,0,5,6032,0,0,DEFEAT
84,1,DAMAGE,15,0,12,8350,520,0,DEFEAT
84,1,SUPPORT,5,7,8,3036,7196,373,DEFEAT
84,1,SUPPORT,7,6,10,2673,10573,681,DEFEAT
84,2,TANK,31,11,4,13132,0,9633,VICTORY
84,2,DAMAGE,20,3,7,7266,0,0,VICTORY
84,2,DAMAGE,18,0,7,8626,0,0,VICTORY
84,2,SUPPORT,10,18,5,1591,12000,198,VICTORY
84,2,SUPPORT,11,25,2,2719,12876,0,VICTORY
85,1,TANK,13,2,7,6541,0,14351,DEFEAT
85,1,DAMAGE,13,0,4,5190,0,0,DEFEAT
85,1,DAMAGE,9,0,11,7437,0,0,DEFEAT
85,1,SUPPORT,0,10,7,415,11180,9,DEFEAT
85,1,SUPPORT,6,7,7,3109,7114,755,DEFEAT
85,2,TANK,14,3,6,6527,0,9164,VICTORY
85,2,DAMAGE,17,7,4,8796,324,0,VICTORY
85,2,DAMAGE,23,0,3,7139,0,0,VICTORY
85,2,SUPPORT,15,19,3,3329,7732,931,VICTORY
85,2,SUPPORT,14,13,4,4969,6235,80,VICTORY
86,1,TANK,1,1,4,3453,0,2466,DEFEAT
86,1,DAMAGE,1,0,3,2146,0,0,DEFEAT
86,1,DAMAGE,0,0,5,2273,648,0,DEFEAT
86,1,SUPPORT,2,0,4,513,2366,640,DEFEAT
86,1,SUPPORT,0,1,3,0,3977,0,DEFEAT
86,2,TANK,12,2,0,3503,0,4914,VICTORY
86,2,DAMAGE,16,0,1,3259,0,276,VICTORY
86,2,DAMAGE,9,4,0,2768,139,460,VICTORY
86,2,SUPPORT,10,10,1,1659,3825,2088,VICTORY
86,2,SUPPORT,5,13,0,1255,3060,36,VICTORY
87,1,TANK,20,1,9,11752,7,14455,DEFEAT
87,1,DAMAGE,21,0,5,10081,0,0,DEFEAT
87,1,DAMAGE,22,0,10,13315,0,0,DEFEAT
87,1,SUPPORT,2,4,13,4102,5045,394,DEFEAT
87,1,SUPPORT,1,24,6,596,13732,206,DEFEAT
87,2,TANK,19,6,4,9443,0,6741,VICTORY
87,2,DAMAGE,21,2,7,8230,48,477,VICTORY
87,2,DAMAGE,26,1,9,11526,120,169,VICTORY
87,2,SUPPORT,4,10,11,2355,8759,1150,VICTORY
87,2,SUPPORT,13,14,7,2684,15066,295,VICTORY
88,1,TANK,11,3,7,4691,0,8170,DEFEAT
88,1,DAMAGE,9,0,2,5424,0,0,DEFEAT
88,1,DAMAGE,12,0,6,6497,0,1208,DEFEAT
88,1,SUPPORT,2,10,6,500,6653,0,DEFEAT
88,1,SUPPORT,3,6,5,1845,6411,856,DEFEAT
88,2,TANK,18,6,1,6348,0,3218,VICTORY
88,2,DAMAGE,15,0,5,5939,1065,0,VICTORY
88,2,DAMAGE,19,0,2,6671,0,14,VICTORY
88,2,SUPPORT,15,17,3,3361,6203,2747,VICTORY
88,2,SUPPORT,9,12,3,1669,6584,157,VICTORY
89,1,TANK,4,1,4,3579,0,4167,DEFEAT
89,1,DAMAGE,5,0,4,1356,0,0,DEFEAT
89,1,DAMAGE,6,0,7,2559,561,0,DEFEAT
89,1,SUPPORT,2,3,4,1240,2913,60,DEFEAT
89,1,SUPPORT,3,3,3,412,3139,0,DEFEAT
89,2,TANK,8,1,2,4698,0,4709,VICTORY
89,2,DAMAGE,7,0,2,2639,0,5,VICTORY
89,2,DAMAGE,16,2,5,5638,0,0,VICTORY
89,2,SUPPORT,5,4,1,1247,1798,0,VICTORY
89,2,SUPPORT,0,13,1,0,3460,0,VICTORY
90,1,TANK,0,0,2,6129,0,13360,DEFEAT
90,1,DAMAGE,2,0,3,2898,0,0,DEFEAT
90,1,DAMAGE,3,1,7,3163,0,120,DEFEAT
90,1,SUPPORT,0,0,2,465,6422,559,DEFEAT
90,1,SUPPORT,0,1,3,887,5134,0,DEFEAT
90,2,TANK,14,1,0,5657,0,7529,VICTORY
90,2,DAMAGE,7,1,3,4832,0,0,VICTORY
90,2,DAMAGE,9,0,0,6165,0,346,VICTORY
90,2,SUPPORT,4,8,0,574,6137,123,VICTORY
90,2,SUPPORT,3,9,1,308,5793,0,VICTORY
91,1,TANK,2,1,7,5394,669,4069,DEFEAT
91,1,DAMAGE,4,0,3,2556,0,0,DEFEAT
91,1,DAMAGE,2,0,7,3637,25,929,DEFEAT
91,1,SUPPORT,0,1,5,920,4793,0,DEFEAT
91,1,SUPPORT,0,1,6,166,6345,279,DEFEAT
91,2,TANK,21,4,0,9934,1327,1047,VICTORY
91,2,DAMAGE,8,0,2,5372,1062,0,VICTORY
91,2,DAMAGE,12,1,1,4625,0,0,VICTORY
91,2,SUPPORT,8,15,1,1604,2805,0,VICTORY
91,2,SUPPORT,1,8,2,65,4650,154,VICTORY
