INDEX,TEAM,ROLE,E,A,D,DMG,H,MIT,GAME
76,1,SUPPORT,8,17,10,3048,7149,4163,VICTORY
76,2,TANK,20,3,6,7360,0,15767,DEFEAT
76,2,DAMAGE,20,0,7,12452,0,44,DEFEAT
76,2,DAMAGE,10,3,7,9196,808,70,DEFEAT
76,2,SUPPORT,9,15,5,2557,8262,0,DEFEAT
76,2,SUPPORT,11,11,7,3158,7804,728,DEFEAT
77,1,TANK,21,4,7,16875,0,22715,VICTORY
77,1,DAMAGE,20,0,7,10075,0,0,VICTORY
77,1,DAMAGE,19,5,9,12561,0,362,VICTORY
77,1,SUPPORT,10,17,10,3745,18067,0,VICTORY
77,1,SUPPORT,5,16,12,1853,14356,1779,VICTORY
77,2,TANK,19,9,8,15859,0,8160,DEFEAT
77,2,DAMAGE,21,4,8,14408,402,1999,DEFEAT
77,2,DAMAGE,32,0,9,13729,0,2214,DEFEAT
77,2,SUPPORT,13,23,5,5105,12964,739,DEFEAT
77,2,SUPPORT,2,23,4,190,18113,396,DEFEAT
78,1,TANK,27,4,6,13734,0,17608,VICTORY
78,1,DAMAGE,31,0,4,9372,0,0,VICTORY
78,1,DAMAGE,16,1,14,14304,643,2400,VICTORY
78,1,SUPPORT,14,14,9,7158,8310,858,VICTORY
78,1,SUPPORT,11,20,7,4536,15024,0,VICTORY
78,2,TANK,28,6,5,18614,0,15357,DEFEAT
78,2,DAMAGE,2,0,20,6264,0,45,DEFEAT
78,2,DAMAGE,32,8,8,9408,1326,1543,DEFEAT
78,2,SUPPORT,8,12,10,4159,11277,2185,DEFEAT
78,2,SUPPORT,5,18,4,815,21699,836,DEFEAT
79,1,TANK,34,8,8,12630,0,16062,VICTORY
79,1,DAMAGE,27,0,4,8271,0,0,VICTORY
79,1,DAMAGE,25,7,11,12062,0,1840,VICTORY
79,1,SUPPORT,10,13,11,3054,8949,871,VICTORY
79,1,SUPPORT,11,26,7,2992,12734,0,VICTORY
79,2,TANK,21,5,8,12448,0,16421,DEFEAT
79,2,DAMAGE,21,4,9,8073,0,0,DEFEAT
79,2,DAMAGE,22,1,10,9709,1877,175,DEFEAT
79,2,SUPPORT,11,24,10,5897,11330,1316,DEFEAT
79,2,SUPPORT,9,17,8,2945,10724,196,DEFEAT
80,1,TANK,21,3,11,10200,0,10962,VICTORY
80,1,DAMAGE,22,0,5,7358,0,0,VICTORY
80,1,DAMAGE,37,2,6,10978,351,4147,VICTORY
80,1,SUPPORT,14,22,5,2016,12020,480,VICTORY
80,1,SUPPORT,16,28,9,3697,10348,0,VICTORY
80,2,TANK,21,5,13,10992,0,10910,DEFEAT
80,2,DAMAGE,20,2,10,9413,0,0,DEFEAT
80,2,DAMAGE,17,0,13,6985,0,1618,DEFEAT
80,2,SUPPORT,8,15,8,2994,8748,395,DEFEAT
80,2,SUPPORT,12,18,8,5548,8052,1025,DEFEAT
81,1,TANK,31,10,6,13437,0,13146,VICTORY
81,1,DAMAGE,18,0,7,5888,0,0,VICTORY
81,1,DAMAGE,30,5,8,10658,0,0,VICTORY
81,1,SUPPORT,29,19,5,6307,9400,243,VICTORY
81,1,SUPPORT,12,17,7,2558,10000,655,VICTORY
81,2,TANK,16,4,8,10173,0,6303,DEFEAT
81,2,DAMAGE,17,2,12,7444,1558,3213,DEFEAT
81,2,DAMAGE,17,4,11,8802,0,67,DEFEAT
81,2,SUPPORT,3,7,11,1784,11455,218,DEFEAT
81,2,SUPPORT,9,16,7,2695,10290,715,DEFEAT
82,1,TANK,29,11,9,16015,868,13155,VICTORY
82,1,DAMAGE,21,0,6,9535,0,0,VICTORY
82,1,DAMAGE,33,2,13,18047,2673,0,VICTORY
82,1,SUPPORT,14,24,6,3738,12213,181,VICTORY
82,1,SUPPORT,18,25,11,4725,13486,3328,VICTORY
82,2,TANK,27,6,10,17744,2849,10987,DEFEAT
82,2,DAMAGE,21,0,15,9923,0,81,DEFEAT
82,2,DAMAGE,19,2,8,12038,698,0,DEFEAT
82,2,SUPPORT,14,31,5,4059,16717,0,DEFEAT
82,2,SUPPORT,13,20,11,3611,13894,666,DEFEAT
83,1,TANK,27,9,9,11338,0,13407,VICTORY
83,1,DAMAGE,23,0,3,7687,0,0,VICTORY
83,1,DAMAGE,35,0,3,16093,983,749,VICTORY
83,1,SUPPORT,22,21,12,8534,9388,0,VICTORY
83,1,SUPPORT,10,22,7,3041,10360,163,VICTORY
83,2,TANK,21,7,12,7760,3346,13942,DEFEAT
83,2,DAMAGE,22,3,5,10328,296,3678,DEFEAT
83,2,DAMAGE,20,0,6,11867,0,0,DEFEAT
83,2,SUPPORT,2,19,10,897,12895,0,DEFEAT
83,2,SUPPORT,9,14,7,2942,15666,464,DEFEAT
84,1,TANK,35,7,4,12963,0,10922,VICTORY
84,1,DAMAGE,29,0,2,8167,0,0,VICTORY
84,1,DAMAGE,17,1,9,6218,1317,0,VICTORY
84,1,SUPPORT,12,17,5,1698,8550,284,VICTORY
84,1,SUPPORT,10,26,4,2536,8632,580,VICTORY
84,2,TANK,11,2,7,7746,0,12973,DEFEAT
84,2,DAMAGE,12,0,9,6947,805,0,DEFEAT
84,2,DAMAGE,10,0,11,8772,0,600,DEFEAT
84,2,SUPPORT,6,4,9,3024,6216,375,DEFEAT
84,2,SUPPORT,6,18,8,1820,8436,3554,DEFEAT
85,1,TANK,18,2,2,8963,0,3835,VICTORY
85,1,DAMAGE,20,0,3,5218,0,0,VICTORY
85,1,DAMAGE,28,1,6,8868,914,315,VICTORY
85,1,SUPPORT,8,16,6,1788,6613,252,VICTORY
85,1,SUPPORT,10,19,4,1808,10198,1648,VICTORY
85,2,TANK,10,2,6,7962,350,6821,DEFEAT
85,2,DAMAGE,12,0,9,6775,706,55,DEFEAT
85,2,DAMAGE,7,0,8,5730,0,948,DEFEAT
85,2,SUPPORT,7,10,6,4248,7034,118,DEFEAT
85,2,SUPPORT,0,5,11,840,5501,0,DEFEAT
86,1,TANK,22,0,7,10390,0,41092,VICTORY
86,1,DAMAGE,21,0,4,8402,0,0,VICTORY
86,1,DAMAGE,22,2,13,13184,2029,23,VICTORY
86,1,SUPPORT,20,25,6,6082,13926,5442,VICTORY
86,1,SUPPORT,13,21,4,4671,16443,1934,VICTORY
86,2,TANK,19,4,8,17556,0,11262,DEFEAT
86,2,DAMAGE,18,1,15,9651,376,0,DEFEAT
86,2,DAMAGE,20,2,10,12504,2460,223,DEFEAT
86,2,SUPPORT,9,13,7,3924,9697,720,DEFEAT
86,2,SUPPORT,10,12,7,3433,13265,995,DEFEAT
87,1,TANK,28,5,5,12790,0,28570,VICTORY
87,1,DAMAGE,32,0,6,8150,0,0,VICTORY
87,1,DAMAGE,33,1,5,16526,1233,904,VICTORY
87,1,SUPPORT,9,19,11,3355,11953,0,VICTORY
87,1,SUPPORT,8,27,8,2752,11982,591,VICTORY
87,2,TANK,19,3,11,12775,0,24912,DEFEAT
87,2,DAMAGE,22,1,10,10100,1911,0,DEFEAT
87,2,DAMAGE,16,2,10,11887,0,0,DEFEAT
87,2,SUPPORT,5,12,11,2391,9817,154,DEFEAT
87,2,SUPPORT,12,13,10,3532,13911,0,DEFEAT
88,1,TANK,14,1,6,8105,0,8910,VICTORY
88,1,DAMAGE,15,0,1,4804,0,0,VICTORY
88,1,DAMAGE,15,4,7,7444,108,932,VICTORY
88,1,SUPPORT,14,13,1,3964,9579,768,VICTORY
88,1,SUPPORT,13,11,3,4155,9261,442,VICTORY
88,2,TANK,13,2,8,8425,0,8539,DEFEAT
88,2,DAMAGE,12,4,8,5493,396,100,DEFEAT
88,2,DAMAGE,14,3,9,9856,90,4914,DEFEAT
88,2,SUPPORT,13,12,3,5094,12047,0,DEFEAT
88,2,SUPPORT,0,0,0,0,0,0,DEFEAT
89,1,TANK,15,2,5,8310,0,14974,VICTORY
89,1,DAMAGE,18,0,3,5077,0,0,VICTORY
89,1,DAMAGE,25,1,4,9539,0,27,VICTORY
89,1,SUPPORT,12,12,5,2306,6034,734,VICTORY
89,1,SUPPORT,3,24,4,961,8298,0,VICTORY
89,2,TANK,11,1,8,6639,0,10691,DEFEAT
89,2,DAMAGE,15,0,9,6632,0,922,DEFEAT
89,2,DAMAGE,10,3,6,5952,0,0,DEFEAT
89,2,SUPPORT,6,10,8,1499,6009,473,DEFEAT
89,2,SUPPORT,3,15,8,388,7882,0,DEFEAT
90,1,TANK,23,9,5,11321,0,10204,VICTORY
90,1,DAMAGE,36,0,4,10103,0,0,VICTORY
90,1,DAMAGE,24,4,6,11915,0,48,VICTORY
90,1,SUPPORT,23,20,10,8871,6492,709,VICTORY
90,1,SUPPORT,3,22,10,455,9898,176,VICTORY
90,2,TANK,15,4,11,7016,0,17288,DEFEAT
90,2,DAMAGE,23,0,10,8017,0,1331,DEFEAT
90,2,DAMAGE,20,0,7,9364,0,10,DEFEAT
90,2,SUPPORT,6,14,15,2828,12166,196,DEFEAT
90,2,SUPPORT,5,23,10,1940,11373,2451,DEFEAT
91,1,TANK,7,3,1,5685,0,5310,VICTORY
91,1,DAMAGE,8,0,0,4215,0,0,VICTORY
91,1,DAMAGE,6,0,5,4486,1160,0,VICTORY
91,1,SUPPORT,1,6,1,686,6764,229,VICTORY
91,1,SUPPORT,2,4,3,1793,3514,0,VICTORY
91,2,TANK,3,0,2,5559,0,10102,DEFEAT
91,2,DAMAGE,7,1,0,5534,0,0,DEFEAT
91,2,DAMAGE,5,0,3,4412,0,0,DEFEAT
91,2,SUPPORT,0,3,4,340,4861,518,DEFEAT
91,2,SUPPORT,1,6,3,438,6756,63,DEFEAT
92,1,TANK,13,5,5,7511,0,7387,VICTORY
92,1,DAMAGE,15,0,4,6621,0,0,VICTORY
92,1,DAMAGE,12,0,7,5791,0,2495,VICTORY
92,1,SUPPORT,4,8,7,1087,7724,152,VICTORY
92,1,SUPPORT,14,6,4,5153,9580,0,VICTORY
92,2,TANK,16,3,3,9841,0,7659,DEFEAT
92,2,DAMAGE,18,1,8,6556,0,55,DEFEAT
92,2,DAMAGE,12,1,3,5075,378,104,DEFEAT
92,2,SUPPORT,10,10,5,3613,7446,128,DEFEAT
92,2,SUPPORT,7,12,5,1819,8644,636,DEFEAT
93,1,TANK,22,11,1,5508,0,10322,VICTORY
93,1,DAMAGE,16,0,0,4478,0,0,VICTORY
93,1,DAMAGE,17,1,3,6478,0,0,VICTORY
93,1,SUPPORT,8,9,1,1455,5969,868,VICTORY
93,1,SUPPORT,5,14,1,1782,4205,0,VICTORY
93,2,TANK,4,3,6,4594,0,6554,DEFEAT
93,2,DAMAGE,2,1,8,3467,99,0,DEFEAT
93,2,DAMAGE,5,0,4,4116,0,2059,DEFEAT
93,2,SUPPORT,0,2,4,958,6675,183,DEFEAT
93,2,SUPPORT,0,6,7,20,4760,0,DEFEAT
94,1,TANK,12,1,1,5839,0,12685,VICTORY
94,1,DAMAGE,23,0,0,4362,0,0,VICTORY
94,1,DAMAGE,25,0,2,7750,0,0,VICTORY
94,1,SUPPORT,16,9,0,3108,7274,1049,VICTORY
94,1,SUPPORT,1,20,1,200,5063,0,VICTORY
94,2,TANK,2,0,5,4827,0,5748,DEFEAT
94,2,DAMAGE,2,0,11,1943,46,188,DEFEAT
94,2,DAMAGE,2,0,9,4173,101,261,DEFEAT
94,2,SUPPORT,1,0,8,1630,4519,0,DEFEAT
94,2,SUPPORT,2,0,7,2598,5383,670,DEFEAT
95,1,TANK,30,8,5,13510,0,7076,VICTORY
95,1,DAMAGE,23,0,2,8767,0,0,VICTORY
95,1,DAMAGE,15,4,8,10401,0,0,VICTORY
95,1,SUPPORT,10,18,8,3239,10404,94,VICTORY
95,1,SUPPORT,16,13,7,4451,7022,602,VICTORY
95,2,TANK,20,3,10,9821,0,15546,DEFEAT
95,2,DAMAGE,16,0,10,7012,670,561,DEFEAT
95,2,DAMAGE,15,2,5,9285,1638,0,DEFEAT
95,2,SUPPORT,4,14,8,2154,10446,1058,DEFEAT
95,2,SUPPORT,6,10,10,2673,10307,651,DEFEAT
96,1,TANK,24,8,6,17500,7181,2159,VICTORY
96,1,DAMAGE,34,0,6,10466,0,0,VICTORY
96,1,DAMAGE,44,0,9,18184,0,3660,VICTORY
96,1,SUPPORT,21,31,9,4793,10829,380,VICTORY
96,1,SUPPORT,5,31,7,701,14712,0,VICTORY
96,2,TANK,16,7,7,16065,0,9243,DEFEAT
96,2,DAMAGE,31,0,11,13526,60,3426,DEFEAT
96,2,DAMAGE,13,4,18,8721,795,0,DEFEAT
96,2,SUPPORT,5,11,14,2633,7436,1591,DEFEAT
96,2,SUPPORT,11,22,11,4914,12604,4259,DEFEAT
97,1,TANK,25,9,4,7529,235,6498,VICTORY
97,1,DAMAGE,27,0,1,4124,0,0,VICTORY
97,1,DAMAGE,24,1,3,8511,0,0,VICTORY
97,1,SUPPORT,25,10,1,7086,6649,0,VICTORY
97,1,SUPPORT,4,25,1,839,10606,0,VICTORY
97,2,TANK,6,1,8,5327,1195,1794,DEFEAT
97,2,DAMAGE,5,0,11,7188,0,0,DEFEAT
97,2,DAMAGE,5,0,10,6595,1207,1063,DEFEAT
97,2,SUPPORT,3,2,8,3603,4652,0,DEFEAT
97,2,SUPPORT,1,8,8,1375,7656,113,DEFEAT
98,1,TANK,17,3,3,5002,0,2315,VICTORY
98,1,DAMAGE,23,0,1,6459,0,0,VICTORY
98,1,DAMAGE,21,9,3,7548,0,0,VICTORY
98,1,SUPPORT,22,21,2,4560,7644,0,VICTORY
98,1,SUPPORT,12,21,3,3028,5937,529,VICTORY
98,2,TANK,7,1,8,4080,1345,4790,DEFEAT
98,2,DAMAGE,10,2,7,4128,466,240,DEFEAT
98,2,DAMAGE,3,2,11,4077,127,917,DEFEAT
98,2,SUPPORT,5,3,5,3050,4312,230,DEFEAT
98,2,SUPPORT,8,6,7,3299,7613,0,DEFEAT
99,1,TANK,23,2,5,10287,0,11249,VICTORY
99,1,DAMAGE,20,0,4,7592,0,0,VICTORY
99,1,DAMAGE,18,5,8,7447,408,0,VICTORY
99,1,SUPPORT,14,17,9,3215,8502,1271,VICTORY
99,1,SUPPORT,11,22,7,1580,13615,710,VICTORY
99,2,TANK,15,4,9,9487,0,6606,DEFEAT
99,2,DAMAGE,10,1,10,6250,707,1447,DEFEAT
99,2,DAMAGE,15,3,8,6462,0,722,DEFEAT
99,2,SUPPORT,20,9,5,7799,8228,266,DEFEAT
99,2,SUPPORT,14,11,8,3384,8172,857,DEFEAT
100,1,TANK,16,3,4,5519,0,12204,VICTORY
100,1,DAMAGE,19,0,3,4917,0,0,VICTORY
100,1,DAMAGE,18,1,7,8701,642,139,VICTORY
100,1,SUPPORT,15,10,6,3058,4570,344,VICTORY
100,1,SUPPORT,0,21,7,0,8440,0,VICTORY
100,2,TANK,13,2,9,5554,786,2957,DEFEAT
100,2,DAMAGE,12,0,7,7751,1823,38,DEFEAT
100,2,DAMAGE,16,1,8,6917,0,0,DEFEAT
100,2,SUPPORT,5,7,7,1573,3825,707,DEFEAT
100,2,SUPPORT,0,0,0,0,0,0,DEFEAT
101,1,TANK,33,11,6,15152,4376,3187,VICTORY
101,1,DAMAGE,26,0,6,10829,0,0,VICTORY
101,1,DAMAGE,24,4,14,11127,330,870,VICTORY
101,1,SUPPORT,17,17,10,3633,9855,451,VICTORY
101,1,SUPPORT,9,32,6,2087,13951,0,VICTORY
101,2,TANK,16,2,8,8249,2982,4760,DEFEAT
101,2,DAMAGE,30,5,9,14983,1009,1469,DEFEAT
101,2,DAMAGE,16,2,13,10861,1232,587,DEFEAT
101,2,SUPPORT,13,19,11,6466,8483,1017,DEFEAT
101,2,SUPPORT,6,18,10,2095,7620,648,DEFEAT
102,1,TANK,8,2,1,11451,0,19915,VICTORY
102,1,DAMAGE,12,0,3,5224,0,0,VICTORY
102,1,DAMAGE,6,2,5,8496,89,3,VICTORY
102,1,SUPPORT,0,4,3,563,5914,193,VICTORY
102,1,SUPPORT,7,8,2,3648,4065,1941,VICTORY
102,2,TANK,4,0,2,4634,0,2498,DEFEAT
102,2,DAMAGE,6,0,4,4485,0,0,DEFEAT
102,2,DAMAGE,7,0,3,4358,1016,0,DEFEAT
102,2,SUPPORT,6,4,1,2411,12742,617,DEFEAT
102,2,SUPPORT,6,3,6,3434,6518,3407,DEFEAT
103,1,TANK,38,11,4,13901,0,5618,VICTORY
103,1,DAMAGE,39,0,3,8900,0,0,VICTORY
103,1,DAMAGE,32,0,6,13943,0,165,VICTORY
103,1,SUPPORT,11,32,7,2075,8896,586,VICTORY
103,1,SUPPORT,16,26,3,4677,8713,0,VICTORY
103,2,TANK,11,4,11,6977,645,6378,DEFEAT
103,2,DAMAGE,10,0,13,7389,0,592,DEFEAT
103,2,DAMAGE,15,0,13,9338,1985,556,DEFEAT
103,2,SUPPORT,8,14,8,2859,10260,291,DEFEAT
103,2,SUPPORT,1,14,10,158,12357,0,DEFEAT
104,1,TANK,41,6,8,15420,0,15898,VICTORY
104,1,DAMAGE,40,0,3,11019,0,0,VICTORY
104,1,DAMAGE,34,3,10,13236,712,0,VICTORY
104,1,SUPPORT,18,28,8,3605,11320,2547,VICTORY
104,1,SUPPORT,14,25,7,4854,9774,579,VICTORY
104,2,TANK,16,4,11,9192,0,16978,DEFEAT
104,2,DAMAGE,18,2,12,10609,752,1038,DEFEAT
104,2,DAMAGE,22,1,16,11771,1087,785,DEFEAT
104,2,SUPPORT,4,18,12,1293,11687,516,DEFEAT
104,2,SUPPORT,10,12,10,3687,14726,1970,DEFEAT
105,1,TANK,11,2,0,3423,0,1760,VICTORY
105,1,DAMAGE,6,0,0,2252,0,0,VICTORY
105,1,DAMAGE,9,1,2,3129,127,758,VICTORY
105,1,SUPPORT,12,5,0,2522,893,0,VICTORY
105,1,SUPPORT,7,12,0,1113,2436,0,VICTORY
105,2,TANK,1,0,4,1728,0,3505,DEFEAT
105,2,DAMAGE,2,0,4,1895,0,0,DEFEAT
105,2,DAMAGE,0,0,4,626,491,0,DEFEAT
105,2,SUPPORT,0,1,3,181,3836,370,DEFEAT
105,2,SUPPORT,0,1,1,0,3272,0,DEFEAT
106,1,TANK,25,8,5,13122,1571,11301,VICTORY
106,1,DAMAGE,35,6,3,12117,0,0,VICTORY
106,1,DAMAGE,25,0,11,11053,657,374,VICTORY
106,1,SUPPORT,12,17,9,4537,10222,686,VICTORY
106,1,SUPPORT,19,20,7,2987,13830,456,VICTORY
106,2,TANK,25,2,10,14617,0,10501,DEFEAT
106,2,DAMAGE,13,1,14,8598,330,539,DEFEAT
106,2,DAMAGE,16,1,10,12283,0,0,DEFEAT
106,2,SUPPORT,4,17,10,1434,13392,509,DEFEAT
106,2,SUPPORT,6,15,10,2649,10754,0,DEFEAT
107,1,TANK,10,1,2,3824,0,5080,VICTORY
107,1,DAMAGE,16,2,2,4996,0,0,VICTORY
107,1,DAMAGE,13,1,2,5500,388,0,VICTORY
107,1,SUPPORT,9,6,1,3071,3894,0,VICTORY
107,1,SUPPORT,4,3,3,1924,3021,156,VICTORY
107,2,TANK,5,0,4,2938,0,13537,DEFEAT
107,2,DAMAGE,7,0,3,4082,102,319,DEFEAT
107,2,DAMAGE,5,0,9,2905,0,46,DEFEAT
107,2,SUPPORT,2,5,4,527,6212,308,DEFEAT
107,2,SUPPORT,5,5,5,974,5875,0,DEFEAT
108,1,TANK,11,1,0,6886,0,4534,VICTORY
108,1,DAMAGE,11,1,2,3936,0,0,VICTORY
108,1,DAMAGE,11,2,5,3274,0,235,VICTORY
108,1,SUPPORT,7,10,2,1797,4581,190,VICTORY
108,1,SUPPORT,6,8,0,1226,5806,0,VICTORY
108,2,TANK,3,1,6,4281,1058,4306,DEFEAT
108,2,DAMAGE,4,0,3,4537,63,541,DEFEAT
108,2,DAMAGE,3,1,5,2445,116,0,DEFEAT
108,2,SUPPORT,0,2,4,1290,6521,0,DEFEAT
108,2,SUPPORT,0,0,0,0,0,0,DEFEAT
109,1,TANK,12,1,0,2895,0,6725,VICTORY
109,1,DAMAGE,11,1,1,3889,0,0,VICTORY
109,1,DAMAGE,9,2,2,4235,673,0,VICTORY
109,1,SUPPORT,3,9,1,956,2882,101,VICTORY
109,1,SUPPORT,5,9,0,1021,3223,0,VICTORY
109,2,TANK,1,0,4,2503,0,2124,DEFEAT
109,2,DAMAGE,2,0,6,2618,106,261,DEFEAT
109,2,DAMAGE,2,1,3,1359,904,17,DEFEAT
109,2,SUPPORT,0,0,0,0,0,0,DEFEAT
109,2,SUPPORT,0,1,3,299,4367,154,DEFEAT
110,1,TANK,19,3,6,10539,0,9826,VICTORY
110,1,DAMAGE,15,1,4,6581,0,0,VICTORY
110,1,DAMAGE,10,1,7,6792,0,0,VICTORY
110,1,SUPPORT,2,18,6,1311,10742,95,VICTORY
110,1,SUPPORT,8,5,9,3129,7270,0,VICTORY
110,2,TANK,22,2,2,11697,122,9383,DEFEAT
110,2,DAMAGE,8,0,11,4717,0,400,DEFEAT
110,2,DAMAGE,18,3,9,8467,0,30,DEFEAT
110,2,SUPPORT,9,15,5,2323,9005,0,DEFEAT
110,2,SUPPORT,4,19,7,2308,8518,0,DEFEAT
111,1,TANK,43,15,4,11770,0,9881,VICTORY
111,1,DAMAGE,30,7,14,10272,0,0,VICTORY
111,1,DAMAGE,26,1,14,8531,1166,0,VICTORY
111,1,SUPPORT,2,35,8,1186,14282,1045,VICTORY
111,1,SUPPORT,22,18,13,7297,6951,121,VICTORY
111,2,TANK,26,0,14,11856,0,14137,DEFEAT
111,2,DAMAGE,16,0,13,8654,1082,0,DEFEAT
111,2,DAMAGE,27,5,13,10427,0,54,DEFEAT
111,2,SUPPORT,19,11,9,6521,6743,1142,DEFEAT
111,2,SUPPORT,7,13,11,2338,10685,227,DEFEAT
112,1,TANK,13,1,4,6171,0,14251,VICTORY
112,1,DAMAGE,7,3,2,5767,0,0,VICTORY
112,1,DAMAGE,20,0,1,9399,0,421,VICTORY
112,1,SUPPORT,8,14,2,2002,3794,0,VICTORY
112,1,SUPPORT,8,13,2,2133,6894,452,VICTORY
112,2,TANK,5,3,6,5343,0,8877,DEFEAT
112,2,DAMAGE,6,1,8,3081,616,0,DEFEAT
112,2,DAMAGE,7,0,8,5708,0,1178,DEFEAT
112,2,SUPPORT,2,2,4,758,7653,154,DEFEAT
112,2,SUPPORT,2,5,2,2527,7147,256,DEFEAT
113,1,TANK,17,1,0,5370,0,2611,VICTORY
113,1,DAMAGE,14,2,0,4159,0,0,VICTORY
113,1,DAMAGE,17,3,3,4607,0,0,VICTORY
113,1,SUPPORT,8,13,0,1192,4801,38,VICTORY
113,1,SUPPORT,2,13,1,549,1946,318,VICTORY
113,2,TANK,2,0,6,2352,0,5257,DEFEAT
113,2,DAMAGE,2,0,5,3332,202,0,DEFEAT
113,2,DAMAGE,3,0,9,1700,110,0,DEFEAT
113,2,SUPPORT,1,1,7,307,2354,0,DEFEAT
113,2,SUPPORT,0,0,1,0,417,0,DEFEAT
114,1,TANK,18,6,3,6840,18,5745,VICTORY
114,1,DAMAGE,13,4,1,4236,0,0,VICTORY
114,1,DAMAGE,21,0,4,9138,1993,0,VICTORY
114,1,SUPPORT,7,17,3,1469,7695,555,VICTORY
114,1,SUPPORT,8,16,4,2768,7058,0,VICTORY
114,2,TANK,12,3,6,8831,0,5983,DEFEAT
114,2,DAMAGE,7,4,6,6088,0,144,DEFEAT
114,2,DAMAGE,6,0,7,4646,104,79,DEFEAT
114,2,SUPPORT,1,12,5,415,8384,345,DEFEAT
114,2,SUPPORT,12,9,4,4136,7218,211,DEFEAT
115,1,TANK,32,8,4,10543,0,7726,VICTORY
115,1,DAMAGE,28,2,5,8398,0,2000,VICTORY
115,1,DAMAGE,32,0,6,11779,0,1437,VICTORY
115,1,SUPPORT,10,19,4,2921,7546,375,VICTORY
115,1,SUPPORT,10,33,3,3609,12728,0,VICTORY
115,2,TANK,12,2,7,9809,0,15545,DEFEAT
115,2,DAMAGE,18,0,10,10703,0,1205,DEFEAT
115,2,DAMAGE,3,1,13,4667,0,0,DEFEAT
115,2,SUPPORT,7,9,9,2746,11604,595,DEFEAT
115,2,SUPPORT,10,8,11,6071,11039,0,DEFEAT
116,1,TANK,55,8,6,21154,0,11336,VICTORY
116,1,DAMAGE,30,3,6,9709,323,1172,VICTORY
116,1,DAMAGE,25,4,11,8631,132,5,VICTORY
116,1,SUPPORT,10,41,10,2121,16488,191,VICTORY
116,1,SUPPORT,24,34,6,8261,14724,0,VICTORY
116,2,TANK,21,7,14,12719,0,9774,DEFEAT
116,2,DAMAGE,26,2,12,12990,1025,0,DEFEAT
116,2,DAMAGE,24,1,12,11824,0,3518,DEFEAT
116,2,SUPPORT,3,14,12,2464,14329,605,DEFEAT
116,2,SUPPORT,17,15,14,4647,14923,809,DEFEAT
117,1,TANK,20,2,1,11494,0,8191,VICTORY
117,1,DAMAGE,12,0,0,5703,0,1315,VICTORY
117,1,DAMAGE,17,2,3,7526,0,0,VICTORY
117,1,SUPPORT,8,12,4,2408,3546,80,VICTORY
117,1,SUPPORT,0,13,4,0,8628,559,VICTORY
117,2,TANK,3,1,8,6358,17,13340,DEFEAT
117,2,DAMAGE,5,0,8,5006,674,0,DEFEAT
117,2,DAMAGE,8,1,3,3708,0,0,DEFEAT
117,2,SUPPORT,2,3,5,1636,6119,1215,DEFEAT
117,2,SUPPORT,2,4,3,670,10656,378,DEFEAT
118,1,TANK,23,3,6,8521,0,6524,VICTORY
118,1,DAMAGE,20,2,3,7146,237,0,VICTORY
118,1,DAMAGE,18,0,3,6760,0,1544,VICTORY
118,1,SUPPORT,1,17,6,794,9034,351,VICTORY
118,1,SUPPORT,8,5,10,3222,4924,0,VICTORY
118,2,TANK,14,0,6,6479,0,4361,DEFEAT
118,2,DAMAGE,13,1,7,5909,798,1403,DEFEAT
118,2,DAMAGE,9,0,6,7110,656,11,DEFEAT
118,2,SUPPORT,10,5,10,2794,6224,56,DEFEAT
118,2,SUPPORT,5,11,5,1539,7364,1050,DEFEAT
119,1,TANK,18,9,2,5771,0,8766,VICTORY
119,1,DAMAGE,20,3,1,7317,0,0,VICTORY
119,1,DAMAGE,17,2,3,4576,0,218,VICTORY
119,1,SUPPORT,14,18,3,2668,5416,2253,VICTORY
119,1,SUPPORT,6,18,1,933,6905,0,VICTORY
119,2,TANK,2,0,7,4194,0,4860,DEFEAT
119,2,DAMAGE,7,0,6,6537,571,158,DEFEAT
119,2,DAMAGE,3,0,6,5328,87,492,DEFEAT
119,2,SUPPORT,1,1,5,945,4902,858,DEFEAT
119,2,SUPPORT,1,4,6,691,4925,0,DEFEAT
120,1,TANK,10,2,1,6346,0,3621,VICTORY
120,1,DAMAGE,7,1,1,3247,0,0,VICTORY
120,1,DAMAGE,12,1,4,4099,0,0,VICTORY
120,1,SUPPORT,7,7,0,1271,5277,696,VICTORY
120,1,SUPPORT,2,10,1,215,3908,0,VICTORY
120,2,TANK,5,0,4,4185,0,7610,DEFEAT
120,2,DAMAGE,1,0,5,3163,0,100,DEFEAT
120,2,DAMAGE,6,1,6,3338,0,0,DEFEAT
120,2,SUPPORT,1,4,3,891,3516,975,DEFEAT
120,2,SUPPORT,0,5,2,361,5539,23,DEFEAT
121,1,TANK,19,8,5,11380,1844,4594,VICTORY
121,1,DAMAGE,29,1,5,11730,0,0,VICTORY
121,1,DAMAGE,14,3,7,7175,1235,0,VICTORY
121,1,SUPPORT,7,10,8,3060,6622,259,VICTORY
121,1,SUPPORT,1,25,7,120,8778,0,VICTORY
121,2,TANK,14,5,9,6376,0,11613,DEFEAT
121,2,DAMAGE,11,6,6,5636,0,0,DEFEAT
121,2,DAMAGE,18,2,10,10680,1730,150,DEFEAT
121,2,SUPPORT,7,5,8,1403,7942,52,DEFEAT
121,2,SUPPORT,16,15,7,4626,10764,0,DEFEAT
