I,T,R,E,A,DE,DA,H,M
71,2,D,12,3,6,4079,272,0
71,2,S,8,8,2,2341,5512,0
71,2,S,5,12,3,1325,5272,2329
72,1,T,31,9,14,17922,1836,9581
72,1,D,23,6,9,13636,7,4789
72,1,D,26,0,14,13746,2513,0
72,1,S,10,14,11,6883,9797,846
72,1,S,6,24,9,2745,17972,0
72,2,T,39,5,7,16021,0,18622
72,2,D,28,2,10,17564,0,0
72,2,D,24,4,10,14717,0,0
72,2,S,18,28,9,5863,15382,1261
72,2,S,1,38,9,80,22445,0
73,1,T,14,2,8,10158,0,21706
73,1,D,14,6,10,8968,0,0
73,1,D,16,3,9,8097,1379,0
73,1,S,5,15,10,3668,7911,369
73,1,S,12,14,7,4724,13113,0
73,2,T,23,5,3,12607,3818,6458
73,2,D,27,2,4,10719,0,1100
73,2,D,15,4,8,7021,716,1496
73,2,S,15,14,5,4233,12395,145
73,2,S,11,21,5,2463,10447,127
74,1,T,15,0,8,9830,0,23263
74,1,D,9,1,16,8536,157,164
74,1,D,14,0,12,9024,995,0
74,1,S,12,6,13,6418,7434,304
74,1,S,7,5,10,2490,8386,764
74,2,T,18,7,4,6021,2513,7530
74,2,D,31,3,7,9965,368,591
74,2,D,29,8,8,9222,0,766
74,2,S,25,9,3,5615,12122,245
74,2,S,22,1,7,4855,9870,75
75,1,T,19,5,7,7284,0,4911
75,1,D,16,2,5,6361,86,1977
75,1,D,13,0,6,8194,0,78
75,1,S,6,12,6,3406,6389,0
75,1,S,5,10,5,3127,4954,244
75,2,T,16,5,3,8092,0,13960
75,2,D,11,3,5,4746,0,0
75,2,D,20,0,7,7146,0,790
75,2,S,3,12,6,875,7886,309
75,2,S,0,20,4,40,12448,0
76,1,T,18,3,17,12626,323,12725
76,1,D,17,4,6,9059,14,2931
76,1,D,18,2,17,11288,931,0
76,1,S,13,17,14,5079,11884,0
76,1,S,13,12,15,3419,13404,353
76,2,T,42,19,3,14703,0,7914
76,2,D,36,2,15,11254,38,2109
76,2,D,38,6,6,13906,0,94
76,2,S,27,23,7,8108,13753,1520
76,2,S,16,39,7,3271,14688,0
77,1,T,16,5,11,9255,79,10221
77,1,D,17,4,4,9433,4,3662
77,1,D,21,1,14,11259,0,2621
77,1,S,10,17,9,4515,10178,496
77,1,S,1,18,7,113,17714,1061
77,2,T,28,9,4,14580,0,8670
77,2,D,22,3,6,8956,839,0
77,2,D,12,6,9,6282,0,402
77,2,S,19,12,6,8994,8385,0
77,2,S,24,24,5,8424,13051,926
78,1,T,6,1,4,7742,0,10594
78,1,D,3,0,7,4517,0,470
78,1,D,3,0,6,3986,0,0
78,1,S,3,2,7,2233,3570,0
78,1,S,4,6,4,751,7897,185
78,2,T,18,3,1,7212,0,5433
78,2,D,17,3,5,3559,410,0
78,2,D,16,0,1,5585,478,150
78,2,S,12,16,2,3503,6063,0
78,2,S,2,13,2,585,7085,0
79,1,T,16,4,7,7182,0,14093
79,1,D,24,1,5,8965,0,72
79,1,D,11,0,12,5403,0,755
79,1,S,7,12,5,2406,7570,75
79,1,S,11,10,2,4623,6583,0
79,2,T,16,3,7,9118,428,4919
79,2,D,15,0,6,5408,191,892
79,2,D,15,4,8,6356,0,0
79,2,S,9,13,4,2317,9277,6168
79,2,S,13,11,5,1751,6605,519
80,1,T,13,3,9,9773,0,17147
80,1,D,25,0,8,8010,145,904
80,1,D,29,8,5,11535,899,78
80,1,S,4,14,3,1676,15814,431
80,1,S,11,3,7,4446,1694,0
80,2,T,24,2,6,13466,0,6589
80,2,D,17,1,9,7636,975,0
80,2,D,10,1,11,5778,279,219
80,2,S,0,26,6,0,12981,0
80,2,S,14,12,8,4530,9392,0
81,1,T,7,3,7,8524,1495,5152
81,1,D,10,3,7,7891,0,0
81,1,D,8,0,8,5671,617,1102
81,1,S,4,6,4,1994,7152,1974
81,1,S,4,10,5,1282,6783,0
81,2,T,19,8,2,10965,2382,3715
81,2,D,20,1,4,9813,0,14
81,2,D,17,4,4,7360,59,0
81,2,S,8,16,3,2157,8281,850
81,2,S,0,25,4,0,6257,0
82,1,T,18,5,14,17235,708,13268
82,1,D,23,7,15,11632,1463,726
82,1,D,28,2,13,15651,1023,129
82,1,S,11,23,5,4222,11960,4298
82,1,S,11,15,13,2996,12380,1796
82,2,T,42,21,6,20623,2553,6654
82,2,D,34,1,10,15022,0,0
82,2,D,28,12,14,8100,1626,903
82,2,S,13,31,8,2813,15319,1231
82,2,S,27,33,6,4511,12847,1615
83,1,T,15,3,11,10458,1500,6807
83,1,D,20,1,12,10867,528,934
83,1,D,22,2,12,10057,217,0
83,1,S,11,16,3,3919,9527,4120
83,1,S,3,17,6,2152,12322,182
83,2,T,29,7,7,13062,5108,1615
83,2,D,29,0,8,9443,13,13
83,2,D,24,5,11,12924,1667,0
83,2,S,13,20,6,2335,9931,607
83,2,S,14,19,3,3554,8673,0
84,1,T,19,2,7,8719,67,9445
84,1,D,6,4,10,3385,968,2941
84,1,D,12,0,10,6674,562,765
84,1,S,11,19,5,2830,13244,4083
84,1,S,11,11,7,4225,9539,527
84,2,T,25,8,5,13085,0,6966
84,2,D,28,4,2,12807,411,262
84,2,D,21,12,8,8315,81,1120
84,2,S,13,19,5,3520,9140,1438
84,2,S,14,23,4,2181,8141,499
85,1,T,8,2,9,7039,0,9687
85,1,D,12,0,8,8414,265,603
85,1,D,6,2,11,6306,65,0
85,1,S,5,9,5,2342,7045,2509
85,1,S,3,10,7,620,8523,0
85,2,T,27,4,3,9733,1109,4619
85,2,D,23,0,6,6456,203,3163
85,2,D,33,0,3,11810,0,0
85,2,S,9,14,4,2165,5495,0
85,2,S,2,31,2,465,10218,0
86,1,T,15,3,7,7120,334,3292
86,1,D,19,4,9,8072,0,0
86,1,D,15,0,5,6963,0,0
86,1,S,3,11,4,1748,9114,4191
86,1,S,7,9,6,4215,3899,208
86,2,T,15,2,4,5193,5213,591
86,2,D,21,1,9,7995,814,0
86,2,D,12,2,6,6028,0,0
86,2,S,19,10,4,5104,4914,0
86,2,S,4,14,5,1276,8317,2029
87,1,T,20,3,9,11523,0,28716
87,1,D,22,2,12,9253,215,22
87,1,D,11,2,15,8010,203,2583
87,1,S,8,16,8,2637,12821,4192
87,1,S,8,10,8,2081,15093,939
87,2,T,26,2,8,13543,643,9950
87,2,D,19,3,9,8086,0,0
87,2,D,28,8,9,11938,0,0
87,2,S,11,20,6,2544,10160,138
87,2,S,28,32,2,9586,9446,0
88,1,T,3,2,7,4533,112,9011
88,1,D,7,0,6,3701,0,0
88,1,D,7,0,8,4683,0,1823
88,1,S,0,4,3,700,3695,1751
88,1,S,5,3,8,1344,3647,519
88,2,T,20,2,0,6350,0,8441
88,2,D,25,0,0,6918,1353,0
88,2,D,7,0,5,2890,0,250
88,2,S,4,16,3,821,4870,238
88,2,S,12,19,4,2558,3998,0
89,1,T,5,1,8,5527,0,12649
89,1,D,2,1,9,4159,0,155
89,1,D,6,1,7,4370,1147,0
89,1,S,4,7,4,2193,6153,2860
89,1,S,4,4,5,1934,7654,603
89,2,T,26,2,1,10023,0,17032
89,2,D,13,1,3,6103,49,458
89,2,D,18,2,3,5184,0,0
89,2,S,15,19,1,3175,4780,0
89,2,S,11,23,1,2659,8154,217
90,1,T,16,4,16,10772,52,9468
90,1,D,16,3,13,12813,0,836
90,1,D,19,1,13,12877,595,1658
90,1,S,9,14,10,3193,11261,4458
90,1,S,4,13,8,1695,10999,162
90,2,T,38,15,5,16412,0,10360
90,2,D,33,3,8,9236,426,114
90,2,D,26,4,7,8481,335,0
90,2,S,12,30,6,1344,16806,1387
90,2,S,37,33,6,8752,11601,0
91,1,T,17,1,6,7638,1800,11624
91,1,D,14,0,13,5893,0,0
91,1,D,16,3,10,5354,667,118
91,1,S,10,21,3,3647,9471,4421
91,1,S,12,15,5,4561,10615,164
91,2,T,14,5,6,9476,0,5053
91,2,D,19,1,8,9513,14,273
91,2,D,21,4,8,6393,0,74
91,2,S,9,14,5,2748,7205,121
91,2,S,16,11,4,6348,9005,267
92,1,T,2,0,10,3755,0,2171
92,1,D,5,0,4,5290,0,433
92,1,D,8,2,5,4919,0,97
92,1,S,4,1,4,1529,2373,0
92,1,S,3,3,0,1429,3581,685
92,2,T,15,5,3,5099,47,2943
92,2,D,14,0,3,3873,0,0
92,2,D,10,1,3,3920,0,0
92,2,S,17,9,2,3859,4224,0
92,2,S,0,19,2,0,6911,0
93,1,T,14,3,10,13920,2181,8682
93,1,D,15,3,14,7464,0,0
93,1,D,9,2,12,11333,0,293
93,1,S,9,8,5,1658,9291,2157
93,1,S,1,13,9,203,12770,0
93,2,T,24,6,4,8458,100,11264
93,2,D,27,6,8,13259,486,0
93,2,D,32,0,7,10962,0,2683
93,2,S,16,21,5,4000,10023,713
93,2,S,16,34,5,6704,12275,5554
94,1,T,1,0,9,2546,0,5239
94,1,D,2,0,8,4245,1167,0
94,1,D,6,0,8,5191,0,0
94,1,S,3,1,6,2811,4388,0
94,1,S,0,1,3,438,4778,1736
94,2,T,25,11,1,5905,672,1307
94,2,D,19,1,2,6472,0,0
94,2,D,14,0,1,6883,0,374
94,2,S,16,12,3,3323,6376,0
94,2,S,4,9,1,1253,4735,115
95,1,T,15,1,14,10630,323,12062
95,1,D,20,0,12,8799,225,1133
95,1,D,13,2,14,9624,78,0
95,1,S,4,8,7,1732,8006,2593
95,1,S,6,8,11,2752,6561,153
95,2,T,37,10,3,11780,1304,9441
95,2,D,25,5,7,8521,338,588
95,2,D,35,5,4,8684,384,430
95,2,S,18,30,8,2680,9704,707
95,2,S,27,35,3,4811,12484,0
96,1,T,17,5,16,11411,0,18074
96,1,D,16,9,13,13184,0,2441
96,1,D,19,5,16,9885,0,75
96,1,S,12,11,3,3582,13096,600
96,1,S,17,10,9,6901,14417,249
96,2,T,40,5,7,14588,0,17476
96,2,D,37,12,5,12516,1044,8359
96,2,D,24,1,12,10582,0,314
96,2,S,18,30,9,6781,15929,223
96,2,S,19,34,5,2530,14801,1535
97,1,T,11,4,8,6675,1387,1755
97,1,D,21,2,7,12705,0,0
97,1,D,14,4,9,8908,0,1355
97,1,S,16,10,6,6660,7520,0
97,1,S,7,15,7,2838,7228,213
97,2,T,16,4,6,6597,2390,2618
97,2,D,22,2,8,9081,604,913
97,2,D,18,0,5,8528,0,215
97,2,S,18,12,5,4102,7569,1477
97,2,S,14,23,6,4928,8264,0
98,1,T,12,7,7,8598,1710,2533
98,1,D,15,1,10,7036,1711,0
98,1,D,18,0,8,10516,0,762
98,1,S,14,9,10,5093,7131,684
98,1,S,3,16,8,1998,8817,952
98,2,T,31,8,5,10231,0,11110
98,2,D,19,1,8,8093,545,0
98,2,D,26,0,6,11522,0,1726
98,2,S,17,32,5,7379,8445,0
98,2,S,10,18,4,2134,8776,454
99,1,T,15,4,9,9703,2166,2482
99,1,D,20,0,10,12308,2255,40
99,1,D,14,3,12,6454,0,0
99,1,S,10,20,9,3028,10184,0
99,1,S,7,16,10,3322,6657,1536
99,2,T,30,3,5,10484,0,12387
99,2,D,30,0,8,13984,0,3629
99,2,D,28,2,7,11686,1131,0
99,2,S,10,26,6,2507,10117,399
99,2,S,12,30,8,4368,8692,0
100,1,T,34,14,9,13831,3608,4164
100,1,D,41,6,16,20644,0,0
100,1,D,33,0,14,11716,437,2339
100,1,S,27,36,12,11067,14117,0
100,1,S,19,32,10,4188,12974,492
100,2,T,38,9,11,12566,0,20551
100,2,D,40,1,14,19657,0,7326
100,2,D,41,2,13,19200,1170,0
100,2,S,16,28,13,5069,15764,373
100,2,S,9,40,8,4358,16808,0
101,1,T,22,7,6,11411,2256,2953
101,1,D,20,4,5,8930,0,0
101,1,D,21,3,10,8314,0,0
101,1,S,0,17,5,1534,9472,2693
101,1,S,15,18,6,5577,8337,648
101,2,T,13,8,5,10670,0,9711
101,2,D,16,3,8,6187,488,44
101,2,D,20,0,8,12917,1392,0
101,2,S,12,11,8,4265,7113,218
101,2,S,14,13,7,3469,9314,0
102,1,T,10,3,6,11519,2580,2251
102,1,D,13,2,5,6208,0,0
102,1,D,9,0,11,6008,801,705
102,1,S,6,12,6,3541,6437,486
102,1,S,4,7,8,4288,5777,0
102,2,T,22,3,1,10823,246,8714
102,2,D,21,3,5,8310,1454,1907
102,2,D,22,1,3,8462,0,0
102,2,S,9,17,6,2083,8948,293
102,2,S,8,17,3,1915,8756,432
103,1,T,12,4,6,8766,0,12576
103,1,D,20,0,7,10354,0,122
103,1,D,7,2,10,5344,275,0
103,1,S,8,11,6,3969,6879,354
103,1,S,13,11,4,6235,10577,419
103,2,T,19,3,3,11480,0,8766
103,2,D,20,4,4,7627,0,0
103,2,D,13,4,10,6926,406,0
103,2,S,12,12,7,5209,7052,375
103,2,S,3,19,5,903,12382,161
104,1,T,19,3,9,13594,0,7733
104,1,D,15,2,9,7692,0,0
104,1,D,15,0,13,8817,839,1193
104,1,S,7,10,11,5540,11744,1412
104,1,S,12,17,12,4641,8470,948
104,2,T,40,12,7,14681,672,6954
104,2,D,30,6,4,12886,0,0
104,2,D,31,0,6,9487,193,10
104,2,S,3,32,5,883,12248,0
104,2,S,26,34,5,7180,9455,283
105,1,T,17,3,6,10904,0,13384
105,1,D,15,0,3,11176,0,0
105,1,D,14,3,7,13342,1146,2037
105,1,S,4,9,8,2028,9788,534
105,1,S,2,17,4,368,13413,0
105,2,T,22,12,2,12560,0,9258
105,2,D,19,2,7,9857,348,0
105,2,D,11,1,6,10355,1207,100
105,2,S,20,16,7,5921,11187,0
105,2,S,0,18,2,0,14127,0
106,1,T,14,0,15,11660,575,9859
106,1,D,13,5,14,11285,70,185
106,1,D,14,1,11,11700,0,1049
106,1,S,8,6,6,5923,10606,1076
106,1,S,10,11,10,6944,10458,0
106,2,T,24,5,6,13229,0,18015
106,2,D,26,2,10,10378,0,965
106,2,D,36,0,8,14436,0,882
106,2,S,17,22,5,3543,14959,975
106,2,S,17,36,6,4994,10994,0
107,1,T,27,7,9,16302,639,12059
107,1,D,30,5,9,14999,0,0
107,1,D,19,4,17,11566,0,402
107,1,S,17,18,9,6896,12834,1093
107,1,S,13,22,11,5898,12442,0
107,2,T,34,4,5,14474,0,8245
107,2,D,29,5,10,13849,1842,18
107,2,D,34,5,14,14818,403,199
107,2,S,21,27,7,9583,14884,195
107,2,S,6,26,8,2294,13388,500
108,1,T,4,2,8,4868,0,6881
108,1,D,7,2,6,3505,0,0
108,1,D,8,1,6,4782,0,0
108,1,S,6,6,5,2749,4362,55
108,1,S,1,4,5,188,4282,0
108,2,T,19,2,2,7557,0,7884
108,2,D,16,5,2,4518,0,0
108,2,D,9,5,2,4887,0,0
108,2,S,8,18,2,1054,5747,146
108,2,S,12,16,3,2924,3948,0
109,1,T,23,5,7,15187,0,8799
109,1,D,14,1,12,10162,0,0
109,1,D,16,0,17,9658,144,490
109,1,S,13,16,10,5787,8524,940
109,1,S,12,13,10,4152,10545,220
109,2,T,26,8,4,12530,0,7270
109,2,D,29,3,7,10401,0,0
109,2,D,38,0,5,13602,0,1478
109,2,S,14,25,10,3957,12229,804
109,2,S,12,18,7,3838,11059,712
110,1,T,17,4,4,12069,0,13910
110,1,D,17,0,9,10364,0,0
110,1,D,18,5,10,9636,0,77
110,1,S,10,12,12,3642,8731,787
110,1,S,14,12,7,4647,13278,0
110,2,T,32,4,4,18392,586,14667
110,2,D,25,6,6,10236,0,0
110,2,D,15,1,9,6967,310,654
110,2,S,15,12,7,6790,11095,779
110,2,S,10,21,6,3665,11013,832
111,1,T,24,8,13,17754,3900,12356
111,1,D,31,3,8,12428,0,0
111,1,D,34,3,10,11485,0,0
111,1,S,10,27,5,2982,15306,665
111,1,S,22,19,7,5832,12925,0
111,2,T,27,5,5,15323,879,4780
111,2,D,24,0,13,10282,1435,0
111,2,D,18,1,19,9968,545,0
111,2,S,27,14,10,14313,10140,0
111,2,S,18,23,7,5859,9842,479
112,1,T,29,8,18,19027,375,16048
112,1,D,27,5,11,17405,0,0
112,1,D,19,3,17,16708,236,0
112,1,S,2,33,5,134,22801,0
112,1,S,15,15,12,7367,11959,1339
112,2,T,31,7,9,18884,450,15914
112,2,D,38,1,9,19390,815,114
112,2,D,43,2,8,18958,1540,1750
112,2,S,25,23,10,6317,13486,618
112,2,S,15,37,11,3623,15816,320
113,1,T,20,5,16,14930,431,15654
113,1,D,23,2,7,15312,0,0
113,1,D,17,0,16,14156,0,4080
113,1,S,8,24,10,4557,13593,0
113,1,S,10,19,11,7543,8712,4
113,2,T,45,28,5,10021,0,20899
113,2,D,37,3,11,10723,2267,0
113,2,D,46,0,8,20508,0,778
113,2,S,5,31,7,1511,13355,866
113,2,S,30,38,4,7120,19970,0
114,1,T,14,3,6,7973,89,3625
114,1,D,14,0,4,6485,0,0
114,1,D,13,3,8,5229,255,0
114,1,S,11,10,6,2720,5848,0
114,1,S,5,8,6,2297,4110,326
114,2,T,11,3,4,5901,782,2762
114,2,D,21,0,6,6328,0,0
114,2,D,15,0,7,6409,0,1114
114,2,S,6,14,4,902,6327,104
114,2,S,18,14,2,3971,7059,0
115,1,T,17,2,7,10282,0,14903
115,1,D,11,1,5,12067,0,0
115,1,D,15,1,12,9509,181,1986
115,1,S,8,7,7,3146,10133,288
115,1,S,1,18,4,454,14172,0
115,2,T,22,4,2,12671,291,5837
115,2,D,19,1,5,11642,773,0
115,2,D,24,3,8,12738,0,0
115,2,S,0,27,4,408,12728,0
115,2,S,9,14,3,4064,8687,0
116,1,T,22,3,8,15812,756,6767
116,1,D,18,4,6,7926,0,0
116,1,D,20,0,9,7538,181,1599
116,1,S,26,22,8,6648,9807,0
116,1,S,9,22,8,2306,11806,268
116,2,T,27,17,6,10900,2121,3634
116,2,D,24,0,9,9433,0,830
116,2,D,20,2,7,6719,0,0
116,2,S,20,21,5,5952,7756,1914
116,2,S,23,19,7,7319,9882,0
117,1,T,16,3,8,16467,0,9202
117,1,D,25,1,6,12082,0,0
117,1,D,24,3,9,15654,0,167
117,1,S,4,15,5,3323,17326,177
117,1,S,14,14,7,6212,12438,833
117,2,T,15,0,8,10639,0,24058
117,2,D,22,3,11,18534,409,0
117,2,D,26,0,8,18889,0,2321
117,2,S,8,24,6,1924,16684,731
117,2,S,4,24,4,679,18049,592
118,1,T,0,0,1,2760,0,3429
118,1,D,2,0,6,1467,0,0
118,1,D,0,0,1,2173,0,0
118,1,S,2,1,6,3624,1699,0
118,1,S,0,1,4,1211,3787,0
118,2,T,13,3,0,4697,0,4681
118,2,D,7,0,1,4331,0,0
118,2,D,7,1,1,2875,0,0
118,2,S,6,14,0,759,4973,0
118,2,S,7,13,0,1838,4534,0
119,1,T,9,0,8,10634,0,8729
119,1,D,14,5,5,5401,0,0
119,1,D,19,2,9,9661,0,628
119,1,S,6,14,8,3473,7945,547
119,1,S,6,15,6,411,11314,0
119,2,T,24,9,4,10090,0,13356
119,2,D,21,0,9,8712,50,379
119,2,D,24,4,4,10733,0,852
119,2,S,9,15,5,2998,6795,29
119,2,S,16,17,2,5797,9612,0
120,1,T,18,4,8,9031,856,4679
120,1,D,23,0,9,10723,2533,0
120,1,D,20,7,5,7839,0,0
120,1,S,9,10,7,4003,10807,1927
120,1,S,17,11,7,5013,11486,816
120,2,T,21,4,9,11068,338,5431
120,2,D,23,0,4,10810,0,0
120,2,D,16,7,6,6272,150,359
120,2,S,19,25,6,5254,9914,3352
120,2,S,21,14,6,9718,7831,0
121,1,T,6,1,12,9648,0,11848
121,1,D,5,0,6,7244,0,1356
121,1,D,8,0,9,8317,212,1331
121,1,S,1,8,6,1605,11348,567
121,1,S,6,3,9,5212,7462,1342
121,2,T,29,9,2,9513,79,10450
121,2,D,23,9,4,10891,0,0
121,2,D,25,2,3,12206,0,478
121,2,S,16,23,2,5265,10697,0
121,2,S,17,21,3,4027,9440,1857
122,1,T,0,0,4,5177,269,4785
122,1,D,1,0,2,2043,0,445
122,1,D,1,0,5,3669,488,0
122,1,S,0,0,3,95,5662,150
122,1,S,0,0,6,287,5149,0
122,2,T,11,0,0,5614,0,10038
122,2,D,10,4,0,3740,310,547
122,2,D,15,5,0,6727,0,0
122,2,S,9,7,1,3419,4563,0
122,2,S,3,11,1,1409,3350,0
123,1,T,7,5,13,7015,3648,4389
123,1,D,11,0,9,8920,0,1707
123,1,D,14,0,17,13356,2104,0
123,1,S,8,6,13,6686,7203,244
123,1,S,5,6,8,3252,10405,0
123,2,T,35,7,3,10954,664,5268
123,2,D,30,2,6,11610,1058,0
123,2,D,36,2,5,18011,0,311
123,2,S,37,24,4,7948,13021,170
123,2,S,11,41,3,3011,10581,0
124,1,T,6,3,5,6517,0,3694
124,1,D,14,0,3,6482,0,200
124,1,D,19,0,6,9388,0,0
124,1,S,6,9,7,1996,6032,14
124,1,S,7,13,9,4042,5183,1406
124,2,T,19,3,5,8101,440,6163
124,2,D,18,3,6,8683,549,1912
124,2,D,15,4,6,9177,163,1426
124,2,S,12,14,4,2995,4844,346
124,2,S,15,17,2,3881,9166,0
125,1,T,7,3,5,5735,468,3469
125,1,D,7,0,5,3544,0,434
125,1,D,10,3,4,8147,0,0
125,1,S,6,6,5,3074,7760,673
125,1,S,3,7,4,902,10853,4
125,2,T,15,3,2,6731,0,11078
125,2,D,15,2,3,10494,739,0
125,2,D,15,0,3,5989,0,873
125,2,S,12,16,0,4735,8134,0
125,2,S,3,20,3,2200,6313,0
126,1,T,6,1,8,4507,665,10484
126,1,D,7,0,4,4528,0,83
126,1,D,6,0,7,4209,0,40
126,1,S,5,8,4,1758,6765,0
126,1,S,4,7,6,2944,6271,0
126,2,T,14,2,2,8923,0,4241
126,2,D,14,1,1,7844,0,127
126,2,D,17,0,4,4720,0,563
126,2,S,14,18,1,4439,5704,0
126,2,S,8,13,3,1407,5971,0
127,1,T,14,6,10,8927,0,8715
127,1,D,17,0,19,9104,0,757
127,1,D,18,0,5,11141,0,122
127,1,S,4,15,13,1949,6872,0
127,1,S,8,10,13,3768,8238,200
127,2,T,33,16,4,8813,0,6471
127,2,D,30,8,6,9562,0,174
127,2,D,36,12,8,10867,429,0
127,2,S,22,11,5,5843,9202,72
127,2,S,19,23,5,4813,8285,334
128,1,T,11,0,10,7710,0,7136
128,1,D,8,0,3,6602,0,545
128,1,D,7,0,12,9655,415,0
128,1,S,7,6,11,4449,5563,1001
128,1,S,3,5,10,2786,3728,1198
128,2,T,33,9,3,7373,491,7029
128,2,D,30,8,3,6392,1173,2623
128,2,D,27,2,5,7639,1382,0
128,2,S,11,32,4,1508,7655,0
128,2,S,25,25,3,6572,10446,0
129,1,T,12,5,8,7937,0,4146
129,1,D,7,1,8,7515,675,544
129,1,D,9,0,3,6526,0,905
129,1,S,4,3,7,3100,6025,1023
129,1,S,7,8,7,3541,9152,0
129,2,T,27,3,2,10480,0,10840
129,2,D,18,0,2,6333,0,0
129,2,D,18,4,3,9383,787,943
129,2,S,14,18,5,3842,8765,0
129,2,S,9,22,3,2578,8568,847
130,1,T,8,1,5,6387,415,3187
130,1,D,5,0,4,3462,0,255
130,1,D,3,0,6,3444,0,77
130,1,S,6,6,7,1624,3610,0
130,1,S,1,4,7,1980,2511,0
130,2,T,14,5,3,3099,174,2122
130,2,D,16,0,2,4046,0,361
130,2,D,16,0,2,4660,0,0
130,2,S,12,8,1,3840,5537,0
130,2,S,13,9,2,3859,3908,761
131,1,T,29,11,8,18591,10955,2109
131,1,D,22,2,8,9821,0,224
131,1,D,26,0,3,12053,0,2322
131,1,S,10,28,10,5691,15536,6204
131,1,S,7,21,7,1474,16216,614
131,2,T,20,9,11,19468,3523,5328
131,2,D,19,5,13,18977,45,0
131,2,D,16,2,6,11133,0,0
131,2,S,13,19,5,3311,12448,580
131,2,S,22,12,7,11968,7795,0
132,1,T,13,5,12,13079,3101,6114
132,1,D,21,3,11,17610,0,0
132,1,D,24,0,14,16768,0,5547
132,1,S,7,12,10,4085,11512,514
132,1,S,4,21,8,3941,15846,0
132,2,T,38,15,3,16899,0,13438
132,2,D,29,5,9,16106,1718,0
132,2,D,28,5,9,16404,503,155
132,2,S,24,26,8,10420,11776,0
132,2,S,9,29,7,2348,18909,1577
133,1,T,3,0,6,3430,1497,1784
133,1,D,3,0,3,3681,0,0
133,1,D,2,0,5,3206,269,971
133,1,S,1,2,4,438,6146,239
133,1,S,1,1,4,1181,1763,361
133,2,T,11,3,2,5344,123,1388
133,2,D,11,2,2,5159,0,0
133,2,D,10,0,2,5004,0,725
133,2,S,9,8,0,2239,3285,1
133,2,S,8,10,1,2153,3552,0
134,1,T,15,3,4,11526,0,5067
134,1,D,18,2,3,9036,0,0
134,1,D,18,3,7,7231,0,0
134,1,S,11,18,4,4473,5574,0
134,1,S,6,14,3,1268,8704,399
134,2,T,9,7,5,7501,0,4585
134,2,D,11,4,10,4608,495,1347
134,2,D,11,0,9,6343,243,121
134,2,S,9,11,7,3288,6201,288
134,2,S,9,12,7,3236,10017,0
135,1,T,19,3,9,15601,681,10489
135,1,D,11,5,10,12376,0,0
135,1,D,9,4,12,8806,875,283
135,1,S,13,12,9,4948,13216,0
135,1,S,2,16,10,303,14768,0
135,2,T,28,9,7,11891,1348,5691
135,2,D,28,4,7,13345,0,282
135,2,D,34,0,2,14855,0,1649
135,2,S,35,22,3,11838,12277,0
135,2,S,0,40,4,0,14910,0
136,1,T,19,2,13,12261,0,10030
136,1,D,24,2,2,10369,0,0
136,1,D,20,1,5,11789,1339,0
136,1,S,4,13,3,3072,10952,268
136,1,S,0,22,3,0,12627,0
136,2,T,18,3,4,11759,0,9776
136,2,D,17,3,8,13276,785,0
136,2,D,17,7,7,10900,75,0
136,2,S,7,16,6,1110,12064,471
136,2,S,14,13,8,3974,8446,418
137,1,T,19,3,8,11373,4094,5894
137,1,D,18,5,3,8393,0,0
137,1,D,19,7,11,8773,224,2578
137,1,S,18,7,9,7309,7429,336
137,1,S,13,17,8,5234,10922,279
137,2,T,23,8,5,9055,0,15935
137,2,D,26,1,5,13942,0,422
137,2,D,24,0,8,12278,0,1587
137,2,S,1,29,6,20,16061,0
137,2,S,20,9,8,6468,8033,24
138,1,T,10,2,10,10181,1715,7220
138,1,D,14,2,5,11139,0,302
138,1,D,19,0,7,8025,1458,0
138,1,S,12,14,8,5007,11482,0
138,1,S,1,15,7,2429,10701,630
138,2,T,18,7,6,9880,2843,3672
138,2,D,19,5,4,9365,0,0
138,2,D,25,1,6,12233,0,64
138,2,S,5,16,4,3578,9368,609
138,2,S,25,9,6,10747,7410,0
139,1,T,12,2,6,9080,0,8517
139,1,D,10,5,5,9207,0,0
139,1,D,13,1,3,9161,0,303
139,1,S,1,14,3,42,10226,0
139,1,S,8,10,4,5132,6061,334
139,2,T,17,7,2,8775,0,10886
139,2,D,13,0,9,7717,0,1698
139,2,D,12,1,6,9821,1249,0
139,2,S,3,16,3,1270,12087,964
139,2,S,5,17,2,2261,7907,237
140,1,T,9,2,7,6827,1500,9833
140,1,D,11,2,10,9106,499,0
140,1,D,9,0,2,7878,0,282
140,1,S,2,11,4,1994,4906,0
140,1,S,7,10,4,3046,6635,659
140,2,T,12,1,4,6334,0,9532
140,2,D,16,5,5,6448,54,1242
140,2,D,16,3,4,7798,0,144
140,2,S,18,16,3,2604,10024,0
140,2,S,16,12,4,4579,7580,728
141,1,T,23,4,9,19815,0,15603
141,1,D,27,0,9,20055,0,614
141,1,D,32,2,22,14040,0,0
141,1,S,13,19,10,7640,16911,370
141,1,S,0,36,10,60,22431,0
141,2,T,26,10,10,16388,173,10049
141,2,D,33,4,13,19565,435,1071
141,2,D,33,3,8,16553,679,10
141,2,S,23,20,12,8072,14884,0
141,2,S,15,26,7,4609,15414,1379
142,1,T,4,2,5,4355,0,3440
142,1,D,3,0,1,3048,0,53
142,1,D,3,0,2,2094,0,0
142,1,S,0,2,5,725,3398,0
