INDEX,TEAM,ROLE,E,A,D,DMG,H,MIT,RESULT
,2,SUPPORT,5,12,5,2824,8886,305,WIN
,2,SUPPORT,4,13,6,1616,8488,0,WIN
51,1,TANK,9,5,5,7738,641,3778,LOSE
,1,DAMAGE,7,0,2,8454,0,0,LOSE
,1,DAMAGE,6,0,8,9465,84,1644,LOSE
,1,SUPPORT,5,6,3,3546,9340,562,LOSE
,1,SUPPORT,4,5,5,3728,11137,4437,LOSE
,2,TANK,18,4,3,10038,2350,4296,WIN
,2,DAMAGE,16,8,3,11127,765,0,WIN
,2,DAMAGE,16,2,3,7653,0,220,WIN
,2,SUPPORT,6,16,1,1914,9529,75,WIN
,2,SUPPORT,0,18,2,12,13371,1012,WIN
52,1,TANK,26,4,13,14006,225,18192,LOSE
,1,DAMAGE,22,0,9,11059,0,0,LOSE
,1,DAMAGE,21,6,7,11958,1392,2949,LOSE
,1,SUPPORT,13,14,14,6135,7866,2307,LOSE
,1,SUPPORT,12,18,11,5529,12785,0,LOSE
,2,TANK,32,2,8,14631,0,25321,WIN
,2,DAMAGE,21,7,9,11172,0,29,WIN
,2,DAMAGE,31,2,9,11321,165,1820,WIN
,2,SUPPORT,19,23,6,5030,14443,5039,WIN
,2,SUPPORT,13,25,7,3285,19654,1360,WIN
53,1,TANK,14,1,11,10712,459,8105,LOSE
,1,DAMAGE,9,0,6,5181,0,0,LOSE
,1,DAMAGE,17,0,6,10313,0,3799,LOSE
,1,SUPPORT,14,13,8,3093,8535,759,LOSE
,1,SUPPORT,8,12,5,4401,12650,0,LOSE
,2,TANK,19,5,6,11446,0,14268,WIN
,2,DAMAGE,22,0,6,10692,843,0,WIN
,2,DAMAGE,24,0,4,10528,195,3328,WIN
,2,SUPPORT,12,19,2,2430,12585,1028,WIN
,2,SUPPORT,13,16,5,2410,11138,0,WIN
54,1,TANK,21,3,14,15686,0,9055,LOSE
,1,DAMAGE,22,0,4,12122,0,0,LOSE
,1,DAMAGE,23,8,15,15700,638,0,LOSE
,1,SUPPORT,10,10,8,4660,10543,60,LOSE
,1,SUPPORT,6,23,12,3751,13572,3340,LOSE
,2,TANK,28,4,6,13439,996,6141,WIN
,2,DAMAGE,33,3,6,13075,765,427,WIN
,2,DAMAGE,35,6,8,12809,952,1960,WIN
,2,SUPPORT,16,22,10,3301,12992,1340,WIN
,2,SUPPORT,26,31,7,4852,17546,0,WIN
55,1,TANK,27,8,7,13538,0,23354,LOSE
,1,DAMAGE,30,0,5,11650,0,0,LOSE
,1,DAMAGE,30,2,11,15418,980,2060,LOSE
,1,SUPPORT,19,26,3,6922,13002,0,LOSE
,1,SUPPORT,5,34,4,2282,16326,707,LOSE
,2,TANK,17,2,10,11828,0,12135,WIN
,2,DAMAGE,15,0,17,11689,2600,0,WIN
,2,DAMAGE,14,0,9,7348,0,0,WIN
,2,SUPPORT,15,17,7,8796,12564,402,WIN
,2,SUPPORT,10,15,6,2987,14094,2917,WIN
56,1,TANK,14,4,9,7128,0,6848,LOSE
,1,DAMAGE,17,0,8,4148,0,0,LOSE
,1,DAMAGE,20,0,11,6327,0,4830,LOSE
,1,SUPPORT,10,14,8,2813,8620,736,LOSE
,1,SUPPORT,0,16,11,831,8130,0,LOSE
,2,TANK,26,8,5,9234,0,5042,WIN
,2,DAMAGE,34,0,5,10684,0,5046,WIN
,2,DAMAGE,27,0,9,6272,0,782,WIN
,2,SUPPORT,4,27,7,1606,7250,0,WIN
,2,SUPPORT,18,17,6,2688,4460,208,WIN
57,1,TANK,8,2,12,6743,1475,7911,LOSE
,1,DAMAGE,19,0,9,8431,0,0,LOSE
,1,DAMAGE,25,0,10,14097,0,4347,LOSE
,1,SUPPORT,3,21,10,594,13427,0,LOSE
,1,SUPPORT,4,13,7,3873,8089,410,LOSE
,2,TANK,31,7,5,15409,0,10062,WIN
,2,DAMAGE,20,5,9,9783,97,163,WIN
,2,DAMAGE,26,4,5,11517,0,3145,WIN
,2,SUPPORT,0,25,5,80,12148,0,WIN
,2,SUPPORT,9,20,7,2723,7952,226,WIN
58,1,TANK,20,3,5,11674,0,12914,LOSE
,1,DAMAGE,20,0,8,7306,0,0,LOSE
,1,DAMAGE,13,3,11,5594,0,81,LOSE
,1,SUPPORT,6,6,10,2876,7331,369,LOSE
,1,SUPPORT,0,14,9,0,9691,0,LOSE
,2,TANK,26,11,2,10305,0,10286,WIN
,2,DAMAGE,17,0,9,7884,0,0,WIN
,2,DAMAGE,29,0,5,10204,0,0,WIN
,2,SUPPORT,6,20,8,340,9604,0,WIN
,2,SUPPORT,9,16,7,3051,6034,145,WIN
59,1,TANK,15,4,6,6834,0,9804,LOSE
,1,DAMAGE,12,0,6,5007,0,0,LOSE
,1,DAMAGE,15,2,8,8566,1369,262,LOSE
,1,SUPPORT,8,13,6,1579,7816,112,LOSE
,1,SUPPORT,8,7,6,4175,6834,471,LOSE
,2,TANK,16,0,4,6844,0,14290,WIN
,2,DAMAGE,16,0,6,8610,1204,4,WIN
,2,DAMAGE,15,5,4,6480,661,0,WIN
,2,SUPPORT,1,18,5,419,8211,0,WIN
,2,SUPPORT,10,12,5,5980,5678,0,WIN
60,1,TANK,16,2,6,6043,0,8113,LOSE
,1,DAMAGE,13,0,6,5623,0,0,LOSE
,1,DAMAGE,19,2,8,9301,0,714,LOSE
,1,SUPPORT,21,18,9,9054,7319,2878,LOSE
,1,SUPPORT,9,10,6,3487,8038,541,LOSE
,2,TANK,21,5,4,10339,0,5099,WIN
,2,DAMAGE,17,1,8,8440,0,10,WIN
,2,DAMAGE,13,2,10,10061,2036,0,WIN
,2,SUPPORT,8,14,7,3447,10308,554,WIN
,2,SUPPORT,12,12,6,3176,7915,789,WIN
61,1,TANK,14,2,6,7076,225,6009,LOSE
,1,DAMAGE,12,0,2,8092,0,0,LOSE
,1,DAMAGE,9,1,6,5774,147,0,LOSE
,1,SUPPORT,3,12,6,1900,3736,0,LOSE
,1,SUPPORT,6,5,3,3610,6357,199,LOSE
,2,TANK,15,3,3,7520,0,4219,WIN
,2,DAMAGE,16,2,6,6353,0,0,WIN
,2,DAMAGE,4,0,7,1951,97,297,WIN
,2,SUPPORT,8,12,5,3611,6667,0,WIN
,2,SUPPORT,6,14,2,866,8841,161,WIN
62,1,TANK,8,2,6,4677,224,10321,LOSE
,1,DAMAGE,8,0,4,4220,0,0,LOSE
,1,DAMAGE,14,3,10,5610,0,0,LOSE
,1,SUPPORT,8,8,6,3690,5968,0,LOSE
,1,SUPPORT,7,7,9,2509,5402,578,LOSE
,2,TANK,8,1,5,4815,0,2723,WIN
,2,DAMAGE,17,1,4,7208,0,0,WIN
,2,DAMAGE,21,5,6,8928,0,0,WIN
,2,SUPPORT,7,8,2,2336,5916,494,WIN
,2,SUPPORT,5,19,3,677,8023,0,WIN
63,1,TANK,10,3,9,8127,3358,9594,LOSE
,1,DAMAGE,11,0,1,6936,0,0,LOSE
,1,DAMAGE,12,3,9,6176,0,832,LOSE
,1,SUPPORT,8,9,5,3344,9374,0,LOSE
,1,SUPPORT,8,11,8,2024,10073,1209,LOSE
,2,TANK,23,5,5,12264,1122,6010,WIN
,2,DAMAGE,14,0,8,7533,0,96,WIN
,2,DAMAGE,14,0,4,7399,537,185,WIN
,2,SUPPORT,19,12,4,6972,6204,0,WIN
,2,SUPPORT,7,17,3,1655,9058,0,WIN
64,1,TANK,7,2,6,6671,0,6965,LOSE
,1,DAMAGE,8,0,3,3519,0,0,LOSE
,1,DAMAGE,8,1,7,3840,13,0,LOSE
,1,SUPPORT,4,4,6,1228,6054,1280,LOSE
,1,SUPPORT,1,6,8,1298,4741,0,LOSE
,2,TANK,13,1,4,4068,0,10024,WIN
,2,DAMAGE,18,0,3,4216,896,0,WIN
,2,DAMAGE,20,0,2,7129,282,0,WIN
,2,SUPPORT,19,15,2,4447,5509,0,WIN
,2,SUPPORT,7,9,2,1392,5153,1500,WIN
65,1,TANK,14,2,11,11029,962,12223,LOSE
,1,DAMAGE,13,0,4,9175,0,201,LOSE
,1,DAMAGE,21,0,13,9100,227,59,LOSE
,1,SUPPORT,6,13,8,480,11404,0,LOSE
,1,SUPPORT,6,14,10,3337,12253,772,LOSE
,2,TANK,29,2,4,11599,0,3192,WIN
,2,DAMAGE,15,0,9,8133,96,376,WIN
,2,DAMAGE,26,0,7,10728,0,0,WIN
,2,SUPPORT,18,18,5,6199,9718,950,WIN
,2,SUPPORT,19,25,5,5861,9126,85,WIN
66,1,TANK,14,2,8,7996,0,10426,LOSE
,1,DAMAGE,16,0,4,8138,0,1224,LOSE
,1,DAMAGE,19,0,10,6927,13,0,LOSE
,1,SUPPORT,15,10,9,3822,8883,105,LOSE
,1,SUPPORT,8,11,5,2098,9208,1031,LOSE
,2,TANK,16,8,6,8789,0,4908,WIN
,2,DAMAGE,21,1,6,8929,0,396,WIN
,2,DAMAGE,24,6,6,11007,0,0,WIN
,2,SUPPORT,3,24,5,561,11904,719,WIN
,2,SUPPORT,14,16,6,2301,7192,189,WIN
67,1,TANK,20,1,12,10667,19,6963,LOSE
,1,DAMAGE,12,0,7,6432,0,0,LOSE
,1,DAMAGE,18,1,11,10331,594,72,LOSE
,1,SUPPORT,7,17,12,2338,9224,536,LOSE
,1,SUPPORT,4,17,12,1938,12387,0,LOSE
,2,TANK,39,9,4,11090,0,6571,WIN
,2,DAMAGE,31,8,7,10911,441,3,WIN
,2,DAMAGE,28,2,6,9471,295,0,WIN
,2,SUPPORT,18,24,9,5536,7030,0,WIN
,2,SUPPORT,12,25,5,2149,12172,636,WIN
68,1,TANK,20,4,8,7543,0,9632,LOSE
,1,DAMAGE,11,0,6,7852,0,469,LOSE
,1,DAMAGE,13,1,9,7668,540,0,LOSE
,1,SUPPORT,6,9,10,3105,5211,60,LOSE
,1,SUPPORT,5,12,6,1659,8874,268,LOSE
,2,TANK,20,1,3,8409,0,5453,WIN
,2,DAMAGE,23,0,5,13501,857,2,WIN
,2,DAMAGE,18,0,6,9129,0,474,WIN
,2,SUPPORT,2,14,7,762,7436,345,WIN
,2,SUPPORT,4,16,5,497,10157,0,WIN
69,1,TANK,17,8,8,14102,0,17908,LOSE
,1,DAMAGE,21,1,4,10463,174,1184,LOSE
,1,DAMAGE,22,5,9,11334,0,172,LOSE
,1,SUPPORT,8,13,6,1860,20597,2392,LOSE
,1,SUPPORT,0,15,6,60,12391,0,LOSE
,2,TANK,21,11,6,16224,0,9087,WIN
,2,DAMAGE,20,2,9,11272,72,3995,WIN
,2,DAMAGE,21,5,8,11415,108,977,WIN
,2,SUPPORT,11,19,4,2637,15588,526,WIN
,2,SUPPORT,19,16,4,4683,10796,576,WIN
70,1,TANK,4,1,3,2329,0,1463,LOSE
,1,DAMAGE,4,0,2,1656,0,0,LOSE
,1,DAMAGE,2,0,7,4130,1069,0,LOSE
,1,SUPPORT,4,3,3,1139,1976,0,LOSE
,1,SUPPORT,4,1,6,1889,2582,76,LOSE
,2,TANK,10,1,2,2765,0,8228,WIN
,2,DAMAGE,12,3,2,4637,0,0,WIN
,2,DAMAGE,10,1,3,3665,0,0,WIN
,2,SUPPORT,2,7,0,925,4664,338,WIN
,2,SUPPORT,8,10,2,1871,3224,0,WIN
71,1,TANK,7,1,7,5570,22,8444,LOSE
,1,DAMAGE,12,0,4,4704,0,0,LOSE
,1,DAMAGE,8,2,7,4844,0,287,LOSE
,1,SUPPORT,8,9,7,2622,2954,736,LOSE
,1,SUPPORT,6,5,4,2044,6013,396,LOSE
,2,TANK,12,3,2,4460,0,13431,WIN
,2,DAMAGE,18,1,6,7072,609,0,WIN
,2,DAMAGE,17,2,5,6480,0,93,WIN
,2,SUPPORT,8,12,2,2098,7661,300,WIN
,2,SUPPORT,1,19,3,412,6839,29,WIN
72,1,TANK,8,1,4,12371,99,6989,LOSE
,1,DAMAGE,8,0,5,4837,0,0,LOSE
,1,DAMAGE,7,5,9,6445,428,0,LOSE
,1,SUPPORT,2,7,2,782,10885,589,LOSE
,1,SUPPORT,4,6,4,2697,7475,1024,LOSE
,2,TANK,11,2,5,11305,471,10597,WIN
,2,DAMAGE,8,0,2,6941,0,68,WIN
,2,DAMAGE,18,2,1,7031,1758,0,WIN
,2,SUPPORT,0,11,1,520,7730,0,WIN
,2,SUPPORT,4,10,1,1692,11152,1427,WIN
73,1,TANK,7,2,2,7838,4541,1318,WIN
,1,DAMAGE,11,0,4,9162,0,570,WIN
,1,DAMAGE,17,0,4,9152,0,2287,WIN
,1,SUPPORT,6,9,1,2997,5168,0,WIN
,1,SUPPORT,2,13,1,166,9094,330,WIN
,2,TANK,5,0,4,7117,0,7275,LOSE
,2,DAMAGE,6,1,5,7834,0,0,LOSE
,2,DAMAGE,7,1,6,7008,0,0,LOSE
,2,SUPPORT,3,4,5,2296,7720,446,LOSE
,2,SUPPORT,0,4,3,184,12097,472,LOSE
74,1,TANK,42,17,1,11254,0,10868,WIN
,1,DAMAGE,32,2,6,11930,1129,2,WIN
,1,DAMAGE,28,0,5,11203,0,2110,WIN
,1,SUPPORT,16,30,1,3216,12866,0,WIN
,1,SUPPORT,17,30,4,4372,16262,502,WIN
,2,TANK,11,4,11,12419,1191,10808,LOSE
,2,DAMAGE,10,1,13,10182,0,0,LOSE
,2,DAMAGE,6,1,13,10872,0,2256,LOSE
,2,SUPPORT,2,10,10,2776,10855,0,LOSE
,2,SUPPORT,1,9,11,904,9891,32,LOSE
75,1,TANK,32,2,1,9868,142,8620,WIN
,1,DAMAGE,17,0,7,5718,0,25,WIN
,1,DAMAGE,19,4,8,6805,0,225,WIN
,1,SUPPORT,17,22,1,2824,7293,0,WIN
,1,SUPPORT,19,15,5,3629,6761,117,WIN
,2,TANK,8,1,8,7359,0,9748,LOSE
,2,DAMAGE,15,4,7,5118,977,0,LOSE
,2,DAMAGE,12,0,11,7181,801,45,LOSE
,2,SUPPORT,8,10,6,1721,8127,625,LOSE
,2,SUPPORT,3,6,7,1340,7949,502,LOSE
76,1,TANK,40,15,10,17182,0,16086,WIN
,1,DAMAGE,30,9,14,15546,41,0,WIN
,1,DAMAGE,42,17,12,18646,1878,6070,WIN
,1,SUPPORT,27,27,8,6698,14782,0,WIN
,1,SUPPORT,11,37,15,2248,23763,243,WIN
,2,TANK,27,5,13,16786,0,24252,LOSE
,2,DAMAGE,29,5,18,15371,610,1298,LOSE
,2,DAMAGE,38,3,11,16683,1371,1603,LOSE
,2,SUPPORT,21,21,8,6375,15248,105,LOSE
,2,SUPPORT,11,26,11,5910,18825,469,LOSE
77,1,TANK,28,7,1,10429,2109,2839,WIN
,1,DAMAGE,34,1,9,10209,0,324,WIN
,1,DAMAGE,22,5,7,7865,0,50,WIN
,1,SUPPORT,15,19,0,3362,7017,0,WIN
,1,SUPPORT,13,18,3,3412,6986,14,WIN
,2,TANK,5,1,11,5346,851,7212,LOSE
,2,DAMAGE,9,6,8,5901,145,110,LOSE
,2,DAMAGE,14,0,12,10562,164,0,LOSE
,2,SUPPORT,2,11,8,2048,10177,0,LOSE
,2,SUPPORT,4,5,13,2515,6082,403,LOSE
78,1,TANK,37,8,9,11025,0,7310,WIN
,1,DAMAGE,50,5,3,15751,962,0,WIN
,1,DAMAGE,42,0,5,12676,0,2904,WIN
,1,SUPPORT,19,32,3,5078,9556,0,WIN
,1,SUPPORT,7,34,1,1319,15575,571,WIN
,2,TANK,16,3,10,14013,0,8151,LOSE
,2,DAMAGE,15,7,11,6730,0,164,LOSE
,2,DAMAGE,16,0,15,10940,50,111,LOSE
,2,SUPPORT,12,14,13,4214,11467,5608,LOSE
,2,SUPPORT,3,8,13,1956,11157,0,LOSE
79,1,TANK,25,6,4,11922,2907,3168,WIN
,1,DAMAGE,18,2,8,9350,1455,0,WIN
,1,DAMAGE,9,0,9,7884,345,207,WIN
,1,SUPPORT,14,15,1,3743,6852,0,WIN
,1,SUPPORT,14,12,5,3101,6437,419,WIN
,2,TANK,14,2,8,9767,1922,8941,LOSE
,2,DAMAGE,12,1,9,6455,1781,0,LOSE
,2,DAMAGE,12,0,7,6362,0,1184,LOSE
,2,SUPPORT,8,13,10,3900,6842,1791,LOSE
,2,SUPPORT,7,14,5,1881,11357,1253,LOSE
80,1,TANK,15,1,3,5285,0,3098,WIN
,1,DAMAGE,15,1,5,4025,422,806,WIN
,1,DAMAGE,9,1,3,4133,0,395,WIN
,1,SUPPORT,9,10,0,1273,3352,0,WIN
,1,SUPPORT,3,11,3,530,5416,218,WIN
,2,TANK,10,1,4,5767,0,6156,LOSE
,2,DAMAGE,3,1,4,3115,0,0,LOSE
,2,DAMAGE,6,2,6,3226,0,0,LOSE
,2,SUPPORT,6,8,3,2533,3676,0,LOSE
,2,SUPPORT,1,3,6,1000,4585,0,LOSE
81,1,TANK,33,10,1,11767,0,17743,WIN
,1,DAMAGE,25,0,5,8728,596,1438,WIN
,1,DAMAGE,28,0,10,11230,0,252,WIN
,1,SUPPORT,16,28,3,3295,14926,0,WIN
,1,SUPPORT,13,24,6,2485,12263,1397,WIN
,2,TANK,9,2,11,8444,676,8077,LOSE
,2,DAMAGE,13,2,8,10652,0,2131,LOSE
,2,DAMAGE,12,0,10,11265,507,0,LOSE
,2,SUPPORT,4,8,6,4077,10809,0,LOSE
,2,SUPPORT,6,12,8,3997,8997,0,LOSE
82,1,TANK,12,1,0,4172,0,5714,WIN
,1,DAMAGE,12,2,0,4457,0,1716,WIN
,1,DAMAGE,19,0,1,6124,160,0,WIN
,1,SUPPORT,11,11,0,2822,3111,0,WIN
,1,SUPPORT,1,19,0,60,4060,0,WIN
,2,TANK,0,0,5,3435,1919,1115,LOSE
,2,DAMAGE,1,0,6,2834,0,0,LOSE
,2,DAMAGE,0,0,5,1049,0,33,LOSE
,2,SUPPORT,0,0,6,567,3201,617,LOSE
,2,SUPPORT,0,0,0,0,0,0,LOSE
83,1,TANK,17,7,1,6299,853,5129,WIN
,1,DAMAGE,14,0,7,5797,0,175,WIN
,1,DAMAGE,13,0,8,5287,0,0,WIN
,1,SUPPORT,12,17,2,2140,6122,0,WIN
,1,SUPPORT,5,15,2,1114,7007,383,WIN
,2,TANK,0,0,0,0,0,0,LOSE
,2,DAMAGE,0,0,0,0,0,0,LOSE
,2,DAMAGE,0,0,0,0,0,0,LOSE
,2,SUPPORT,11,5,6,6632,2717,0,LOSE
,2,SUPPORT,0,11,4,60,7203,0,LOSE
84,1,TANK,20,1,2,10649,0,22492,WIN
,1,DAMAGE,20,0,5,6483,0,878,WIN
,1,DAMAGE,15,4,3,5991,0,0,WIN
,1,SUPPORT,12,16,1,3487,10091,0,WIN
,1,SUPPORT,5,12,1,2350,9626,468,WIN
,2,TANK,3,1,5,7705,0,3416,LOSE
,2,DAMAGE,7,0,3,8143,0,0,LOSE
,2,DAMAGE,5,1,9,5748,448,0,LOSE
,2,SUPPORT,2,7,5,1703,9680,216,LOSE
,2,SUPPORT,5,6,6,2598,8560,2482,LOSE
85,1,TANK,40,4,8,10643,0,13376,WIN
,1,DAMAGE,25,0,13,9506,72,60,WIN
,1,DAMAGE,38,1,12,12778,1130,0,WIN
,1,SUPPORT,17,44,5,2849,13961,0,WIN
,1,SUPPORT,35,26,13,8960,9585,0,WIN
,2,TANK,21,5,13,6910,562,8694,LOSE
,2,DAMAGE,38,1,13,16207,0,2700,LOSE
,2,DAMAGE,26,4,13,11654,0,72,LOSE
,2,SUPPORT,2,26,11,790,10706,0,LOSE
,2,SUPPORT,21,31,13,6178,13019,855,LOSE
86,1,TANK,18,4,3,5970,754,8024,WIN
,1,DAMAGE,18,4,4,7899,0,0,WIN
,1,DAMAGE,25,0,3,9280,0,918,WIN
,1,SUPPORT,15,18,1,2126,7192,0,WIN
,1,SUPPORT,21,16,0,3602,9739,0,WIN
,2,TANK,6,3,8,8388,225,5925,LOSE
,2,DAMAGE,7,1,7,6824,194,589,LOSE
,2,DAMAGE,3,0,11,4946,0,677,LOSE
,2,SUPPORT,2,4,6,2232,7066,0,LOSE
,2,SUPPORT,3,4,7,2093,8239,1060,LOSE
87,1,TANK,19,1,4,6298,0,6821,WIN
,1,DAMAGE,20,0,3,4413,0,761,WIN
,1,DAMAGE,17,1,4,6011,813,0,WIN
,1,SUPPORT,14,14,0,2156,4653,0,WIN
,1,SUPPORT,8,14,0,1054,4513,254,WIN
,2,TANK,6,1,7,4608,542,5186,LOSE
,2,DAMAGE,6,0,7,4205,0,587,LOSE
,2,DAMAGE,6,0,8,3618,0,242,LOSE
,2,SUPPORT,4,6,8,1326,3289,177,LOSE
,2,SUPPORT,1,4,6,437,5527,0,LOSE
88,1,TANK,23,7,7,11318,0,9540,WIN
,1,DAMAGE,27,8,8,11578,0,1905,WIN
,1,DAMAGE,18,6,5,7477,0,0,WIN
,1,SUPPORT,20,16,3,3584,7548,0,WIN
,1,SUPPORT,21,18,6,3801,8909,449,WIN
,2,TANK,11,4,10,9766,1576,4815,LOSE
,2,DAMAGE,18,0,11,7863,665,0,LOSE
,2,DAMAGE,10,7,8,5860,1418,4679,LOSE
,2,SUPPORT,5,9,6,796,11948,0,LOSE
,2,SUPPORT,11,4,10,3252,4845,589,LOSE
89,1,TANK,27,6,7,7665,0,9629,WIN
,1,DAMAGE,14,1,9,8792,0,1149,WIN
,1,DAMAGE,25,4,11,11283,556,448,WIN
,1,SUPPORT,15,17,5,3761,8541,0,WIN
,1,SUPPORT,8,21,5,1641,12033,561,WIN
,2,TANK,28,6,7,8893,0,6369,LOSE
,2,DAMAGE,18,1,9,7945,206,757,LOSE
,2,DAMAGE,17,4,6,8319,0,103,LOSE
,2,SUPPORT,22,14,9,6629,8001,638,LOSE
,2,SUPPORT,4,19,7,948,12752,180,LOSE
90,1,TANK,15,8,0,4814,0,3640,WIN
,1,DAMAGE,12,2,1,4665,0,0,WIN
,1,DAMAGE,10,0,4,5582,267,0,WIN
,1,SUPPORT,5,9,0,1185,4298,234,WIN
,1,SUPPORT,0,17,0,0,6598,0,WIN
,2,TANK,3,0,4,3800,0,5449,LOSE
,2,DAMAGE,0,0,3,1779,0,0,LOSE
,2,DAMAGE,4,1,4,4506,112,154,LOSE
,2,SUPPORT,1,2,5,619,4134,0,LOSE
,2,SUPPORT,1,1,5,1880,2995,492,LOSE
91,1,TANK,34,18,3,12580,0,12164,WIN
,1,DAMAGE,29,4,10,11574,89,616,WIN
,1,DAMAGE,32,2,10,12780,2104,0,WIN
,1,SUPPORT,10,23,7,1675,12321,482,WIN
,1,SUPPORT,21,27,7,5140,14749,0,WIN
,2,TANK,22,1,11,13713,0,7169,LOSE
,2,DAMAGE,19,2,12,10105,288,728,LOSE
,2,DAMAGE,14,2,11,10896,1942,2417,LOSE
,2,SUPPORT,17,15,8,7034,12097,0,LOSE
,2,SUPPORT,4,14,7,2573,10103,416,LOSE
92,1,TANK,37,10,3,11178,0,19589,WIN
,1,DAMAGE,31,1,11,10246,0,94,WIN
,1,DAMAGE,20,10,11,6680,297,250,WIN
,1,SUPPORT,25,25,5,7377,16187,0,WIN
,1,SUPPORT,11,26,7,1948,15471,0,WIN
,2,TANK,20,1,11,12570,0,23528,LOSE
,2,DAMAGE,16,0,10,7734,84,7,LOSE
,2,DAMAGE,22,4,10,14989,0,0,LOSE
,2,SUPPORT,11,8,12,5348,6408,1427,LOSE
,2,SUPPORT,10,16,7,3872,13321,60,LOSE
93,1,TANK,31,11,1,7192,0,8019,WIN
,1,DAMAGE,15,1,8,5278,102,40,WIN
,1,DAMAGE,17,2,7,6755,0,0,WIN
,1,SUPPORT,11,18,3,2209,7572,0,WIN
,1,SUPPORT,21,17,2,4161,8736,1170,WIN
,2,TANK,12,0,9,10854,154,10213,LOSE
,2,DAMAGE,3,0,14,5406,172,22,LOSE
,2,DAMAGE,10,0,7,6595,273,22,LOSE
,2,SUPPORT,3,12,8,2178,6071,524,LOSE
,2,SUPPORT,3,5,8,672,3683,0,LOSE
94,1,TANK,20,10,0,4269,0,7825,WIN
,1,DAMAGE,14,0,1,6238,1120,0,WIN
,1,DAMAGE,5,1,1,2524,0,0,WIN
,1,SUPPORT,2,12,1,590,5822,140,WIN
,1,SUPPORT,14,12,0,4285,4144,0,WIN
,2,TANK,0,0,5,4593,0,7175,LOSE
,2,DAMAGE,0,0,6,2431,68,100,LOSE
,2,DAMAGE,3,2,7,3439,161,105,LOSE
,2,SUPPORT,1,0,5,646,5937,598,LOSE
,2,SUPPORT,2,0,5,2941,2114,0,LOSE
95,1,TANK,19,10,5,10436,0,10513,WIN
,1,DAMAGE,20,2,3,6849,1648,0,WIN
,1,DAMAGE,16,0,16,9298,311,1330,WIN
,1,SUPPORT,4,17,4,1921,10960,375,WIN
,1,SUPPORT,2,14,7,657,10497,0,WIN
,2,TANK,0,0,0,0,0,0,LOSE
,2,DAMAGE,13,3,8,9135,828,3579,LOSE
,2,DAMAGE,22,0,7,13113,0,206,LOSE
,2,SUPPORT,3,21,5,417,10190,0,LOSE
,2,SUPPORT,17,15,6,5240,8120,1404,LOSE
96,1,TANK,28,16,2,8861,0,5789,WIN
,1,DAMAGE,21,5,8,8779,1188,3058,WIN
,1,DAMAGE,28,4,9,6833,0,0,WIN
,1,SUPPORT,18,16,4,5817,7731,52,WIN
,1,SUPPORT,11,16,5,1791,7830,0,WIN
,2,TANK,12,1,8,7244,0,14621,LOSE
,2,DAMAGE,11,0,13,6419,0,440,LOSE
,2,DAMAGE,12,3,12,6933,75,805,LOSE
,2,SUPPORT,6,8,9,3890,7978,1172,LOSE
,2,SUPPORT,8,9,5,2452,8601,0,LOSE
97,1,TANK,37,19,2,10802,0,15684,WIN
,1,DAMAGE,22,5,7,9732,479,774,WIN
,1,DAMAGE,28,0,9,12651,0,1586,WIN
,1,SUPPORT,1,30,7,200,11321,0,WIN
,1,SUPPORT,16,23,7,4349,12332,412,WIN
,2,TANK,9,0,9,7412,0,13527,LOSE
,2,DAMAGE,21,0,11,8448,880,17,LOSE
,2,DAMAGE,19,0,10,10881,0,1995,LOSE
,2,SUPPORT,7,15,10,2493,10702,202,LOSE
,2,SUPPORT,17,12,9,4791,11110,0,LOSE
98,1,TANK,18,6,2,7102,0,11389,WIN
,1,DAMAGE,22,0,5,9145,169,0,WIN
,1,DAMAGE,14,6,5,5533,646,917,WIN
,1,SUPPORT,10,15,9,2711,6849,313,WIN
,1,SUPPORT,0,23,5,100,7862,0,WIN
,2,TANK,0,0,0,0,0,0,LOSE
,2,DAMAGE,0,0,0,0,0,0,LOSE
,2,DAMAGE,0,0,0,0,0,0,LOSE
,2,SUPPORT,2,13,6,1921,6403,0,LOSE
,2,SUPPORT,2,7,5,1638,6476,0,LOSE
99,1,TANK,11,1,0,2716,0,2910,WIN
,1,DAMAGE,11,0,2,3004,0,0,WIN
,1,DAMAGE,8,0,1,3217,0,0,WIN
,1,SUPPORT,9,13,0,2102,3992,2384,WIN
,1,SUPPORT,4,6,1,690,3124,375,WIN
,2,TANK,1,2,3,2643,0,1145,LOSE
,2,DAMAGE,2,0,4,3171,0,0,LOSE
,2,DAMAGE,1,0,4,1722,0,5,LOSE
,2,SUPPORT,1,3,3,124,3943,0,LOSE
,2,SUPPORT,2,0,3,1397,3179,0,LOSE
100,1,TANK,32,14,1,11019,0,18962,WIN
,1,DAMAGE,25,2,13,9671,0,1433,WIN
,1,DAMAGE,27,6,11,11621,1296,0,WIN
,1,SUPPORT,21,26,10,6131,12460,0,WIN
,1,SUPPORT,21,23,7,5836,16592,1041,WIN
,2,TANK,13,3,11,10139,0,21985,LOSE
,2,DAMAGE,16,0,11,12682,0,664,LOSE
,2,DAMAGE,23,2,10,16306,0,0,LOSE
,2,SUPPORT,7,17,7,2628,15438,535,LOSE
,2,SUPPORT,7,12,7,4108,12928,588,LOSE
101,1,TANK,9,3,0,3497,0,7229,WIN
,1,DAMAGE,7,2,2,2721,400,539,WIN
